FID,HUC12,FREQUENCY,MEAN_pnMH20,MEAN_pnFH1,MEAN_pnFH6,MEAN_pnFH7,MEAN_pnDH1,MEAN_pnDH2,MEAN_pnDH3,MEAN_pnDH4,MEAN_pnDH5,MEAN_pnDH15
-1,101800010605,11,0.115646702454545,0.056492783000000,0.139605240090909,0.162827542363636,0.119371104636364,0.147010665727273,0.129446251545455,0.139170720181818,0.111246769454545,0.096625936636364
-1,101800010701,27,0.299544840296296,0.147017377925926,0.287362279074074,0.326357891185185,0.234189797444444,0.235613017259259,0.236019669148148,0.257302597037037,0.217859266074074,0.218079812185185
-1,101800010702,9,0.075314943333333,0.036381124000000,0.071029040000000,0.097445694666667,0.051354984555556,0.069751294111111,0.060009896888889,0.073074726000000,0.070453991444444,0.040782593111111
-1,101800010703,14,0.500281281285714,0.192697117214286,0.355396449642857,0.349746216714286,0.279838888857143,0.261149151285714,0.257876041928571,0.246822750500000,0.206862261214286,0.253346881785714
-1,101800020101,5,0.035962655200000,0.025923320200000,0.057747491000000,0.091980312400000,0.032777598800000,0.046259141600000,0.049502073200000,0.068391239200000,0.041791632200000,0.025278215400000
-1,101800020102,6,0.119470113166667,0.069546903333333,0.104272412166667,0.148853038666667,0.071197396500000,0.057953696500000,0.089120471333333,0.105772200166667,0.093202198833333,0.065186410666667
-1,101800020107,14,0.479333389071429,0.176402898500000,0.338180578071429,0.316764751857143,0.262999878142857,0.238969001642857,0.243809272357143,0.235538286857143,0.193196216785714,0.234547779285714
-1,101800020201,16,0.082946752812500,0.058656162250000,0.111546392687500,0.154649356687500,0.060780481750000,0.056929109562500,0.074881320187500,0.092832123250000,0.071417288312500,0.089428865312500
-1,101800020202,12,0.124053413416667,0.089946571833333,0.176773050250000,0.259552567833333,0.132476070000000,0.128377045583333,0.165498501333333,0.174622287833333,0.123168012000000,0.150884582750000
-1,101800020203,4,0.070822539500000,0.043789003000000,0.064794674750000,0.098787226750000,0.060152658500000,0.082322850750000,0.070343560250000,0.072180036750000,0.070077069500000,0.056127148500000
-1,101800020401,3,0.069456630333333,0.047423724333333,0.098259095666667,0.152609015000000,0.069269612333333,0.090607060666667,0.089563790333333,0.104415007333333,0.054799282666667,0.088926391333333
-1,101800020402,3,0.050241916666667,0.032718493000000,0.047273257000000,0.063548270666667,0.033352291333333,0.042657659333333,0.040926260666667,0.064969182666667,0.041792091333333,0.051910863000000
-1,101800020403,3,0.054334644000000,0.041656136000000,0.085874265000000,0.102526114666667,0.042981516333333,0.054531380000000,0.052420780666667,0.073823786666667,0.040512237000000,0.057815095666667
-1,101800020404,4,0.048278402500000,0.028977920500000,0.054270203000000,0.077275329000000,0.039057900500000,0.060687170750000,0.051451416000000,0.071950883250000,0.030828480750000,0.052445579000000
-1,101800100101,1,0.200711632000000,0.131692097000000,0.174826837000000,0.298298095000000,0.189373189000000,0.161756557000000,0.213995641000000,0.242473885000000,0.205555450000000,0.167146656000000
-1,101800100102,2,0.171820041000000,0.085285420500000,0.164779053000000,0.208555791500000,0.129482832500000,0.113364380500000,0.159268054500000,0.194428681000000,0.168782686500000,0.147374128500000
-1,101800100103,2,0.154837606500000,0.101704500500000,0.227131914500000,0.281903620500000,0.137844160500000,0.114667506500000,0.152977502500000,0.188666122500000,0.181843778000000,0.148489455000000
-1,101800100104,2,0.267276282000000,0.102782460500000,0.258587336000000,0.231641739500000,0.186283341500000,0.142543108500000,0.145598360500000,0.204436891000000,0.193738178000000,0.213637915000000
-1,101800100105,30,0.221223559966667,0.124398491433333,0.243153810833333,0.275235902666667,0.187261132033333,0.172580786133333,0.198648171466667,0.224531162966667,0.207682297033333,0.189979921600000
-1,101800100106,5,0.105480561200000,0.078736891200000,0.133892798200000,0.209387391200000,0.105712432000000,0.142647537000000,0.125744686200000,0.128963835800000,0.111527895600000,0.092516951200000
-1,101800100107,14,0.236229974428571,0.110829578214286,0.260111028571429,0.228896799785714,0.174698903500000,0.122487067571429,0.144756982142857,0.183971465500000,0.163420694785714,0.181691388142857
-1,101800100201,4,0.084559919250000,0.057358363250000,0.065700840250000,0.108842733750000,0.052631342000000,0.063571416000000,0.062412579750000,0.071125274750000,0.063861128750000,0.080478134750000
-1,101800100202,9,0.093251409555556,0.044054154888889,0.072180542000000,0.106322512888889,0.039580371777778,0.050902461666667,0.053611667111111,0.066041425222222,0.048414572333333,0.049248230888889
-1,101800100203,1,0.081058502000000,0.051894105000000,0.066309111000000,0.095834452000000,0.041104646000000,0.047912059000000,0.057001205000000,0.062240279000000,0.049511738000000,0.074079651000000
-1,101800100204,1,0.061789512000000,0.039926762000000,0.052010909000000,0.092950907000000,0.041659153000000,0.040723513000000,0.054256224000000,0.050287220000000,0.050019604000000,0.045146608000000
-1,101800100301,5,0.062893113200000,0.042037644600000,0.065977879400000,0.090141821200000,0.036023826200000,0.048094959200000,0.051097220400000,0.054058604800000,0.040516069600000,0.042508968000000
-1,101800100302,5,0.079089715600000,0.042888597400000,0.071123882800000,0.096815847800000,0.042663588000000,0.053723861600000,0.053132852800000,0.071416426200000,0.043349743400000,0.049701727000000
-1,101800100304,4,0.240951462000000,0.138075808000000,0.265777460500000,0.241253538000000,0.197816593250000,0.147471259750000,0.168582140250000,0.194884031250000,0.168874678750000,0.191415360750000
-1,101800100404,1,0.089807815000000,0.064984504000000,0.126681965000000,0.141823660000000,0.052191585000000,0.048446124000000,0.067747302000000,0.076396993000000,0.071181112000000,0.078800947000000
-1,101900010101,1,0.411336212000000,0.368981376000000,0.302480911000000,0.364994194000000,0.247819506000000,0.196514358000000,0.243589274000000,0.287246818000000,0.249224371000000,0.289761556000000
-1,101900010102,1,0.411336212000000,0.368981376000000,0.302480911000000,0.364994194000000,0.247819506000000,0.196514358000000,0.243589274000000,0.287246818000000,0.249224371000000,0.289761556000000
-1,101900010103,2,0.034871792000000,0.025424036000000,0.038263827500000,0.071717683500000,0.027174731500000,0.027360391000000,0.034443736500000,0.043624275500000,0.047746015500000,0.046004133500000
-1,101900010104,6,0.422284200833333,0.365289975166667,0.294855802666667,0.335103652000000,0.235163642500000,0.191399511000000,0.251311685000000,0.293174978500000,0.262986863500000,0.315322706166667
-1,101900010105,11,0.091990287727273,0.051365448181818,0.073956216545455,0.120035577454545,0.049452110727273,0.046088960545455,0.054853558545455,0.068687234545455,0.071651828000000,0.062056728818182
-1,101900010106,10,0.376001426600000,0.332055373300000,0.304575871300000,0.369365885000000,0.242196640800000,0.188527566000000,0.226735882200000,0.264538113400000,0.268441915600000,0.337121524800000
-1,101900010107,3,0.098668879666667,0.058476544333333,0.078781276333333,0.126850513333333,0.052587397000000,0.061609638000000,0.074404990333333,0.079958611000000,0.066220530000000,0.065514503333333
-1,101900010108,13,0.319899398923077,0.220424726384615,0.279466263538462,0.306652712846154,0.211615068307692,0.144332635307692,0.181753088000000,0.223323694769231,0.239307989076923,0.297457969615385
-1,101900010201,2,0.048211774500000,0.038840053000000,0.053256348000000,0.079103688500000,0.035958498000000,0.036664621500000,0.048943018500000,0.070201819500000,0.053972818000000,0.067849129000000
-1,101900010202,1,0.049808920000000,0.033443910000000,0.039475587000000,0.082377469000000,0.032107542000000,0.032764683000000,0.046690381000000,0.054725933000000,0.045444011000000,0.062754729000000
-1,101900010203,3,0.193272707666667,0.089568484666667,0.121899298000000,0.183824819666667,0.115539619333333,0.110638918000000,0.151494663666667,0.194390181666667,0.173370595333333,0.119781152000000
-1,101900010204,8,0.075223282125000,0.045164624000000,0.060407908875000,0.110776668750000,0.055546483750000,0.077058368250000,0.077008329500000,0.095863449750000,0.075715138000000,0.056115010875000
-1,101900010205,25,0.095429418880000,0.058040217120000,0.082471320560000,0.148502141160000,0.067613310480000,0.064279280080000,0.077910727920000,0.103709480600000,0.090146823200000,0.082858301760000
-1,101900010206,8,0.081045900000000,0.041226358875000,0.065381430875000,0.112351643375000,0.047064580250000,0.051526171750000,0.063049898375000,0.066441077000000,0.058735320750000,0.051843970250000
-1,101900010207,13,0.111281414076923,0.059508820000000,0.090239652000000,0.147788369384615,0.065480770461538,0.062410225307692,0.085209574615385,0.102556027230769,0.088966344000000,0.072282329461538
-1,101900010208,4,0.082240020750000,0.047097026750000,0.068688149750000,0.111927311750000,0.045351910500000,0.049175102750000,0.054459231500000,0.079073714750000,0.073049215750000,0.063667895250000
-1,101900010209,6,0.116923167000000,0.074513024833333,0.121649616500000,0.156647568333333,0.084893603000000,0.078662313833333,0.103444004333333,0.119707835166667,0.129756972666667,0.084413795000000
-1,101900010210,1,0.522537262000000,0.200298714000000,0.353164203000000,0.427985729000000,0.281585064000000,0.183603448000000,0.265232768000000,0.251843185000000,0.267756955000000,0.299526948000000
-1,101900010301,1,0.522537262000000,0.200298714000000,0.353164203000000,0.427985729000000,0.281585064000000,0.183603448000000,0.265232768000000,0.251843185000000,0.267756955000000,0.299526948000000
-1,101900010302,1,0.085262422000000,0.054437562000000,0.075429150000000,0.111108162000000,0.055222715000000,0.055697082000000,0.066419123000000,0.088272698000000,0.088831494000000,0.061146326000000
-1,101900010303,4,0.129327455000000,0.071762993500000,0.116688041000000,0.194887303750000,0.082602948500000,0.069179461500000,0.097089249500000,0.118452428750000,0.115999786000000,0.095304567000000
-1,101900010304,8,0.229880191000000,0.088294816375000,0.106579404625000,0.166115828000000,0.123496336875000,0.126312615875000,0.153759607250000,0.164249729375000,0.166099919500000,0.101729581750000
-1,101900010305,11,0.214144695818182,0.092095428636364,0.121423020727273,0.167161127000000,0.114651061363636,0.125311603545455,0.155472154454545,0.167406416636364,0.158072118454545,0.098799591363636
-1,101900010306,9,0.510056302888889,0.206027657333333,0.347289686888889,0.423520319111111,0.267750947222222,0.188745452777778,0.269360123888889,0.258935591444444,0.277137717666667,0.313182572888889
-1,101900010307,14,0.504191622500000,0.199410101928571,0.350318899000000,0.418068302500000,0.248943266785714,0.201587572642857,0.262384075642857,0.258072804357143,0.279851541928571,0.311237938928571
-1,101900010401,4,0.082181636500000,0.042523149500000,0.067113010750000,0.091212660750000,0.045774138750000,0.039618064250000,0.049847119250000,0.076715603750000,0.074200221250000,0.050348072500000
-1,101900010402,6,0.055905938666667,0.047390591500000,0.072697646333333,0.094453718833333,0.048664188833333,0.057699408833333,0.057775538333333,0.082327333166667,0.060991703000000,0.054436019666667
-1,101900010403,3,0.251621503000000,0.106266772666667,0.243234043000000,0.230016315000000,0.172888997000000,0.170665677000000,0.192732332666667,0.206704842333333,0.213015557333333,0.186736382333333
-1,101900010404,1,0.287421734000000,0.119796870000000,0.207163127000000,0.206873167000000,0.188161373000000,0.232321729000000,0.204538371000000,0.237905889000000,0.231180713000000,0.172553294000000
-1,101900010405,5,0.170312380400000,0.076853269000000,0.149092006000000,0.155942967200000,0.124409844000000,0.150897841200000,0.143144643600000,0.167468100400000,0.159733607800000,0.115632690000000
-1,101900010501,6,0.067719785833333,0.028140403166667,0.046239448166667,0.067410769666667,0.031530896833333,0.030009920833333,0.046475560000000,0.045715693833333,0.043218632833333,0.038790462833333
-1,101900010502,3,0.091712903000000,0.043310474333333,0.081267841666667,0.128337239000000,0.065098042333333,0.073998724333333,0.088342682666667,0.085244205333333,0.074156004000000,0.049427428000000
-1,101900010503,18,0.236682791666667,0.107669893055556,0.215448844111111,0.197135085166667,0.159673912722222,0.122310769444444,0.144905911888889,0.182930199777778,0.176268491277778,0.184265985722222
-1,101900010504,8,0.237988822375000,0.104415978500000,0.233484232000000,0.212089687000000,0.185107997625000,0.126348047875000,0.156170234000000,0.168769567750000,0.163676896125000,0.187329298125000
-1,101900010505,1,0.103279171000000,0.042371563000000,0.068752555000000,0.084496572000000,0.047477412000000,0.033738787000000,0.047080453000000,0.079111266000000,0.080175722000000,0.047509469000000
-1,101900010506,11,0.261408217090909,0.111511811545455,0.255255332000000,0.210029312909091,0.193693379363636,0.120453526909091,0.149830730181818,0.170135441000000,0.160959675636364,0.212729825272727
-1,101900010507,2,0.600672311500000,0.172159342000000,0.365897171500000,0.468771976000000,0.248001360500000,0.174338912500000,0.256266432000000,0.243536456500000,0.255601377500000,0.312947165000000
-1,101900010601,10,0.257742119300000,0.127375744900000,0.187766506700000,0.238678517700000,0.158970568900000,0.153062129800000,0.174321539900000,0.210018083600000,0.206139065800000,0.169642013100000
-1,101900010602,5,0.232761749200000,0.135142596200000,0.186556254600000,0.246377939200000,0.141165643000000,0.131610476400000,0.175944726800000,0.184718902600000,0.180025472200000,0.142782712600000
-1,101900010603,6,0.275925475166667,0.111794865500000,0.165046646500000,0.226987013833333,0.119725281333333,0.110414945166667,0.131073171833333,0.189225001500000,0.199760588333333,0.142517809000000
-1,101900010604,6,0.106757149833333,0.052705554500000,0.070960193500000,0.102691724333333,0.066359477333333,0.065670121166667,0.083129497833333,0.107757170333333,0.105664922166667,0.054803878833333
-1,101900010605,19,0.516082915631579,0.186614195000000,0.335248943473684,0.429635202842105,0.255555350368421,0.196665371894737,0.268650885105263,0.252521428894737,0.276199773526316,0.311722017947368
-1,101900010606,9,0.566521799555555,0.175766672000000,0.348235052444444,0.449257388111111,0.247581792888889,0.172063581444444,0.253575149666667,0.244590152666667,0.260737115333333,0.306564325666667
-1,101900020101,2,0.356506859000000,0.176648854500000,0.168507243500000,0.196656845000000,0.140696069500000,0.135022858500000,0.193054910500000,0.224597922500000,0.209116252500000,0.200443728000000
-1,101900020102,6,0.322766932333333,0.191115922000000,0.147919492333333,0.190327490000000,0.130426182333333,0.127228308666667,0.184033500833333,0.210147703333333,0.200678274333333,0.213381183166667
-1,101900020103,14,0.325655539071429,0.164777723714286,0.185014136714286,0.204430644857143,0.158758899285714,0.146559156571429,0.208976364785714,0.232866834785714,0.208645329857143,0.187913444142857
-1,101900020104,13,0.140568390230769,0.070071288461538,0.098046091307692,0.134503959538462,0.065336650846154,0.058065653538462,0.086028837076923,0.116676862769231,0.092666954000000,0.088325738615385
-1,101900020105,19,0.274107105684211,0.134712039947368,0.173602907421053,0.173950159473684,0.132079635631579,0.122811334421053,0.168392566052632,0.202882529421053,0.174707167578947,0.168566741789474
-1,101900020201,6,0.154464629666667,0.077974759666667,0.133951472000000,0.125551036333333,0.094949771666667,0.085936449666667,0.110434379000000,0.161402684833333,0.121776700166667,0.115457308000000
-1,101900020202,5,0.160130422800000,0.082247677000000,0.133286570000000,0.140893857800000,0.100803104000000,0.092607843400000,0.129067238200000,0.181885123400000,0.139165931000000,0.115494186600000
-1,101900020203,1,0.218125443000000,0.085443000000000,0.170670169000000,0.183244112000000,0.126124741000000,0.084066219000000,0.108152224000000,0.172939307000000,0.135602918000000,0.147762758000000
-1,101900020204,13,0.227296302230769,0.099757563615385,0.174745517692308,0.177467850769231,0.126496806846154,0.079495457000000,0.118302860461538,0.193642185307692,0.154054567076923,0.178524538615385
-1,101900020301,5,0.094676734600000,0.051198546200000,0.067816918200000,0.089368141600000,0.051598509800000,0.040628350400000,0.070397240200000,0.086827970400000,0.080998001000000,0.076390093800000
-1,101900020302,7,0.192738630000000,0.125376314857143,0.133926605285714,0.143061090571429,0.094344007571429,0.076405703285714,0.115058159428571,0.171697257857143,0.145129339285714,0.159957928285714
-1,101900020303,8,0.194788025875000,0.111860980125000,0.160892727000000,0.267967474500000,0.183812574375000,0.173129632875000,0.220326607875000,0.266846380250000,0.193121418125000,0.193978490625000
-1,101900020304,11,0.256816184272727,0.083770903818182,0.199371303545455,0.161012364090909,0.129479645363636,0.074418890000000,0.099600614818182,0.158733320363636,0.144272331454545,0.137814077727273
-1,101900020305,6,0.366962956000000,0.111110735833333,0.262944899666667,0.168204494833333,0.168965099833333,0.091752003333333,0.119966068166667,0.170032844833333,0.157905265500000,0.166425206833333
-1,101900020401,4,0.052568677250000,0.034684173000000,0.060894984000000,0.096123690750000,0.039080537250000,0.050599041000000,0.058353828000000,0.065616888000000,0.047694957250000,0.050155715250000
-1,101900020402,26,0.059150676423077,0.037477696884615,0.061114777230769,0.100853625807692,0.045051941076923,0.066164823230769,0.070672182807692,0.080659620000000,0.052543275269231,0.053382080576923
-1,101900020403,6,0.057548838500000,0.034321890500000,0.052652503500000,0.093310696333333,0.030631059666667,0.046182198333333,0.050655699166667,0.062404153833333,0.044692521000000,0.043104308666667
-1,101900020404,12,0.619229049916667,0.167527920250000,0.353749579750000,0.480343093750000,0.224533299416667,0.161430626833333,0.248936215500000,0.238251769750000,0.258044730666667,0.337433568416667
-1,101900020405,3,0.056793464666667,0.027165233333333,0.045874653333333,0.076523706666667,0.029524692333333,0.035456955333333,0.039661875333333,0.050926842000000,0.039066389666667,0.032196200000000
-1,101900020406,6,0.676497697500000,0.162315668833333,0.353736710000000,0.508119968666667,0.208168769166667,0.141815379000000,0.248740851000000,0.238522468500000,0.258090052833333,0.339589718333333
-1,101900020407,7,0.662648384857143,0.184826531142857,0.371504405285714,0.503457599571428,0.240688923428571,0.157632614000000,0.255183145285714,0.243505020000000,0.255272769000000,0.295536671714286
-1,101900020408,7,0.640193738571429,0.193664504142857,0.386515005857143,0.509833278714286,0.253356882142857,0.169184697714286,0.268920764142857,0.243453825000000,0.254097717142857,0.302344072714286
-1,101900020501,2,0.392694584000000,0.139089441500000,0.173138998500000,0.217104084000000,0.165282236500000,0.160611003000000,0.211234829500000,0.245463083000000,0.232860741500000,0.196276127500000
-1,101900020502,1,0.230329419000000,0.079056870000000,0.105416003000000,0.170246151000000,0.108688984000000,0.114623676000000,0.136423213000000,0.179541224000000,0.160116314000000,0.131322459000000
-1,101900020503,4,0.340497798250000,0.129516282000000,0.170758626000000,0.194534817750000,0.134800272250000,0.135760988250000,0.182010837500000,0.218417089250000,0.205412968250000,0.200714539750000
-1,101900020504,21,0.326394332190476,0.275423615952381,0.248129143809524,0.321757570904762,0.216445321714286,0.203035524238095,0.258290369142857,0.267383383095238,0.288971786190476,0.300668109238095
-1,101900020601,2,0.175931628500000,0.072620138000000,0.130070212500000,0.133972916500000,0.101635953000000,0.119157069500000,0.143219648000000,0.163678272000000,0.133035470000000,0.110646664000000
-1,101900020602,7,0.189647119714286,0.083937246000000,0.108254272857143,0.139640446000000,0.097515395285714,0.105974117857143,0.128408527285714,0.153177895571429,0.125844035285714,0.093979334857143
-1,101900020603,1,0.279391282000000,0.088834092000000,0.177619856000000,0.152161305000000,0.112954465000000,0.141924059000000,0.165845760000000,0.237147575000000,0.188123644000000,0.135690458000000
-1,101900020604,4,0.101415467500000,0.048460946000000,0.068617478000000,0.092978767750000,0.047760518250000,0.056102100250000,0.075014947250000,0.088510046250000,0.073203324000000,0.047633473250000
-1,101900020605,3,0.179522710000000,0.076218753000000,0.093892053333333,0.129361363666667,0.090674595333333,0.104822685666667,0.127991748333333,0.150245177333333,0.127777565333333,0.106090872333333
-1,101900020606,1,0.152391745000000,0.142452208000000,0.189146359000000,0.191595384000000,0.181450186000000,0.158782804000000,0.175428825000000,0.195713896000000,0.164323506000000,0.200076315000000
-1,101900020607,3,0.196675409666667,0.078712222666667,0.131012099333333,0.154060369333333,0.098717544666667,0.106291256666667,0.140900648666667,0.183312385333333,0.153094179666667,0.113169137000000
-1,101900020608,10,0.168413067100000,0.103857761600000,0.157575399400000,0.161575712800000,0.146135073800000,0.134508677100000,0.161676805200000,0.181047334700000,0.151773682700000,0.163170670500000
-1,101900020701,9,0.613435304666667,0.216405889888889,0.387225588555556,0.516450511444444,0.271256958666667,0.176395666000000,0.280901434888889,0.254264841666667,0.246766362222222,0.298583244777778
-1,101900020702,4,0.326820450750000,0.148772782000000,0.153592600500000,0.215111768000000,0.155155300750000,0.137759783000000,0.166017337750000,0.191287807250000,0.190680827250000,0.198840784500000
-1,101900020703,9,0.634451481333333,0.306920758777778,0.440757362444444,0.543643327666667,0.269925078333333,0.201335667888889,0.281470343111111,0.278827764666667,0.283109004111111,0.339704591777778
-1,101900020801,4,0.070574447000000,0.033069284250000,0.060720572500000,0.091983899500000,0.032857323000000,0.035235428500000,0.041126054000000,0.058589801750000,0.060837035250000,0.036301051500000
-1,101900020802,6,0.085649141666667,0.051944323166667,0.072106686500000,0.088439522666667,0.054374106833333,0.054511752333333,0.058756129500000,0.075815720500000,0.069956620000000,0.062581902000000
-1,101900020803,4,0.190283722750000,0.157507662000000,0.117994655750000,0.194626713500000,0.094061832250000,0.081070080250000,0.121028226500000,0.151538954500000,0.148306567250000,0.200689481500000
-1,101900020804,8,0.155034987375000,0.100006317250000,0.098377367250000,0.126158433250000,0.068772698500000,0.055419287375000,0.086321032375000,0.120073264375000,0.103717876375000,0.143146033125000
