OID_,HUC12,ZONE_CODE,COUNT,AREA,MEAN
,101800010101,1,1640,1476000.000000000000000,0.159146341463000
,101800010102,2,5667,5100300.000000000000000,0.128992412211000
,101800010103,3,825,742500.000000000000000,0.555151515152000
,101800010104,4,2267,2040300.000000000000000,0.575209528011000
,101800010105,5,2283,2054700.000000000000000,0.548401226456000
,101800010106,6,4529,4076100.000000000000000,0.568778979907000
,101800010107,7,1854,1668600.000000000000000,0.003775620280470
,101800010108,8,8315,7483500.000000000000000,0.546121467228000
,101800010201,9,1853,1667700.000000000000000,0.141392336751000
,101800010202,10,4067,3660300.000000000000000,0.528399311532000
,101800010203,11,7890,7101000.000000000000000,0.067046894803500
,101800010204,12,2901,2610900.000000000000000,0.389520854878000
,101800010301,13,1211,1089900.000000000000000,0.191577208918000
,101800010302,14,1129,1016100.000000000000000,0.000885739592560
,101800010303,15,5915,5323500.000000000000000,0.374471682164000
,101800010304,16,1341,1206900.000000000000000,0.278150633855000
,101800010305,17,3676,3308400.000000000000000,0.105277475517000
,101800010306,18,10153,9137700.000000000000000,0.279720279720000
,101800010401,19,1866,1679400.000000000000000,0.009110396570200
,101800010402,20,1710,1539000.000000000000000,0.033918128655000
,101800010403,21,1399,1259100.000000000000000,0.127233738385000
,101800010404,22,2783,2504700.000000000000000,0.313690262307000
,101800010405,23,5746,5171400.000000000000000,0.270797076227000
,101800010406,24,1866,1679400.000000000000000,0.039121114683800
,101800010407,25,5775,5197500.000000000000000,0.101818181818000
,101800010408,26,9919,8927100.000000000000000,0.253654602278000
,101800010409,27,4998,4498200.000000000000000,0.157663065226000
,101800010501,28,1543,1388700.000000000000000,0.000000000000000
,101800010502,29,882,793800.000000000000000,0.000000000000000
,101800010503,30,2374,2136600.000000000000000,0.027801179444000
,101800010504,31,635,571500.000000000000000,0.149606299213000
,101800010505,32,10415,9373500.000000000000000,0.342198751800000
,101800010506,33,10396,9356400.000000000000000,0.726529434398000
,101800010507,34,10991,9891900.000000000000000,0.645255208807000
,101800010601,35,1646,1481400.000000000000000,0.084447144593000
,101800010602,36,2561,2304900.000000000000000,0.615775087856000
,101800010603,37,2270,2043000.000000000000000,0.330837004405000
,101800010604,38,2757,2481300.000000000000000,0.361624954661000
,101800010605,39,7106,6395400.000000000000000,0.278497044751000
,101800010701,40,5750,5175000.000000000000000,0.294956521739000
,101800010702,41,1456,1310400.000000000000000,0.138736263736000
,101800010703,42,9540,8586000.000000000000000,0.177463312369000
,101800020101,43,368,331200.000000000000000,0.000000000000000
,101800020102,44,417,375300.000000000000000,0.000000000000000
,101800020107,45,2206,1985400.000000000000000,0.009066183136900
,101800020201,46,725,652500.000000000000000,0.001379310344830
,101800020202,47,3442,3097800.000000000000000,0.008715862870420
,101800020401,48,854,768600.000000000000000,0.000000000000000
,101800020402,49,499,449100.000000000000000,0.024048096192400
,101800100101,50,2075,1867500.000000000000000,0.017349397590400
,101800100102,51,495,445500.000000000000000,0.000000000000000
,101800100103,52,1527,1374300.000000000000000,0.113948919450000
,101800100104,53,795,715500.000000000000000,0.081761006289300
,101800100105,54,4400,3960000.000000000000000,0.276363636364000
,101800100106,55,1338,1204200.000000000000000,0.124813153961000
,101800100107,56,2935,2641500.000000000000000,0.192504258944000
,101800100202,57,971,873900.000000000000000,0.000000000000000
,101800100301,58,572,514800.000000000000000,0.000000000000000
,101800100304,59,170,153000.000000000000000,0.170588235294000
,101900010101,60,7,6300.000000000000000,0.000000000000000
,101900010102,61,829,746100.000000000000000,0.000000000000000
,101900010103,62,1188,1069200.000000000000000,0.010942760942800
,101900010104,63,3549,3194100.000000000000000,0.000000000000000
,101900010105,64,4247,3822300.000000000000000,0.003531904874030
,101900010106,65,7449,6704100.000000000000000,0.026849241508900
,101900010107,66,6170,5553000.000000000000000,0.000000000000000
,101900010108,67,13039,11735100.000000000000000,0.077229848914800
,101900010201,68,1160,1044000.000000000000000,0.000000000000000
,101900010202,69,1395,1255500.000000000000000,0.000000000000000
,101900010203,70,1016,914400.000000000000000,0.000000000000000
,101900010204,71,3190,2871000.000000000000000,0.084326018808800
,101900010205,72,29054,26148600.000000000000000,0.010738624630000
,101900010206,73,1235,1111500.000000000000000,0.000000000000000
,101900010207,74,4134,3720600.000000000000000,0.000000000000000
,101900010208,75,7088,6379200.000000000000000,0.000000000000000
,101900010209,76,11463,10316700.000000000000000,0.001570269562940
,101900010210,77,10672,9604800.000000000000000,0.000000000000000
,101900010301,78,3780,3402000.000000000000000,0.000000000000000
,101900010302,79,2223,2000700.000000000000000,0.000000000000000
,101900010303,80,1617,1455300.000000000000000,0.000000000000000
,101900010304,81,1705,1534500.000000000000000,0.000000000000000
,101900010305,82,5455,4909500.000000000000000,0.000000000000000
,101900010306,83,17205,15484500.000000000000000,0.001453065969200
,101900010307,84,18749,16874100.000000000000000,0.000000000000000
,101900010401,85,1796,1616400.000000000000000,0.000000000000000
,101900010402,86,6792,6112800.000000000000000,0.101148409894000
,101900010403,87,2275,2047500.000000000000000,0.001318681318680
,101900010404,88,9769,8792100.000000000000000,0.082403521343000
,101900010405,89,1495,1345500.000000000000000,0.019397993311000
,101900010501,90,1110,999000.000000000000000,0.022522522522500
,101900010502,91,1003,902700.000000000000000,0.000000000000000
,101900010503,92,4301,3870900.000000000000000,0.228551499651000
,101900010504,93,1642,1477800.000000000000000,0.323386114495000
,101900010505,94,443,398700.000000000000000,0.051918735891600
,101900010506,95,2026,1823400.000000000000000,0.124383020731000
,101900010507,96,1514,1362600.000000000000000,0.202113606341000
,101900010601,97,191,171900.000000000000000,0.062827225130900
,101900010602,98,648,583200.000000000000000,0.035493827160500
,101900010603,99,1662,1495800.000000000000000,0.223225030084000
,101900010604,100,730,657000.000000000000000,0.036986301369900
,101900010605,101,2183,1964700.000000000000000,0.021530004580900
,101900010606,102,1622,1459800.000000000000000,0.019112207151700
,101900020101,103,691,621900.000000000000000,0.000000000000000
,101900020102,104,717,645300.000000000000000,0.051603905160400
,101900020103,105,1330,1197000.000000000000000,0.057894736842100
,101900020104,106,2657,2391300.000000000000000,0.001129092961990
,101900020105,107,1819,1637100.000000000000000,0.000000000000000
,101900020201,108,717,645300.000000000000000,0.000000000000000
,101900020202,109,1313,1181700.000000000000000,0.006092916984010
,101900020203,110,704,633600.000000000000000,0.008522727272730
,101900020204,111,2679,2411100.000000000000000,0.153415453527000
,101900020301,112,1629,1466100.000000000000000,0.276243093923000
,101900020302,113,1599,1439100.000000000000000,0.080050031269500
,101900020303,114,1740,1566000.000000000000000,0.000000000000000
,101900020304,115,1900,1710000.000000000000000,0.108421052632000
,101900020305,116,1617,1455300.000000000000000,0.000000000000000
,101900020401,117,183,164700.000000000000000,0.000000000000000
,101900020402,118,567,510300.000000000000000,0.000000000000000
,101900020403,119,1229,1106100.000000000000000,0.066720911310000
,101900020404,120,5585,5026500.000000000000000,0.000000000000000
,101900020405,121,739,665100.000000000000000,0.000000000000000
,101900020406,122,925,832500.000000000000000,0.000000000000000
,101900020407,123,1856,1670400.000000000000000,0.000000000000000
,101900020408,124,1743,1568700.000000000000000,0.000000000000000
,101900020501,125,390,351000.000000000000000,0.000000000000000
,101900020502,126,977,879300.000000000000000,0.000000000000000
,101900020503,127,3343,3008700.000000000000000,0.000000000000000
,101900020504,128,2188,1969200.000000000000000,0.000000000000000
,101900020601,129,727,654300.000000000000000,0.000000000000000
,101900020602,130,1119,1007100.000000000000000,0.000000000000000
,101900020603,131,280,252000.000000000000000,0.128571428571000
,101900020604,132,878,790200.000000000000000,0.000000000000000
,101900020605,133,581,522900.000000000000000,0.000000000000000
,101900020606,134,3821,3438900.000000000000000,0.000000000000000
,101900020607,135,748,673200.000000000000000,0.000000000000000
,101900020608,136,5755,5179500.000000000000000,0.049174630755900
,101900020701,137,1190,1071000.000000000000000,0.000000000000000
,101900020702,138,1562,1405800.000000000000000,0.000000000000000
,101900020703,139,13289,11960100.000000000000000,0.043419369403300
,101900020801,140,528,475200.000000000000000,0.181818181818000
,101900020802,141,1295,1165500.000000000000000,0.037837837837800
,101900020803,142,418,376200.000000000000000,0.000000000000000
,101900020804,143,1182,1063800.000000000000000,0.087140439932300
,101900020805,144,676,608400.000000000000000,0.000000000000000
,101900020806,145,932,838800.000000000000000,0.000000000000000
,101900020807,146,726,653400.000000000000000,0.000000000000000
,101900020808,147,4517,4065300.000000000000000,0.000000000000000
,101900020809,148,5019,4517100.000000000000000,0.010559872484600
,101900020901,149,6666,5999400.000000000000000,0.094509450945100
,101900020902,150,1295,1165500.000000000000000,0.000000000000000
,101900020903,151,2108,1897200.000000000000000,0.000000000000000
,101900020904,152,14599,13139100.000000000000000,0.000410987053908
,101900030101,153,1144,1029600.000000000000000,0.000000000000000
,101900030102,154,3733,3359700.000000000000000,0.000000000000000
,101900030103,155,4011,3609900.000000000000000,0.007728745948640
,101900030104,156,1384,1245600.000000000000000,0.000000000000000
,101900030105,157,961,864900.000000000000000,0.000000000000000
,101900030106,158,6550,5895000.000000000000000,0.037709923664100
,101900030107,159,2641,2376900.000000000000000,0.024611889435800
,101900030108,160,3552,3196800.000000000000000,0.041385135135100
,101900030201,161,3900,3510000.000000000000000,0.018205128205100
,101900030202,162,8347,7512300.000000000000000,0.089133820534300
,101900030203,163,2420,2178000.000000000000000,0.033057851239700
,101900030204,164,11164,10047600.000000000000000,0.084557506270200
,101900030301,165,3735,3361500.000000000000000,0.059437751004000
,101900030302,166,1082,973800.000000000000000,0.011090573012900
,101900030303,167,10205,9184500.000000000000000,0.033904948554600
,101900030304,168,12133,10919700.000000000000000,0.000000000000000
,101900030401,169,10107,9096300.000000000000000,0.460275056891000
,101900030402,170,20697,18627300.000000000000000,0.123157945596000
,101900030403,171,7419,6677100.000000000000000,0.551287235476000
,101900030404,172,11553,10397700.000000000000000,0.578464468104000
,101900030405,173,15892,14302800.000000000000000,0.404606091115000
,101900030406,174,6797,6117300.000000000000000,0.002501103427980
,101900030407,175,3623,3260700.000000000000000,0.323488821419000
,101900030408,176,9060,8154000.000000000000000,0.681567328918000
,101900030409,177,27530,24777000.000000000000000,0.557718852161000
,101900030501,178,8538,7684200.000000000000000,0.018505504802100
,101900030502,179,4990,4491000.000000000000000,0.516432865731000
,101900030503,180,7062,6355800.000000000000000,0.778249787596000
,101900030504,181,22422,20179800.000000000000000,0.505262688431000
,101900030505,182,13144,11829600.000000000000000,0.541996348144000
,101900030601,183,2570,2313000.000000000000000,0.822957198444000
