OID_,HUC12,ZONE_CODE,COUNT,AREA,MEAN
,101800010101,1,2329,1466709.174600000000000,0.009875483039930
,101800010102,2,8211,5170952.783429999800000,0.003775423212760
,101800010103,3,1204,758230.075660999980000,0.003322259136210
,101800010104,4,3240,2040419.804939999900000,0.000000000000000
,101800010105,5,3287,2070018.487290000100000,0.001216915120170
,101800010106,6,6469,4073912.258680000000000,0.000000000000000
,101800010107,7,2660,1675159.469480000000000,0.007894736842110
,101800010108,8,11864,7471463.137579999900000,0.000000000000000
,101800010201,9,2618,1648709.583120000100000,0.004583651642480
,101800010202,10,5784,3642527.207330000100000,0.032157676348500
,101800010203,11,11291,7110611.116519999700000,0.001417057833670
,101800010204,12,4172,2627355.378450000200000,0.002157238734420
,101800010301,13,1711,1077517.989580000100000,0.000000000000000
,101800010302,14,1590,1001317.126500000000000,0.150943396226000
,101800010303,15,8289,5220074.000959999900000,0.001447701773430
,101800010304,16,1912,1204099.588590000100000,0.026150627615100
,101800010305,17,5242,3301197.721440000000000,0.095001907668800
,101800010306,18,14522,9145363.088659999900000,0.000000000000000
,101800010401,19,2587,1629187.047950000000000,0.017781213761100
,101800010402,20,2435,1533463.649700000000000,0.004106776180700
,101800010403,21,2003,1261407.675710000100000,0.002995506739890
,101800010404,22,3977,2504552.334640000000000,0.000000000000000
,101800010405,23,8266,5205589.539380000000000,0.000483909992741
,101800010406,24,2728,1717983.095019999900000,0.000000000000000
,101800010407,25,8285,5217554.964160000000000,0.000965600482800
,101800010408,26,14167,8921798.573000000800000,0.000000000000000
,101800010409,27,7152,4504037.791629999900000,0.006152125279640
,101800010501,28,2209,1391138.070710000100000,0.114531462200000
,101800010502,29,1234,777122.851632999950000,0.058346839546200
,101800010503,30,3394,2137402.721590000200000,0.044490276959300
,101800010504,31,897,564894.001551000050000,0.000000000000000
,101800010505,32,14870,9364519.289930000900000,0.003631472763950
,101800010506,33,14862,9359481.216339999800000,0.000134571390122
,101800010507,34,15724,9902333.645929999600000,0.000317985245485
,101800010601,35,2368,1491269.783360000000000,0.010979729729700
,101800010602,36,3630,2286025.892570000100000,0.001101928374660
,101800010603,37,3249,2046087.637730000100000,0.000000000000000
,101800010604,38,3964,2496365.465050000200000,0.000000000000000
,101800010605,39,10189,6416616.479159999600000,0.000196290116793
,101800010701,40,8227,5181028.930619999800000,0.000486203962562
,101800010702,41,2137,1345795.408379999900000,0.003743565746370
,101800010703,42,13608,8569763.180730000100000,0.000587889476778
,101800020101,43,550,346367.559480000000000,0.000000000000000
,101800020102,44,616,387931.666617000010000,0.000000000000000
,101800020107,45,3077,1937769.055489999900000,0.001949951251220
,101800020201,46,1019,641724.623835999980000,0.060843964671200
,101800020202,47,4933,3106602.128930000100000,0.049057368741100
,101800020401,48,1208,760749.112456999950000,0.085264900662300
,101800020402,49,734,462243.252106000030000,0.066757493188000
,101800100101,50,2957,1862197.951600000000000,0.026039905309400
,101800100102,51,703,442720.716934999970000,0.024182076813700
,101800100103,52,2232,1405622.532290000000000,0.011648745519700
,101800100104,53,1147,722333.801315000050000,0.000000000000000
,101800100105,54,6291,3961815.121249999900000,0.009219519949130
,101800100106,55,1886,1187725.849420000100000,0.000000000000000
,101800100107,56,4240,2670179.003990000100000,0.005896226415090
,101800100202,57,1368,861510.584306000030000,0.007309941520470
,101800100301,58,814,512623.988030000010000,0.008599508599510
,101800100304,59,226,142325.578986000010000,0.004424778761060
,101900010101,60,8,5038.073592429999700,0.000000000000000
,101900010102,61,1173,738707.540490000040000,0.020460358056300
