OID_,HUC12,ZONE_CODE,COUNT,AREA,MEAN
,101900060203,290,2,1800.000000000000000,0.000000000000000
,101900060204,291,1646,1481400.000000000000000,0.063791008505500
,101900060205,292,9,8100.000000000000000,0.000000000000000
,101900060206,293,139,125100.000000000000000,0.014388489208600
,101900060207,294,3040,2736000.000000000000000,0.007894736842110
,101900060301,295,658,592200.000000000000000,0.054711246200600
,101900060302,296,706,635400.000000000000000,0.075070821529700
,101900060303,297,1006,905400.000000000000000,0.097415506958300
,101900060304,298,2173,1955700.000000000000000,0.044178554993100
,101900060401,299,335,301500.000000000000000,0.017910447761200
,101900060402,300,197,177300.000000000000000,0.005076142131980
,101900060403,301,276,248400.000000000000000,0.025362318840600
,101900060404,302,1533,1379700.000000000000000,0.024787997390700
,101900060501,303,6154,5538600.000000000000000,0.007637309067270
,101900060502,304,4277,3849300.000000000000000,0.026420388122500
,101900060503,305,6856,6170400.000000000000000,0.016044340723500
,101900060504,306,3522,3169800.000000000000000,0.013628620102200
,101900060601,307,379,341100.000000000000000,0.000000000000000
,101900060602,308,1601,1440900.000000000000000,0.021861336664600
,101900060603,309,3076,2768400.000000000000000,0.015279583875200
,101900060604,310,8830,7947000.000000000000000,0.019818799547000
,101900060605,311,18052,16246800.000000000000000,0.014569022823000
,101900060606,312,9768,8791200.000000000000000,0.020065520065500
,101900060607,313,5158,4642200.000000000000000,0.006591702210160
,101900070101,314,1382,1243800.000000000000000,0.005065123010130
,101900070102,315,506,455400.000000000000000,0.023715415019800
,101900070103,316,10,9000.000000000000000,0.000000000000000
,101900070104,317,358,322200.000000000000000,0.061452513966500
,101900070105,318,1661,1494900.000000000000000,0.030102347983100
,101900070201,319,223,200700.000000000000000,0.000000000000000
,101900070202,320,254,228600.000000000000000,0.000000000000000
,101900070203,321,1282,1153800.000000000000000,0.000000000000000
,101900070204,322,2677,2409300.000000000000000,0.000000000000000
,101900070205,323,1135,1021500.000000000000000,0.000881057268722
,101900070206,324,241,216900.000000000000000,0.000000000000000
,101900070207,325,2,1800.000000000000000,0.000000000000000
,101900070208,326,3598,3238200.000000000000000,0.005002779321850
,101900070209,327,144,129600.000000000000000,0.048611111111100
,101900070210,328,1539,1385100.000000000000000,0.035737491877800
,101900070301,329,936,842400.000000000000000,0.040598290598300
,101900070302,330,203,182700.000000000000000,0.009852216748770
,101900070303,331,1219,1097100.000000000000000,0.068908941755500
,101900070304,332,443,398700.000000000000000,0.300225733634000
,101900070305,333,1186,1067400.000000000000000,0.085160202360900
,101900070402,334,873,785700.000000000000000,0.041237113402100
,101900070403,335,509,458100.000000000000000,0.003929273084480
,101900070404,336,1361,1224900.000000000000000,0.016899338721500
,101900070501,337,1002,901800.000000000000000,0.022954091816400
,101900070502,338,1799,1619100.000000000000000,0.012784880489200
,101900070503,339,897,807300.000000000000000,0.064659977703500
,101900070504,340,1891,1701900.000000000000000,0.016922263352700
,101900070601,341,1790,1611000.000000000000000,0.037430167597800
,101900070602,342,1396,1256400.000000000000000,0.027220630372500
,101900070603,343,1694,1524600.000000000000000,0.051948051948100
,101900070701,344,1405,1264500.000000000000000,0.027758007117400
,101900070702,345,1399,1259100.000000000000000,0.135096497498000
,101900070703,346,587,528300.000000000000000,0.051107325383300
,101900070704,347,4404,3963600.000000000000000,0.058356039963700
,101900070801,348,889,800100.000000000000000,0.060742407199100
,101900070802,349,7581,6822900.000000000000000,0.007782614430810
,101900070803,350,3417,3075300.000000000000000,0.012291483757700
,101900070804,351,13068,11761200.000000000000000,0.013085399449000
,101900070805,352,22273,20045700.000000000000000,0.022762986575700
,101900070901,353,2701,2430900.000000000000000,0.017771195853400
,101900070902,354,3169,2852100.000000000000000,0.024928999684400
,101900070903,355,7032,6328800.000000000000000,0.028725824800900
,101900070904,356,5121,4608900.000000000000000,0.034758836164800
,101900070905,357,37756,33980400.000000000000000,0.007654412543700
,101900071001,358,10952,9856800.000000000000000,0.005478451424400
,101900071002,359,18620,16758000.000000000000000,0.013963480128900
,101900071003,360,15654,14088600.000000000000000,0.015267663217100
,101900071004,361,43,38700.000000000000000,0.000000000000000
,101900071005,362,14447,13002300.000000000000000,0.009136845019730
,101900071006,363,5434,4890600.000000000000000,0.036253220463700
,101900071007,364,4047,3642300.000000000000000,0.001482579688660
,101900071008,365,33433,30089700.000000000000000,0.008644153979600
,101900080104,366,825,742500.000000000000000,0.003636363636360
,101900080105,367,3196,2876400.000000000000000,0.014080100125200
,101900080201,368,11092,9982800.000000000000000,0.014514965741100
,101900080202,369,18877,16989300.000000000000000,0.034433437516600
,101900080203,370,16578,14920200.000000000000000,0.017493063095700
,101900080204,371,21965,19768500.000000000000000,0.030093330298200
,101900080301,372,6135,5521500.000000000000000,0.059005704971500
,101900080302,373,3239,2915100.000000000000000,0.077184316147000
,101900080303,374,2346,2111400.000000000000000,0.098891730605300
,101900080304,375,45196,40676400.000000000000000,0.017988317550200
,101900080305,376,31,27900.000000000000000,0.064516129032300
,101900080306,377,17459,15713100.000000000000000,0.004467609828740
,101900090201,378,1628,1465200.000000000000000,0.017199017199000
,101900090202,379,4086,3677400.000000000000000,0.042829172785100
,101900090203,380,2264,2037600.000000000000000,0.027826855123700
,101900090204,381,4274,3846600.000000000000000,0.010060832943400
,101900090205,382,3097,2787300.000000000000000,0.014207297384600
,101900090206,383,1799,1619100.000000000000000,0.015564202334600
,101900090207,384,4257,3831300.000000000000000,0.018792576932100
,101900090208,385,13600,12240000.000000000000000,0.024779411764700
,101900090302,386,4215,3793500.000000000000000,0.034638196915800
,101900090303,387,29499,26549100.000000000000000,0.049832197701600
,101900090304,388,3894,3504600.000000000000000,0.048022598870100
,101900090305,389,24635,22171500.000000000000000,0.049644814288600
,101900090306,390,5859,5273100.000000000000000,0.028161802355400
,101900090401,391,813,731700.000000000000000,0.014760147601500
,101900090402,392,1811,1629900.000000000000000,0.028161236885700
,101900090403,393,3003,2702700.000000000000000,0.059940059940100
,101900090501,394,6680,6012000.000000000000000,0.030239520958100
,101900090502,395,4847,4362300.000000000000000,0.058799257272500
,101900090503,396,3935,3541500.000000000000000,0.056925031766200
,101900090504,397,5111,4599900.000000000000000,0.057914302484800
,101900090601,398,6437,5793300.000000000000000,0.103619698617000
,101900090602,399,29721,26748900.000000000000000,0.019346589953200
,101900100101,400,3562,3205800.000000000000000,0.001965188096570
,101900100102,401,2201,1980900.000000000000000,0.001363016810540
,101900100103,402,6391,5751900.000000000000000,0.000782350179941
,101900100201,403,1647,1482300.000000000000000,0.001821493624770
,101900100202,404,6243,5618700.000000000000000,0.005125740829730
,101900100203,405,13575,12217500.000000000000000,0.034180478821400
,101900100204,406,1582,1423800.000000000000000,0.005689001264220
,101900100205,407,5551,4995900.000000000000000,0.013871374527100
,101900100206,408,4307,3876300.000000000000000,0.044346412816300
,101900100207,409,8694,7824600.000000000000000,0.029330572808800
,101900100208,410,6264,5637600.000000000000000,0.039910600255400
,101900100209,411,21940,19746000.000000000000000,0.060437556973600
,101900100301,412,4719,4247100.000000000000000,0.001271455816910
,101900100302,413,6894,6204600.000000000000000,0.003771395416300
,101900100303,414,5736,5162400.000000000000000,0.019177126917700
,101900100304,415,18007,16206300.000000000000000,0.093685788859900
,101900100401,416,4861,4374900.000000000000000,0.021189055749800
,101900100402,417,7420,6678000.000000000000000,0.039083557951500
,101900100403,418,33352,30016800.000000000000000,0.046653873830700
,101900100404,419,35068,31561200.000000000000000,0.015968974563700
,101900110101,420,2035,1831500.000000000000000,0.006388206388210
,101900110102,421,2753,2477700.000000000000000,0.010170722847800
,101900110103,422,6102,5491800.000000000000000,0.011799410029500
,101900110104,423,4392,3952800.000000000000000,0.033697632058300
,101900110105,424,2140,1926000.000000000000000,0.012616822429900
,101900110106,425,4,3600.000000000000000,0.000000000000000
,101900110107,426,14423,12980700.000000000000000,0.024197462386500
,101900110108,427,9432,8488800.000000000000000,0.020568278201900
,101900110109,428,10948,9853200.000000000000000,0.009864815491410
,101900110201,429,1678,1510200.000000000000000,0.000000000000000
,101900110202,430,1086,977400.000000000000000,0.005524861878450
,101900110203,431,3243,2918700.000000000000000,0.001850138760410
,101900110204,432,3376,3038400.000000000000000,0.005035545023700
,101900110205,433,5100,4590000.000000000000000,0.003333333333330
,101900110206,434,4120,3708000.000000000000000,0.001456310679610
,101900110207,435,1554,1398600.000000000000000,0.011583011583000
,101900110208,436,9018,8116200.000000000000000,0.110223996452000
,101900110209,437,22430,20187000.000000000000000,0.042131074453900
,101900110301,438,1765,1588500.000000000000000,0.000566572237960
,101900110302,439,2141,1926900.000000000000000,0.008407286314810
,101900110303,440,3320,2988000.000000000000000,0.044879518072300
,101900110304,441,5248,4723200.000000000000000,0.008003048780490
,101900110305,442,5514,4962600.000000000000000,0.041530649256400
,101900110306,443,6982,6283800.000000000000000,0.025637353193900
,101900110307,444,5858,5272200.000000000000000,0.087572550358500
,101900110308,445,19096,17186400.000000000000000,0.021103896103900
,101900110401,446,4887,4398300.000000000000000,0.037855535093100
,101900110402,447,3689,3320100.000000000000000,0.031173759826500
,101900110403,448,3197,2877300.000000000000000,0.024397873005900
,101900110404,449,5106,4595400.000000000000000,0.084606345475900
,101900110405,450,5912,5320800.000000000000000,0.102165087957000
,101900110406,451,23270,20943000.000000000000000,0.160850880963000
,101900110501,452,45679,41111100.000000000000000,0.071564613936400
,101900110502,453,27761,24984900.000000000000000,0.044234717769500
,101900110503,454,20516,18464400.000000000000000,0.029342951842500
,101900110504,455,24674,22206600.000000000000000,0.086447272432500
,101900120101,456,141,126900.000000000000000,0.000000000000000
,101900120102,457,4917,4425300.000000000000000,0.002033760423020
,101900120103,458,4314,3882600.000000000000000,0.005099675475200
,101900120104,459,5630,5067000.000000000000000,0.020426287744200
,101900120105,460,8569,7712100.000000000000000,0.010152876648400
,101900120106,461,14532,13078800.000000000000000,0.031791907514500
,101900120107,462,32707,29436300.000000000000000,0.005167089613840
,101900120201,463,16689,15020100.000000000000000,0.018455269938300
,101900120202,464,1046,941400.000000000000000,0.019120458891000
,101900120203,465,1740,1566000.000000000000000,0.010919540229900
,101900120204,466,3629,3266100.000000000000000,0.015982364287700
,101900120205,467,15996,14396400.000000000000000,0.086459114778700
,101900120206,468,52887,47598300.000000000000000,0.003649289995650
,101900120301,469,586,527400.000000000000000,0.058020477815700
,101900120302,470,2948,2653200.000000000000000,0.050542740841200
,101900120303,471,2646,2381400.000000000000000,0.107709750567000
,101900120304,472,4224,3801600.000000000000000,0.059422348484800
,101900120401,473,1604,1443600.000000000000000,0.011845386533700
,101900120402,474,43288,38959200.000000000000000,0.004504712622440
,101900120501,475,1914,1722600.000000000000000,0.072622779519300
,101900120502,476,2039,1835100.000000000000000,0.256988719961000
,101900120503,477,2761,2484900.000000000000000,0.040565012676600
,101900120601,478,7834,7050600.000000000000000,0.079142200663800
,101900120602,479,9846,8861400.000000000000000,0.033008328255100
,101900120603,480,10601,9540900.000000000000000,0.026129610414100
,101900120605,481,40442,36397800.000000000000000,0.014390979674600
,101900120606,482,2969,2672100.000000000000000,0.125631525766000
,101900120607,483,23559,21203100.000000000000000,0.018167154802800
,101900120701,484,12141,10926900.000000000000000,0.022156329791600
,101900120702,485,17397,15657300.000000000000000,0.021382997068500
,101900120703,486,2453,2207700.000000000000000,0.050142682429700
