FID,HUC12,FP_Areakm2,StrmOrder
923,110200020103,0.8824590,3
924,110200020104,2.5036700,3
925,110200020105,1.1620200,4
926,110200020201,0.3727180,4
927,110200020202,0.9145370,3
928,110200020203,2.1225300,4
929,110200020204,0.2814260,4
930,110200020205,0.8605980,4
931,110200020206,0.7539230,3
932,110200020207,1.7338500,3
933,110200020208,2.9233201,4
934,110200020301,1.0155900,3
935,110200020302,0.9571880,2
936,110200020303,1.3022100,3
937,110200020304,1.3427800,4
938,110200020305,4.1834798,4
939,110200020401,3.2388699,6
940,110200020402,0.7194630,3
941,110200020403,0.9668420,3
942,110200020404,2.6802499,3
943,110200020405,0.1284620,3
944,110200020406,3.3205700,6
945,110200020407,8.8532000,6
946,110200020408,3.5839701,6
947,110200020501,0.8802930,3
948,110200020502,1.0340900,3
949,110200020503,0.6575260,4
950,110200020504,1.0507500,4
951,110200020505,1.9365300,4
952,110200020506,2.5474100,4
953,110200020507,2.1250501,4
954,110200020601,1.3344300,3
955,110200020602,2.5916901,3
956,110200020603,7.8127799,6
957,110200020701,0.8223240,2
958,110200020702,1.9612100,3
959,110200020703,1.7416400,3
960,110200020704,3.0576701,4
961,110200020801,1.1102500,3
962,110200020802,2.3504400,3
963,110200020803,3.4701900,4
964,110200020804,0.9486270,3
965,110200020805,17.6650009,6
966,110200020901,0.6977480,3
967,110200020902,3.9737599,3
968,110200020903,6.6564999,4
969,110200020904,2.9862800,3
970,110200020905,20.9169998,6
971,110200021001,0.8158830,3
972,110200021002,3.7268000,3
973,110200021003,0.0594561,4
974,110200021004,2.8471000,3
975,110200021005,2.2192700,4
976,110200021006,1.4819200,3
977,110200021007,5.1889200,4
978,110200021101,0.4601730,3
979,110200021102,0.9934360,4
980,110200021103,0.3379630,3
981,110200021104,1.7556700,3
982,110200021105,0.9270970,4
983,110200021106,0.4689870,4
984,110200021107,5.6876602,4
985,110200021201,8.4007797,5
986,110200021202,13.2994003,6
987,110200021203,11.3491001,3
988,110200021204,8.4935799,6
989,110200030101,0.7207830,3
990,110200030102,1.2697800,2
991,110200030103,1.9323000,2
992,110200030104,1.1528600,2
993,110200030105,1.7760600,3
994,110200030106,0.4962800,3
995,110200030107,2.0789900,4
996,110200030201,1.6172700,4
997,110200030202,0.3701600,2
998,110200030203,0.5112210,4
999,110200030204,1.1364501,4
1000,110200030301,0.9193460,3
1001,110200030302,13.4371004,4
1002,110200030303,3.0422399,5
1003,110200030304,7.0181899,5
1004,110200030305,8.4832296,5
1005,110200030306,1.3829800,3
1006,110200030307,2.6018701,3
1007,110200030308,5.4772301,5
1008,110200030401,5.3007698,5
1009,110200030402,12.9983997,5
1010,110200030403,0.0152821,2
1011,110200030404,4.7175899,3
1012,110200030405,0.0197397,3
1013,110200030406,14.7185001,5
1014,110200030407,7.7835202,5
1015,110200040101,3.1963401,3
1016,110200040102,3.6647899,3
1017,110200040103,5.2123299,3
1018,110200040104,5.1489601,3
1019,110200040105,33.8058014,4
1020,110200040201,16.2858009,2
1021,110200040202,5.1201701,1
1022,110200040203,12.0173998,2
1023,110200040204,13.9802999,4
1024,110200040205,9.8419905,-999
1025,110200040206,13.1189003,1
1026,110200040207,20.8668995,4
1027,110200040208,27.3862991,4
1028,110200040301,4.2183299,3
1029,110200040302,3.8345399,2
1030,110200040303,1.0435899,3
1031,110200040304,6.7620702,4
1032,110200040305,1.9566900,4
1033,110200040306,14.5860996,5
1034,110200040307,2.6912401,5
1035,110200040308,0.0526017,3
1036,110200040309,11.6604996,5
1037,110200050101,2.3068800,-999
1038,110200050102,15.9996996,-999
1039,110200050103,21.5249996,1
1040,110200050104,3.7811601,2
1041,110200050105,2.1364901,3
1042,110200050201,2.7599800,2
1043,110200050202,36.0484009,1
1044,110200050203,11.8375998,2
1045,110200050204,23.1623001,-999
1046,110200050205,37.2518005,-999
1047,110200050206,2.5706699,3
1048,110200050301,25.1002998,6
1049,110200050303,3.9095600,3
1050,110200050304,4.9222898,4
1051,110200050305,2.6115301,4
1052,110200050306,28.9188995,7
1053,110200050307,0.5665350,2
1054,110200050308,14.6215000,7
1055,110200050401,0.3847890,3
1056,110200050402,22.1403999,-999
1057,110200050403,11.8580999,2
1058,110200050404,17.6585007,2
1059,110200050405,8.5970097,4
1060,110200050406,38.9514008,4
1061,110200050407,7.9383898,4
1062,110200050501,1.4952500,3
1063,110200050502,2.5532000,2
1064,110200050503,7.5564399,3
1065,110200050504,2.1899400,3
1066,110200050601,1.5301200,3
1067,110200050602,1.7918700,3
1068,110200050603,3.9427299,4
1069,110200050604,1.4034200,3
1070,110200050605,1.7736501,4
1071,110200050606,1.2217300,4
1072,110200050607,1.1896900,4
1073,110200050608,0.8262330,2
1074,110200050609,1.7773900,4
1075,110200050610,6.7542901,4
1076,110200050611,7.6521602,4
1077,110200050701,8.8232803,7
1078,110200050703,0.5459150,1
1079,110200050704,17.1502991,7
1080,110200050705,27.7654991,7
1081,110200050801,2.0597501,2
1082,110200050802,1.1866900,3
1083,110200050803,1.6787400,1
1084,110200050804,7.7685199,3
1085,110200050805,3.9220600,3
1086,110200050901,2.0607300,2
1087,110200050902,2.0030601,2
1088,110200050903,0.9747040,2
1089,110200050904,17.7238007,7
1090,110200050905,14.0988998,7
1091,110200050906,13.6990995,7
1092,110200060101,0.1753680,4
1093,110200060102,1.1278800,4
1094,110200060103,0.6934600,2
1095,110200060104,0.8460830,3
1096,110200060105,0.8066050,3
1097,110200060106,0.8892870,3
1098,110200060107,1.9786000,3
1099,110200060108,5.0301900,4
1100,110200060201,0.9555310,3
1101,110200060202,1.0624800,3
1102,110200060203,0.0623302,2
1103,110200060204,1.0788600,3
1104,110200060205,3.9299400,5
1105,110200060206,0.9119720,5
1106,110200060207,1.0437900,5
1107,110200060301,2.4706099,3
1108,110200060302,4.8191199,5
1109,110200060401,0.6948620,2
1110,110200060402,0.6073320,3
1111,110200060403,0.9339420,2
1112,110200060404,0.7471890,3
1113,110200060405,1.8902200,2
1114,110200060406,4.8947001,3
1115,110200060407,3.6892200,3
1116,110200060408,0.8646120,2
1117,110200060409,2.5737400,2
1118,110200060410,8.5830202,4
1119,110200060501,3.2707901,4
1120,110200060502,0.8066280,3
1121,110200060503,0.0634458,2
1122,110200060504,3.0931201,3
1123,110200060505,0.8039240,3
1124,110200060506,6.1118498,5
1125,110200060601,8.7709503,3
1126,110200060602,0.8014870,3
1127,110200060603,2.4631701,3
1128,110200060701,9.2221804,5
1129,110200060702,0.5854680,5
1130,110200060703,3.0666201,5
1131,110200060801,3.2134299,2
1132,110200060802,3.0335801,2
1133,110200060803,6.8017502,5
1134,110200060804,7.7507000,5
1135,110200060805,2.6755400,5
1136,110200060806,2.6229100,5
1137,110200060901,0.3503430,2
1138,110200060902,2.5067501,6
1139,110200060903,1.4590800,3
1140,110200060904,3.2930000,3
1141,110200060905,12.6695995,6
1142,110200060906,7.5350199,6
1143,110200060907,18.3712006,6
1144,110200070101,0.8917320,3
1145,110200070102,1.7590100,3
1146,110200070103,1.6076601,2
1147,110200070104,1.3587101,3
1148,110200070105,0.5185960,3
1149,110200070106,1.8616000,3
1150,110200070107,4.6676698,3
1151,110200070108,0.5917570,2
1152,110200070109,10.1584997,3
1153,110200070201,2.8035800,2
1154,110200070202,4.0720100,3
1155,110200070203,10.4659004,4
1156,110200070204,6.5409899,4
1157,110200070205,2.3054800,4
1158,110200070206,1.2239200,3
1159,110200070207,3.0568199,3
1160,110200070208,2.6653099,4
1161,110200070209,0.7305660,4
1162,110200070210,2.9657900,5
1163,110200070301,1.2525899,3
1164,110200070302,1.2053100,3
1165,110200070303,2.1122601,5
1166,110200070304,2.3535500,5
1167,110200070305,8.6395502,2
1168,110200070306,5.6759400,5
1169,110200070401,0.1159820,2
1170,110200070402,2.1229000,2
1171,110200070403,2.1601801,4
1172,110200070404,14.6084995,5
1173,110200070405,7.3345599,5
1174,110200070406,7.2897401,5
1175,110200080101,1.7515600,3
1176,110200080102,12.9001999,4
1177,110200080103,5.3227801,3
1178,110200080104,16.9447002,5
1179,110200080201,0.8487640,2
1180,110200080202,5.1115398,3
1181,110200080204,4.3133302,3
1182,110200080205,2.6908400,3
1183,110200080206,9.6832600,3
1184,110200080207,2.6790199,3
1185,110200080208,9.3071299,3
1186,110200080209,13.3776999,4
1187,110200080210,25.5470009,4
1188,110200080301,1.5599200,1
1189,110200080302,5.9165502,2
1190,110200080303,15.3586998,-999
1191,110200080304,13.4330997,2
1192,110200080305,9.8983698,2
1193,110200080306,33.7826996,2
1194,110200080307,4.3607898,2
1195,110200080308,5.5566401,3
1196,110200080309,6.8152599,3
1197,110200080310,3.5938900,2
1198,110200080311,18.7243996,3
1199,110200080312,14.1795998,4
1200,110200080313,14.7419996,5
1201,110200080401,5.9601402,5
1202,110200080402,20.5202007,5
1203,110200080403,10.4354000,5
1204,110200080404,5.3186202,2
1205,110200080405,15.5145998,2
1206,110200080406,21.6166000,5
1207,110200080501,4.6424899,-999
1208,110200080502,3.1525700,-999
1209,110200080503,36.4658012,-999
1210,110200080504,23.3458004,5
1211,110200090101,7.3160501,2
1212,110200090102,13.6001997,2
1213,110200090103,7.4182601,2
1214,110200090104,6.0209899,2
1215,110200090105,1.1206200,1
1216,110200090106,12.5897999,4
1217,110200090201,1.0822099,2
1218,110200090202,7.6441698,2
1219,110200090203,13.9461002,3
1220,110200090204,6.5348701,3
1221,110200090205,7.6017199,2
1222,110200090206,14.8907003,4
1223,110200090301,10.7065001,4
1224,110200090302,8.7280903,-999
1225,110200090303,22.6173000,-999
1226,110200090304,18.0858002,4
1227,110200090401,0.5737510,3
1228,110200090402,0.5758800,2
1229,110200090403,0.0891825,3
1230,110200090404,4.2754998,3
1231,110200090405,2.4319601,4
1232,110200090406,3.4203701,3
1233,110200090407,3.3022299,4
1234,110200090501,2.2464900,3
1235,110200090502,2.0045300,3
1236,110200090503,0.0728128,3
1237,110200090504,2.6189599,2
1238,110200090505,1.9851900,3
1239,110200090506,3.5590301,3
1240,110200090507,3.3404300,5
1241,110200090601,0.6010050,5
1242,110200090602,2.7698801,5
1243,110200090603,8.0037498,5
1244,110200090701,37.7000999,7
1245,110200090702,11.1457996,-999
1246,110200090703,6.3863001,1
1247,110200090704,66.0441971,7
1248,110200090801,1.1209700,3
1249,110200090802,0.6494690,3
1250,110200090803,2.2729199,3
1251,110200090804,2.8679700,3
1252,110200090805,6.4972701,3
1253,110200090901,1.6068900,3
1254,110200090902,0.5362030,2
1255,110200090903,1.4923700,2
1256,110200090904,2.0518799,3
1257,110200090905,3.0754700,3
1258,110200090906,4.5919900,4
1259,110200091001,7.4250598,7
1260,110200091002,5.1034398,2
1261,110200091003,0.9584090,2
1262,110200091004,1.0086600,2
1263,110200091005,0.0850331,1
1264,110200091006,3.9351399,2
1265,110200091007,7.7374101,-999
1266,110200091008,27.1075001,7
1267,110200091101,4.6210699,-999
1268,110200091102,17.4486008,-999
1269,110200091103,25.5095997,-999
1270,110200091104,22.9491005,-999
1271,110200091105,8.9304504,-999
1272,110200091106,4.1640401,-999
1273,110200091107,22.8295002,-999
1274,110200091201,18.3796997,-999
1275,110200091202,44.0624008,-999
1276,110200091203,5.5951800,-999
1277,110200091204,16.8376007,-999
1278,110200091205,9.0051498,-999
1279,110200091301,1.7347701,3
1280,110200091302,0.0163368,2
1281,110200091303,2.2931600,3
1282,110200091304,2.4944899,3
1283,110200091305,0.9027780,2
1284,110200091306,10.6974001,3
1285,110200091401,32.7923012,1
1286,110200091402,25.6002007,-999
1287,110200091403,6.5683799,-999
1288,110200091404,2.0742400,2
1289,110200091405,8.1680202,7
1290,110200091406,49.3079987,7
1291,110200091501,2.7149100,2
1292,110200091502,20.7261009,7
1293,110200091503,6.1943302,1
1294,110200091504,7.6577702,2
1295,110200091505,32.2733002,7
1296,110200091601,0.7332370,2
1297,110200091602,1.1650900,3
1298,110200091603,2.0208700,3
1299,110200091604,0.1706710,3
1300,110200091605,3.4156101,3
1301,110200091701,6.0145998,-999
1302,110200091702,10.9602003,-999
1303,110200091703,7.0339799,2
1304,110200091704,3.0053899,-999
1305,110200091705,46.2826004,7
1306,110200091801,8.5814695,2
1307,110200091802,6.6822801,3
1308,110200091803,0.6662560,2
1309,110200091804,8.6166697,3
1310,110200091901,1.8184400,7
1311,110200091902,21.2332001,7
1312,110200100101,0.9789720,2
1313,110200100102,1.8801800,3
1314,110200100103,0.3401420,3
1315,110200100104,1.2483100,3
1316,110200100105,0.6198610,3
1317,110200100106,1.0547600,3
1318,110200100107,2.0725601,3
1319,110200100108,4.2463999,4
1320,110200100201,0.2498170,3
1321,110200100202,0.8136210,3
1322,110200100203,0.9381900,4
1323,110200100204,1.1749200,2
1324,110200100205,1.5108401,4
1325,110200100206,0.0008955,2
1326,110200100207,1.3466800,4
1327,110200100301,1.3536800,2
1328,110200100302,1.1500400,3
1329,110200100303,0.2501000,2
1330,110200100304,0.4820570,4
1331,110200100305,0.0085445,4
1332,110200100306,0.9515880,4
1333,110200100307,1.1234100,4
1334,110200100308,7.0176702,5
1335,110200100401,0.3617120,3
1336,110200100402,1.1775000,3
1337,110200100501,2.6558499,2
1338,110200100502,1.3965800,3
1339,110200100503,6.0843801,4
1340,110200100504,4.9439301,4
1341,110200100601,3.6513200,5
1342,110200100602,0.0094204,2
1343,110200100603,3.2087500,5
1344,110200100604,3.8820601,5
1345,110200100605,0.0381187,2
1346,110200100606,1.0492001,2
1347,110200100607,3.2794199,3
1348,110200100608,1.6498300,3
1349,110200100609,4.5356998,5
1350,110200100701,3.8275001,3
1351,110200100702,1.9529901,3
1352,110200100703,1.1178800,3
1353,110200100704,0.6411680,2
1354,110200100705,1.6620700,4
1355,110200100706,0.0105413,2
1356,110200100707,3.7962201,4
1357,110200100801,1.3245900,2
1358,110200100802,2.0035901,4
1359,110200100803,5.5978699,4
1360,110200100804,0.9899600,4
1361,110200100901,1.7109500,2
1362,110200100902,1.0848300,5
1363,110200101001,8.4132795,2
1364,110200101002,8.9515600,3
1365,110200101003,2.4039900,3
1366,110200101004,2.4269199,3
1367,110200101005,1.8354300,3
1368,110200101101,1.2855800,2
1369,110200101102,3.7851701,5
1370,110200101103,0.1409840,1
1371,110200101104,2.5735400,2
1372,110200101105,3.4542301,2
1373,110200101106,1.1949600,3
1374,110200101107,2.4234500,5
1375,110200101201,2.1758399,3
1376,110200101202,1.4397700,3
1377,110200101301,0.4591950,3
1378,110200101302,2.4352901,5
1379,110200101303,0.2660920,2
1380,110200101304,3.2451301,5
1381,110200101401,1.7029099,2
1382,110200101402,1.2044700,4
1383,110200101501,0.6445760,3
1384,110200101502,1.7944300,3
1385,110200101503,1.5655700,3
1386,110200101504,4.0195599,3
1387,110200101505,2.1928101,3
1388,110200101506,1.1930900,3
1389,110200101507,1.3105100,2
1390,110200101508,2.3676000,4
1391,110200101509,3.2175801,4
1392,110200101510,3.4393101,4
1393,110200101601,3.0295899,5
1394,110200101602,1.3975500,3
1395,110200101603,3.3904600,2
1396,110200101604,7.2250800,5
1397,110200101701,1.0852300,2
1398,110200101702,1.6409200,3
1399,110200101703,1.4885800,3
1400,110200101704,1.2312800,3
1401,110200101705,0.0262205,3
1402,110200101706,2.9947000,3
1403,110200101707,1.9329200,4
1404,110200101708,1.9610900,4
1405,110200101709,3.3085699,4
1406,110200101801,3.6702800,5
1407,110200101802,4.1081800,5
1408,110200101803,0.0414140,2
1409,110200101804,3.0577300,3
1410,110200101805,0.7235060,2
1411,110200101806,8.6634502,5
1412,110200101807,5.2414699,5
1413,110200101901,3.1874599,5
1414,110200101902,5.0914001,5
1415,110200101903,4.9315801,5
1416,110200101904,15.0072002,5
1417,110200110101,2.8641200,2
1418,110200110102,4.2371502,2
1419,110200110103,5.7099700,3
1420,110200110104,5.5320401,3
1421,110200110105,3.1631200,3
1422,110200110106,9.9608803,3
1423,110200110201,4.3362999,3
1424,110200110202,2.4538701,3
1425,110200110203,3.2147901,5
1426,110200110204,7.2096500,4
1427,110200110301,5.8242102,5
1428,110200110302,2.7064800,3
1429,110200110303,3.7130201,5
1430,110200110304,10.7629004,5
1431,110200110401,4.8117499,3
1432,110200110402,2.4063001,2
1433,110200110403,11.4104004,5
1434,110200110404,6.7499499,5
1435,110200110405,8.8775797,5
1436,110200110406,5.4122701,2
1437,110200110407,12.7540998,5
1438,110200110501,0.6077430,3
1439,110200110502,4.4159298,3
1440,110200110503,2.6384699,3
1441,110200110504,8.4235802,4
1442,110200110505,4.4977498,4
1443,110200110506,8.8460197,4
1444,110200110601,7.1081700,2
1445,110200110602,6.4371700,5
1446,110200110603,2.7396300,5
1447,110200110604,5.7484102,5
1448,110200110605,6.2227602,5
1449,110200110701,5.1038699,3
1450,110200110702,5.7766600,4
1451,110200110703,9.1666098,-999
1452,110200110704,0.8048470,1
1453,110200110705,0.1466010,3
1454,110200110706,8.7931604,-999
1455,110200110707,17.2388000,4
1456,110200110708,28.2530994,4
1457,110200110709,16.8745995,5
1458,110200110801,13.3711004,5
1459,110200110802,16.6863003,5
1460,110200110803,14.6378002,5
1461,110200110901,18.6480999,-999
1462,110200110902,22.4452991,5
1463,110200110903,37.1973991,-999
1464,110200110904,19.2712002,5
1465,110200120101,13.8312998,2
1466,110200120102,13.5920000,3
1467,110200120103,10.9427996,-999
1468,110200120104,4.9909101,3
1469,110200120201,3.1095500,2
1470,110200120202,2.2547400,2
1471,110200120203,2.6376901,3
1472,110200120204,4.9729900,2
1473,110200120205,7.1805801,3
1474,110200120206,4.5168900,3
1475,110200120207,16.4073009,3
1476,110200120208,2.9054201,3
1477,110200120301,3.9309499,3
1478,110200120302,6.6016998,3
1479,110200120303,4.7379498,2
1480,110200120304,9.2706604,3
1481,110200120305,9.6212301,4
1482,110200120401,3.8768599,-999
1483,110200120402,8.0062704,4
1484,110200120403,6.5690899,4
1485,110200120404,11.0416002,4
1486,110200120405,7.1299000,2
1487,110200120406,5.7720799,4
1488,110200120501,11.0754995,4
1489,110200120502,6.8959899,-999
1490,110200120503,9.4099998,4
1491,110200120504,4.9751000,4
1492,110200120505,8.4723396,4
1493,110200120601,10.9583998,4
1494,110200120602,59.7877998,4
1495,110200120603,10.0032997,4
1496,110200120604,14.3956003,5
1497,110200130101,1.2755800,2
1498,110200130102,3.2617600,3
1499,110200130103,1.2467700,2
1500,110200130104,1.7561100,3
1501,110200130105,1.1586900,3
1502,110200130106,1.9252200,3
1503,110200130107,3.8318999,4
1504,110200130201,4.0513000,4
1505,110200130202,5.7247801,4
1506,110200130203,1.2617199,4
1507,110200130204,3.1517000,4
1508,110200130205,8.8718901,4
1509,110200130301,0.0282908,1
1510,110200130302,1.7862500,2
1511,110200130303,0.0440396,3
1512,110200130304,0.0431558,2
1513,110200130305,3.6864300,3
1514,110200130306,4.1370502,3
1515,110200130401,1.6143200,3
1516,110200130402,5.5928302,4
1517,110200130403,11.4372997,4
1518,110200130404,12.5840998,4
1519,110200130405,8.1374197,4
1520,110300010102,1.2086999,7
1521,110300020101,3.8474400,2
1522,110300020102,7.3976102,1
1523,110300020103,14.8732004,-999
1524,110300020104,2.6089900,1
1525,110300020105,7.9722900,2
1526,110300020301,2.5485799,-999
1527,110300020302,7.1635399,-999
1528,110300020303,8.2470398,-999
1529,110300020304,8.6911697,-999
1530,110400010301,0.0019109,2
1531,110400010302,0.4904610,3
1532,110400010303,0.1972670,3
1533,110400010304,0.2616830,2
1534,110400010601,0.7613720,4
1535,110400010602,0.7896690,4
1536,110400010603,0.6394000,4
1537,110400010604,0.7884190,3
1538,110400010801,1.0800300,2
1539,110400010802,2.0380199,3
1540,110400010803,0.6523220,4
1541,110400010804,1.8704700,3
1542,110400010805,0.3526340,2
1543,110400010806,2.1927500,4
1544,110400010807,1.7215700,4
1545,110400010901,1.5536000,2
1546,110400010902,1.9909101,4
1547,110400010903,2.3615301,3
1548,110400010904,2.9891500,4
1549,110400010905,2.6300199,4
1550,110400010906,1.6574100,2
1551,110400010907,0.0636285,2
1552,110400010908,0.6302730,4
1553,110400011003,1.1617000,3
1554,110400020205,1.1126000,3
1555,110400020207,1.8125800,3
1556,110400020209,1.0486701,3
1557,110400020301,4.2007298,2
1558,110400020302,2.3005500,3
1559,110400020303,0.3002910,3
1560,110400020501,3.3181701,3
1561,110400020502,0.0439351,2
1562,110400020503,6.3831100,2
1563,110400020504,7.2493501,5
1564,110400020505,2.5799100,2
1565,110400020506,8.3726997,5
1566,110400020507,1.4004900,5
1567,110400020508,11.0354996,5
1568,110400030101,7.6978102,2
1569,110400030102,6.4349899,2
1570,110400030103,1.6650600,1
1571,110400030104,9.5033302,4
1572,110400030105,17.5055008,3
1573,110400030106,4.2119899,4
1574,110400030201,5.4097400,2
1575,110400030203,4.3108401,2
1576,110400030301,4.8662500,-999
1577,110400030302,19.7595997,2
1578,110400030303,10.9238005,3
1579,110400030304,3.9905400,2
1580,110400040101,7.9058299,2
1581,110400040102,7.5773301,3
1582,110400040103,4.6612401,3
1583,110400040104,8.4782696,3
1584,110400040201,9.1782703,3
1585,110400040202,8.3940001,4
1586,110400040301,14.2116003,4
1587,110400040302,0.0406392,1
1588,110400040303,12.3048000,4
1589,110400050101,4.3351998,3
1590,110400050102,5.4113598,4
1591,110400050103,1.9881600,3
1592,110400050104,6.4931798,4
1593,110400050105,5.7909002,2
1594,110400050106,5.5586100,4
1595,110400050107,3.9399600,4
1596,110400050201,4.2180700,3
1597,110400050202,3.0361600,2
1598,110400050203,2.9902599,2
1599,110400050204,5.2531099,2
1600,110400050205,4.7081599,2
1601,110400050206,8.8282804,3
1602,110400050207,4.7033100,2
1603,110400050208,1.3223799,2
1604,110400050209,3.7702601,3
1605,110400050210,6.1288500,4
1606,110400050301,1.0019400,1
1607,110400050401,0.5496550,1
1608,110400050402,5.2718101,-999
1609,110400050403,4.8673701,2
1610,110400050501,0.7470020,2
1611,110400050502,5.7309399,2
1612,110400050503,4.2860398,2
1613,110800010101,0.0114258,3
1614,110800010201,0.0853039,1
1615,110800010301,0.0944341,2
1616,130100010101,0.1025690,2
1617,130100010102,0.2273070,3
1618,130100010103,0.2831700,3
1619,130100010104,0.9240000,3
1620,130100010105,0.8675200,3
1621,130100010106,3.2666700,4
1622,130100010201,2.6275799,3
1623,130100010202,1.6741400,3
1624,130100010203,0.4400350,2
1625,130100010204,1.3016400,3
1626,130100010205,2.6312101,3
1627,130100010301,0.3087220,2
1628,130100010302,0.2084340,2
1629,130100010303,3.5651500,3
1630,130100010304,2.1539299,4
1631,130100010401,0.0961165,2
1632,130100010402,2.2356300,2
1633,130100010501,0.3870380,3
1634,130100010502,0.0141562,3
1635,130100010503,0.5974610,3
1636,130100010601,0.0988357,2
1637,130100010602,0.6979160,3
1638,130100010701,0.2830430,3
1639,130100010702,1.1524301,4
1640,130100010801,0.4755540,3
1641,130100010802,0.9306250,3
1642,130100010901,0.5840330,2
1643,130100010902,0.0892415,1
1644,130100010903,1.4087000,3
1645,130100011001,0.0632617,2
1646,130100011002,7.2207499,4
1647,130100011003,0.2825990,2
1648,130100011004,0.1263000,3
1649,130100011005,2.1174600,4
1650,130100011006,3.0177200,4
1651,130100011007,0.4033800,2
1652,130100011008,2.9714799,4
1653,130100011101,0.4148290,3
1654,130100011102,0.9092750,3
1655,130100011103,1.0094200,3
1656,130100011104,1.1510100,3
1657,130100011105,0.3734690,2
1658,130100011106,2.1638999,4
1659,130100011201,0.3515760,3
1660,130100011202,0.9980100,2
1661,130100011203,0.9263390,3
1662,130100011301,0.7590590,5
1663,130100011302,0.0232056,2
1664,130100011303,0.2470440,2
1665,130100011304,7.9264498,5
1666,130100011305,1.5476600,2
1667,130100011306,9.2327099,5
1668,130100011307,7.4074702,5
1669,130100020101,0.0465993,4
1670,130100020102,0.3829790,3
1671,130100020103,0.0054841,2
1672,130100020104,7.2411499,4
1673,130100020201,0.6762310,3
1674,130100020202,13.4996996,3
1675,130100020203,10.4778996,4
1676,130100020204,0.3745330,3
1677,130100020205,62.4336014,4
1678,130100020206,45.9860001,4
1679,130100020207,41.2733994,4
1680,130100020301,0.0001723,3
1681,130100020302,0.9725530,3
1682,130100020303,0.5995240,3
1683,130100020304,1.2054600,3
1684,130100020305,5.6609502,3
1685,130100020306,39.2281990,4
1686,130100020401,0.3645130,3
1687,130100020402,3.8956001,4
1688,130100020403,0.0862580,2
1689,130100020404,0.1524770,3
1690,130100020405,0.7708630,2
1691,130100020406,5.7389798,3
1692,130100020407,6.6300702,4
1693,130100020408,43.5696983,4
1694,130100020409,0.9068760,3
1695,130100020410,2.0464399,3
1696,130100020411,122.2860031,4
1697,130100020501,0.6148210,2
1698,130100020502,0.5790580,3
1699,130100020503,1.0569900,2
1700,130100020504,0.7884090,3
1701,130100020505,2.3628500,3
1702,130100020601,0.2050580,2
1703,130100020602,0.4952890,2
1704,130100020603,6.2311602,3
1705,130100020604,3.7362199,2
1706,130100020605,22.8964005,3
1707,130100020606,0.7358350,2
1708,130100020607,43.1464005,3
1709,130100020608,4.0774102,-999
1710,130100020609,23.8111000,3
1711,130100020701,2.6185801,3
1712,130100020702,0.2992780,2
1713,130100020704,1.5368299,3
1714,130100020705,71.3954010,5
1715,130100020706,27.8178005,5
1716,130100020707,35.3923988,5
1717,130100020708,7.6643701,-999
1718,130100020709,5.2840500,-999
1719,130100020710,116.0250015,5
1720,130100020712,45.5111008,5
1721,130100020801,5.8657598,3
1722,130100020802,6.7823501,3
1723,130100020901,1.4115800,2
1724,130100020902,1.2795300,3
1725,130100020903,2.9233401,2
1726,130100020904,8.2607698,4
1727,130100020905,3.9984400,4
1728,130100020906,12.1976995,4
1729,130100021001,0.0377883,2
1730,130100021002,35.7225990,4
1731,130100021101,22.9046993,6
1732,130100021102,10.1866999,6
1733,130100021103,15.3063002,2
1734,130100021104,3.6493800,3
1735,130100021105,1.3859299,6
1736,130100030101,0.7562670,2
1737,130100030102,2.5595701,3
1738,130100030103,2.8127401,3
1739,130100030201,0.7660800,3
1740,130100030202,7.3521600,4
1741,130100030203,11.2248001,4
1742,130100030301,11.6828003,5
1743,130100030302,0.1173240,2
1744,130100030303,32.6464005,5
1745,130100030401,4.2830601,5
1746,130100030402,3.4162500,-999
1747,130100030403,16.3862000,5
1748,130100030404,25.3698006,2
1749,130100030405,19.1758995,3
1750,130100030406,13.0986996,-999
1751,130100030407,13.4829998,2
1752,130100030408,138.9080048,5
1753,130100030501,4.2107301,2
1754,130100030502,27.1270008,2
1755,130100030503,17.7420006,-999
1756,130100030504,66.4469986,2
1757,130100030601,7.7544398,2
1758,130100030602,33.7522011,3
1759,130100030603,54.3825989,1
1760,130100030604,3.0846400,3
1761,130100030605,23.8686008,2
1762,130100030606,8.0309200,2
1763,130100030607,73.7362976,1
1764,130100030702,47.1996002,-999
1765,130100030703,119.7269974,3
1766,130100040101,0.3326590,3
1767,130100040102,0.0034125,4
1768,130100040103,0.6895130,2
1769,130100040104,0.2040030,4
1770,130100040105,0.7393600,4
1771,130100040201,0.2158930,2
1772,130100040202,0.4549960,2
1773,130100040203,0.6532120,2
1774,130100040204,1.0463400,3
1775,130100040205,3.2509401,4
1776,130100040301,0.2561700,3
1777,130100040302,1.2257200,3
1778,130100040303,0.7863880,2
1779,130100040304,0.6008740,1
1780,130100040305,0.7537680,4
1781,130100040306,1.4298900,4
1782,130100040307,7.9129901,4
1783,130100040401,0.3360380,2
1784,130100040402,0.7125280,2
1785,130100040403,0.3527530,4
1786,130100040404,1.6651100,4
1787,130100040405,17.6401005,4
1788,130100040406,37.3524017,4
1789,130100040501,0.0042840,3
1790,130100040502,1.1382200,3
1791,130100040503,1.6109600,3
1792,130100040504,48.9294014,3
1793,130100040601,0.0201951,2
1794,130100040602,4.6794901,3
1795,130100040603,26.4584007,2
1796,130100040604,17.2175007,2
1797,130100040605,29.5002995,4
