FID,HUC12,FP_Areakm2,StrmOrder
1798,130100040606,13.1443005,4
1799,130100040607,59.6473999,4
1800,130100040608,66.8349991,3
1801,130100040609,0.4257590,-999
1802,130100040610,1.4210800,-999
1803,130100040611,77.7987976,3
1804,130100040701,0.4394270,2
1805,130100040702,3.5684099,4
1806,130100040703,1.1433300,3
1807,130100040704,17.3962994,4
1808,130100040705,11.0209999,4
1809,130100040706,46.7631989,4
1810,130100050101,0.1927680,3
1811,130100050103,2.9846001,3
1812,130100050104,0.0007144,2
1813,130100050105,0.0458846,3
1814,130100050106,0.0083536,3
1815,130100050107,0.0287030,3
1816,130100050108,0.7650060,3
1817,130100050109,1.2510000,3
1818,130100050201,0.3152280,3
1819,130100050203,0.5180390,3
1820,130100050204,0.6616580,4
1821,130100050302,0.0227257,4
1822,130100050303,7.2629900,4
1823,130100050304,44.5204010,4
1824,130100050401,2.4799399,4
1825,130100050402,0.8140080,3
1826,130100050403,1.2555100,2
1827,130100050404,0.1176420,3
1828,130100050405,3.6405799,4
1829,130100050406,15.8949003,4
1830,130100050407,44.6637001,5
1831,130100050408,45.2095985,5
1832,130201010106,21.9088993,4
1833,130201010107,4.1473799,-999
1834,130201010108,2.8542299,2
1835,130201010109,2.7630999,1
1836,130201010110,7.8863902,4
1837,130201010201,0.0356672,6
1838,130201020201,0.6816540,3
1839,130201020202,0.0028629,3
1840,130201020204,0.0045712,2
1841,130201020205,0.2696710,3
1842,140100010101,0.1950250,2
1843,140100010102,0.9389660,3
1844,140100010103,1.0248700,3
1845,140100010104,3.8399701,3
1846,140100010201,0.8105110,3
1847,140100010202,0.6512220,2
1848,140100010203,1.9115601,4
1849,140100010204,0.1598970,3
1850,140100010205,2.9210501,3
1851,140100010206,3.3825400,4
1852,140100010207,4.3140302,3
1853,140100010208,0.2919640,2
1854,140100010209,2.2228100,4
1855,140100010210,4.9027801,5
1856,140100010301,0.1392710,3
1857,140100010302,1.9611700,3
1858,140100010303,6.0385399,4
1859,140100010304,0.6672860,2
1860,140100010305,1.3732300,3
1861,140100010306,0.3004140,2
1862,140100010307,1.4280699,3
1863,140100010308,36.6267014,4
1864,140100010309,3.1917000,5
1865,140100010401,0.8051280,2
1866,140100010402,1.0746100,3
1867,140100010403,0.3700300,4
1868,140100010404,4.0840602,4
1869,140100010405,0.5468460,4
1870,140100010406,1.4371500,4
1871,140100010407,8.1686802,5
1872,140100010501,4.0287099,5
1873,140100010502,0.1291270,3
1874,140100010503,0.7630990,5
1875,140100010504,2.3963799,6
1876,140100010601,1.5413200,6
1877,140100010602,0.2018430,4
1878,140100010603,1.6939000,4
1879,140100010604,1.6991000,3
1880,140100010605,3.0228801,4
1881,140100010606,11.2231998,6
1882,140100010701,0.7782890,4
1883,140100010702,1.2221800,3
1884,140100010703,1.9713900,4
1885,140100010704,1.6008000,4
1886,140100010705,0.7174280,4
1887,140100010706,1.9930900,3
1888,140100010707,1.1734900,3
1889,140100010708,5.2858500,4
1890,140100010709,3.7969301,4
1891,140100010801,1.4434600,4
1892,140100010802,0.5830480,4
1893,140100010803,0.4814310,4
1894,140100010901,5.4837198,6
1895,140100010902,0.3958140,6
1896,140100010903,0.3791090,3
1897,140100010904,0.7809990,3
1898,140100010905,1.6954000,6
1899,140100010906,2.2848699,6
1900,140100011001,0.6898160,3
1901,140100011002,0.0123009,4
1902,140100011003,2.4428699,3
1903,140100011004,0.7391590,3
1904,140100011005,1.5045600,4
1905,140100011006,1.5780900,4
1906,140100011101,0.6622230,3
1907,140100011102,0.7383610,4
1908,140100011201,0.4912910,4
1909,140100011202,0.4728220,3
1910,140100011203,0.7650790,4
1911,140100011301,1.0815500,3
1912,140100011302,0.6438780,3
1913,140100011303,0.5367140,3
1914,140100011401,1.6167300,3
1915,140100011402,0.7301460,3
1916,140100011501,2.5269001,6
1917,140100011502,0.4887050,3
1918,140100011503,2.0005000,6
1919,140100011504,0.2187730,2
1920,140100011505,2.7337101,6
1921,140100011506,0.0124853,2
1922,140100011507,1.8111500,6
1923,140100011508,7.0728102,6
1924,140100011601,0.6066640,2
1925,140100011602,1.1355799,2
1926,140100011603,0.3587030,3
1927,140100011604,2.7192400,6
1928,140100020101,0.5373150,3
1929,140100020102,0.6195410,3
1930,140100020103,0.7338000,3
1931,140100020104,0.8475240,3
1932,140100020201,0.1760040,3
1933,140100020202,0.5143810,3
1934,140100020203,0.5038030,3
1935,140100020301,2.7930300,2
1936,140100020302,0.5223590,3
1937,140100020303,0.4984730,2
1938,140100020304,1.0667599,3
1939,140100020401,13.9799995,4
1940,140100020501,1.9324300,4
1941,140100020502,1.2587800,4
1942,140100020503,3.2196100,4
1943,140100020504,10.5782003,4
1944,140100020601,0.0622765,3
1945,140100020602,1.5555500,4
1946,140100020603,3.9559400,4
1947,140100030101,0.4022430,3
1948,140100030102,0.3280310,3
1949,140100030103,0.8628860,4
1950,140100030201,0.2128720,2
1951,140100030202,0.4248690,3
1952,140100030203,0.2084970,4
1953,140100030204,1.8053800,3
1954,140100030205,1.4011700,3
1955,140100030206,0.8720900,4
1956,140100030207,0.1188410,4
1957,140100030208,1.3573500,2
1958,140100030209,1.3472600,4
1959,140100030301,1.3791000,4
1960,140100030302,0.4801260,4
1961,140100030303,1.8667901,3
1962,140100030304,0.7052350,4
1963,140100030305,1.0535300,4
1964,140100030306,0.8094920,4
1965,140100030401,0.5912070,4
1966,140100030402,0.4988970,3
1967,140100030403,0.3640740,2
1968,140100030404,0.8820480,4
1969,140100030405,2.1881299,5
1970,140100030501,0.5719230,3
1971,140100030502,0.3922710,4
1972,140100030503,1.1053900,4
1973,140100030601,0.8337740,4
1974,140100030602,0.4020960,5
1975,140100030603,2.6937900,5
1976,140100030604,0.2356310,5
1977,140100030605,2.8305099,5
1978,140100030606,3.4758799,5
1979,140100040101,0.7174120,3
1980,140100040102,0.4386220,3
1981,140100040103,0.3927730,2
1982,140100040104,0.7755360,3
1983,140100040105,0.8073920,3
1984,140100040106,1.5259000,3
1985,140100040201,0.5517590,3
1986,140100040202,0.7487810,2
1987,140100040203,0.7218350,4
1988,140100040301,0.2491120,2
1989,140100040302,1.1079500,3
1990,140100040401,0.9373240,3
1991,140100040402,1.5728600,3
1992,140100040403,1.8299100,4
1993,140100040501,0.8406600,3
1994,140100040502,0.9174580,3
1995,140100040503,0.9032470,4
1996,140100040504,1.3786500,4
1997,140100040505,3.8903699,4
1998,140100040506,1.0194800,4
1999,140100040507,1.2453300,4
2000,140100040601,0.9731710,2
2001,140100040602,1.4842000,4
2002,140100040603,2.5482099,4
2003,140100040701,0.1747760,3
2004,140100040702,0.3021450,3
2005,140100040703,1.8077500,3
2006,140100040704,0.4876520,3
2007,140100040705,1.0796800,3
2008,140100040706,0.9869910,2
2009,140100040707,1.0077800,3
2010,140100040708,1.3834000,4
2011,140100040709,2.9727199,5
2012,140100040801,1.3651299,3
2013,140100040802,10.3188000,5
2014,140100040901,0.5571330,3
2015,140100040902,1.0675000,3
2016,140100040903,1.0303800,3
2017,140100041001,0.9210270,2
2018,140100041002,0.6932900,2
2019,140100041003,3.7529099,5
2020,140100050101,1.5203800,3
2021,140100050102,4.5735502,6
2022,140100050201,0.1995380,4
2023,140100050202,0.9109330,3
2024,140100050203,0.7215010,4
2025,140100050204,1.3320500,5
2026,140100050205,1.0428500,3
2027,140100050206,0.8182680,5
2028,140100050301,0.3547860,3
2029,140100050302,0.6674600,3
2030,140100050303,0.9358800,2
2031,140100050304,0.9457080,3
2032,140100050305,0.1206740,2
2033,140100050306,0.9295530,3
2034,140100050307,0.6951760,4
2035,140100050308,0.9486170,4
2036,140100050401,0.0029615,2
2037,140100050402,0.6469060,2
2038,140100050403,0.0084853,3
2039,140100050404,1.6812000,3
2040,140100050501,0.9229060,3
2041,140100050502,0.7921800,3
2042,140100050503,1.3436300,3
2043,140100050504,1.7640899,4
2044,140100050505,3.8718400,4
2045,140100050601,0.0074616,2
2046,140100050602,1.1986700,3
2047,140100050603,6.7964902,6
2048,140100050604,11.0403004,6
2049,140100050701,6.1406598,6
2050,140100050702,5.5489998,6
2051,140100050703,2.6402600,6
2052,140100050801,0.3773860,3
2053,140100050802,0.9859140,4
2054,140100050803,0.6347920,3
2055,140100050804,0.4639800,5
2056,140100050805,3.4795001,5
2057,140100050901,0.2802830,3
2058,140100050902,1.2292000,4
2059,140100050903,0.7851020,3
2060,140100050904,1.3203501,3
2061,140100050905,0.0031627,2
2062,140100050906,0.1500390,3
2063,140100050907,0.9167680,3
2064,140100050908,1.0743001,4
2065,140100050909,2.2306900,5
2066,140100051001,2.2648699,5
2067,140100051002,1.2085800,3
2068,140100051003,1.5049400,3
2069,140100051004,1.6901700,3
2070,140100051005,1.4972301,4
2071,140100051006,5.3669400,5
2072,140100051101,0.0013299,2
2073,140100051102,0.4885850,3
2074,140100051103,0.5753190,3
2075,140100051104,0.0042079,2
2076,140100051105,0.4405660,3
2077,140100051106,0.2930740,3
2078,140100051107,1.3203200,4
2079,140100051108,0.8640560,5
2080,140100051201,1.1814801,3
2081,140100051202,3.9192600,3
2082,140100051203,0.2521810,2
2083,140100051204,1.2486399,5
2084,140100051301,0.6637850,3
2085,140100051302,1.5829700,3
2086,140100051303,0.8983840,5
2087,140100051304,1.1797700,3
2088,140100051305,0.8444930,2
2089,140100051306,1.2249200,5
2090,140100051307,1.7563500,2
2091,140100051308,0.6933790,3
2092,140100051309,2.2469101,5
2093,140100051310,2.2109900,5
2094,140100051401,0.4752830,3
2095,140100051402,4.6439400,6
2096,140100051403,1.3286200,6
2097,140100051404,3.9905801,6
2098,140100051405,0.0291324,3
2099,140100051406,9.0626602,6
2100,140100051407,2.9449999,6
2101,140100051408,0.3229260,3
2102,140100051409,0.3349400,3
2103,140100051410,0.7594300,4
2104,140100051411,0.3046870,2
2105,140100051412,3.1492701,6
2106,140100051501,0.0040306,2
2107,140100051502,7.3571200,6
2108,140100051503,12.0937004,6
2109,140100051601,1.1210800,3
2110,140100051602,0.1894040,3
2111,140100051603,1.1939900,3
2112,140100051604,0.2404280,2
2113,140100051605,0.1283310,3
2114,140100051606,13.4123001,7
2115,140100051607,0.5125590,7
2116,140100051608,9.0964098,3
2117,140100051609,1.1666300,3
2118,140100051610,0.7871450,3
2119,140100051611,1.8085200,4
2120,140100051612,5.6009402,4
2121,140100051613,1.9405299,4
2122,140100051614,0.5433380,2
2123,140100051615,20.0634003,7
2124,140100051701,0.7674560,2
2125,140100051702,1.5621400,3
2126,140100051703,2.0340199,3
2127,140100051704,2.8052399,3
2128,140100051705,3.1614699,4
2129,140100051801,0.8389200,2
2130,140100051802,0.8968760,4
2131,140100051803,1.4581800,4
2132,140100051804,0.0566466,2
2133,140100051805,4.1841502,4
2134,140100051806,0.6013690,3
2135,140100051807,3.8336501,7
2136,140100051901,5.3203301,7
2137,140100051902,0.0154853,2
2138,140100051903,0.0677438,2
2139,140100051904,0.0832258,3
2140,140100051905,4.7726402,7
2141,140100051906,1.3779500,7
2142,140200010101,0.7126030,4
2143,140200010102,0.2545260,4
2144,140200010103,0.8864550,4
2145,140200010104,1.0612700,3
2146,140200010105,0.0771809,3
2147,140200010106,2.7821600,4
2148,140200010107,8.0774803,5
2149,140200010108,0.9607740,3
2150,140200010109,0.2407120,2
2151,140200010110,0.3395750,3
2152,140200010111,1.2153800,3
2153,140200010112,0.4842300,2
2154,140200010113,3.6536701,5
2155,140200010201,0.2908560,2
2156,140200010202,0.5568080,3
2157,140200010203,1.3915300,4
2158,140200010204,0.3608850,3
2159,140200010205,0.9460790,3
2160,140200010206,3.0020399,4
2161,140200010207,1.1550500,3
2162,140200010208,0.7462810,2
2163,140200010209,0.0386950,3
2164,140200010210,4.5902901,5
2165,140200020102,0.4650020,3
2166,140200020103,0.6900060,3
2167,140200020104,0.7117850,4
2168,140200020105,2.8853500,4
2169,140200020106,6.9468699,4
2170,140200020107,8.4289703,5
2171,140200020201,0.3450200,3
2172,140200020202,0.3082350,3
2173,140200020203,1.8698800,5
2174,140200020204,14.8516998,6
2175,140200020301,0.6814260,2
2176,140200020302,1.1937600,3
2177,140200020401,0.9098420,2
2178,140200020402,0.5980350,3
2179,140200020403,11.9428997,6
2180,140200020501,0.2242470,4
2181,140200020502,0.5825870,3
2182,140200020503,0.4591230,4
2183,140200020504,1.0150200,2
2184,140200020505,1.7930300,4
2185,140200020506,0.8958190,2
2186,140200020507,1.7569799,4
2187,140200020508,1.6298701,4
2188,140200020509,2.6896701,4
2189,140200020510,1.4623400,4
2190,140200020511,1.2567500,4
2191,140200020601,1.3915499,4
2192,140200020602,3.1198699,4
2193,140200020603,0.5470000,3
2194,140200020604,0.9262280,3
2195,140200020605,1.4621300,4
2196,140200020606,1.2256401,4
2197,140200020607,1.3535700,4
2198,140200020608,1.3077800,4
2199,140200020609,0.3207970,2
2200,140200020610,0.8254230,3
2201,140200020611,2.9607999,4
2202,140200020701,0.4250490,3
2203,140200020702,0.0262942,2
2204,140200020703,0.9704040,1
2205,140200020704,0.5476580,2
2206,140200020705,1.7742200,3
2207,140200020706,22.3104992,6
2208,140200020801,1.1845700,2
2209,140200020802,0.3718420,3
2210,140200020803,1.5493100,3
2211,140200020901,2.1361599,2
2212,140200020902,0.7023880,3
2213,140200020903,0.6594370,2
2214,140200020904,1.1998000,3
2215,140200020905,1.9085100,3
2216,140200020906,0.7070430,4
2217,140200021001,0.9994270,2
2218,140200021002,1.3551800,2
2219,140200021003,0.5561470,6
2220,140200021004,1.6149700,3
2221,140200021005,3.5847199,6
2222,140200021101,0.6098690,6
2223,140200021102,1.1173000,2
2224,140200021103,0.7656980,6
2225,140200021201,0.2024330,3
2226,140200021202,0.7583500,3
2227,140200021203,0.7529670,3
2228,140200021204,1.6243800,4
2229,140200021205,1.2849801,4
2230,140200021206,2.7794900,6
2231,140200030101,0.2551810,2
2232,140200030102,0.4665230,2
2233,140200030103,1.1199700,4
2234,140200030104,0.5527930,4
2235,140200030105,2.9434400,4
2236,140200030201,0.9548140,3
2237,140200030202,5.3383198,3
2238,140200030301,0.2971680,3
2239,140200030302,0.6072070,3
2240,140200030303,1.0133500,4
2241,140200030304,0.5266350,2
2242,140200030305,3.4361501,4
2243,140200030401,2.0638299,4
2244,140200030402,0.5192690,2
2245,140200030403,8.5564404,4
2246,140200030404,1.8371300,3
2247,140200030405,5.4519801,5
2248,140200030501,1.9131900,2
2249,140200030502,0.6827650,2
2250,140200030503,1.6730100,3
2251,140200030504,1.0225500,3
2252,140200030505,3.9714200,3
2253,140200030506,4.0403299,4
2254,140200030507,2.5108800,3
2255,140200030508,2.5872900,4
2256,140200030509,3.8074501,5
2257,140200030601,3.0542200,5
2258,140200030602,0.4193930,2
2259,140200030603,0.6385020,5
2260,140200030604,1.2405699,5
2261,140200030605,12.3122997,5
2262,140200040101,1.5109800,3
2263,140200040102,0.8149780,3
2264,140200040103,1.2710201,4
2265,140200040201,0.5884540,3
2266,140200040202,0.4144610,4
2267,140200040203,0.4129080,4
2268,140200040204,1.8550900,4
2269,140200040301,0.8485380,4
2270,140200040302,0.2490270,3
2271,140200040303,0.1906260,2
2272,140200040304,0.4291870,3
2273,140200040305,0.4220200,2
2274,140200040306,0.7546640,4
2275,140200040307,1.7106900,4
2276,140200040401,1.1970000,4
2277,140200040402,0.1180600,2
2278,140200040403,2.1563699,5
2279,140200040404,0.0768740,2
2280,140200040405,0.7824450,3
2281,140200040406,0.5287800,3
2282,140200040407,1.1717300,3
2283,140200040408,3.1045599,5
2284,140200040501,0.2745510,2
2285,140200040502,0.0531028,1
2286,140200040503,5.2342501,5
2287,140200040504,0.9345450,2
2288,140200040505,1.3694100,3
2289,140200040506,0.8013240,3
2290,140200040507,2.6990199,5
2291,140200040508,3.0262699,5
2292,140200050101,0.3477020,3
2293,140200050102,1.6429700,2
2294,140200050103,2.9735401,6
2295,140200050104,0.1258510,2
2296,140200050105,4.2855000,6
2297,140200050106,2.2138400,3
2298,140200050107,0.9303290,4
2299,140200050108,1.8297800,4
2300,140200050109,0.6008950,4
2301,140200050110,2.0965400,4
2302,140200050111,5.4390302,3
2303,140200050112,4.0611901,4
2304,140200050113,4.1285100,6
2305,140200050114,10.1066999,6
2306,140200050201,0.6603780,4
2307,140200050202,2.1545899,3
2308,140200050203,2.5854001,4
2309,140200050204,2.2403400,3
2310,140200050205,2.4179499,4
2311,140200050301,0.7870550,3
2312,140200050302,0.9612810,2
2313,140200050303,1.8511699,4
2314,140200050304,1.2957500,3
2315,140200050305,1.7929300,2
2316,140200050306,2.9074700,6
2317,140200050401,0.5176450,3
2318,140200050402,0.7072360,3
2319,140200050403,1.6024801,4
2320,140200050404,2.2480400,4
2321,140200050501,9.6405802,6
2322,140200050502,1.6534300,3
2323,140200050503,3.9240100,6
2324,140200050504,2.0520599,6
2325,140200050505,7.2303100,6
2326,140200050601,0.7806090,3
2327,140200050602,1.4593800,3
2328,140200050603,1.7420599,3
2329,140200050604,1.6829400,4
2330,140200050701,0.8498540,2
2331,140200050702,1.9073100,3
2332,140200050703,0.6684150,2
2333,140200050704,4.2722802,3
2334,140200050705,4.0649700,3
2335,140200050706,3.0872900,4
2336,140200050707,6.7417898,6
2337,140200050801,0.4646150,6
2338,140200050802,1.2385300,3
2339,140200050803,10.4133997,6
2340,140200060101,0.9600800,2
2341,140200060102,1.7238400,3
2342,140200060201,0.1999360,3
2343,140200060202,0.3592560,3
2344,140200060203,0.7054540,3
2345,140200060204,0.4924760,2
2346,140200060205,6.4879098,3
2347,140200060206,0.4686680,2
2348,140200060207,0.9347370,3
2349,140200060208,2.2093999,3
2350,140200060209,4.4828000,4
2351,140200060301,0.8417410,4
2352,140200060302,1.0916400,4
2353,140200060303,2.3719900,4
2354,140200060401,3.5690401,3
2355,140200060402,1.2157900,2
2356,140200060403,7.5805998,4
2357,140200060404,0.5622070,2
2358,140200060405,0.2167410,1
2359,140200060406,5.3943501,4
2360,140200060407,11.2754002,4
2361,140200060501,1.1285800,3
2362,140200060502,1.8896199,4
2363,140200060503,3.8272600,4
2364,140200060504,2.6447799,4
2365,140200060505,7.5535898,4
2366,140200060601,0.0939578,2
2367,140200060602,1.4385200,3
2368,140200060603,3.8168800,4
2369,140200060605,0.0373509,3
2370,140200060606,29.8148994,5
2371,140300010103,0.0592956,3
2372,140300010301,0.2569240,4
2373,140300010302,1.3093899,3
2374,140300010303,4.2092500,5
2375,140300010304,1.3553600,5
2376,140300010305,0.0030549,3
2377,140300010306,1.2896200,5
2378,140300010307,2.0884500,5
2379,140300010501,1.3148600,4
2380,140300020101,0.2819370,3
2381,140300020102,2.7299399,4
2382,140300020103,0.6726250,4
2383,140300020104,1.1558501,3
2384,140300020105,2.6826799,4
2385,140300020201,0.0708570,3
2386,140300020202,0.4101950,3
2387,140300020203,0.2363690,3
2388,140300020204,0.5327200,4
2389,140300020205,0.2265460,2
2390,140300020206,0.7125950,4
2391,140300020207,0.9890390,4
2392,140300020208,1.1375700,2
2393,140300020209,2.1969700,5
2394,140300020301,0.0316303,3
2395,140300020302,2.4298799,5
2396,140300020303,0.3963470,3
2397,140300020304,0.8318040,3
2398,140300020305,2.5028601,3
2399,140300020306,2.7221100,5
2400,140300020307,0.7678200,4
2401,140300020308,13.1274004,5
2402,140300020401,2.0639000,3
2403,140300020402,0.5519520,3
2404,140300020403,0.7754160,3
2405,140300020404,0.4034680,3
2406,140300020405,0.8089130,3
2407,140300020406,2.7676499,5
2408,140300020501,0.0170683,2
2409,140300020502,0.5224890,2
2410,140300020503,0.7135960,3
2411,140300020504,0.7300490,2
2412,140300020505,1.7429900,3
2413,140300020506,1.0899500,3
2414,140300020507,0.5912820,3
2415,140300020508,2.5437500,4
2416,140300020509,0.5618910,2
2417,140300020510,2.7550900,4
2418,140300020511,0.7374800,4
2419,140300020512,1.3421000,4
2420,140300020513,2.5336900,5
2421,140300020601,1.4820300,5
2422,140300020602,0.7137520,5
2423,140300020603,2.4216800,5
2424,140300020604,2.6414199,5
2425,140300020605,4.2887001,5
2426,140300020701,0.4687960,5
2427,140300020702,1.2836800,3
2428,140300020703,0.0052712,2
2429,140300020705,0.8452160,5
2430,140300020706,4.5183201,5
2431,140300020803,0.3471120,4
2432,140300020804,1.2847300,4
2433,140300020903,0.6494230,4
2434,140300020904,0.6235710,4
2435,140300021001,3.5303400,3
2436,140300021002,2.3126299,5
2437,140300021003,0.5355340,3
2438,140300021004,0.2077540,2
2439,140300021005,3.9197900,5
2440,140300021101,2.0593901,2
2441,140300021102,0.4345240,2
2442,140300021103,6.2745399,5
2443,140300021104,6.4939499,5
2444,140300030101,0.0440588,3
2445,140300030102,0.8579830,2
2446,140300030103,0.6948610,3
2447,140300030104,0.0071738,2
2448,140300030105,0.0025576,2
2449,140300030106,1.0624501,4
2450,140300030107,0.2132410,2
2451,140300030108,0.6941100,3
2452,140300030109,0.2754780,3
2453,140300030110,0.1459720,3
2454,140300030111,0.7088120,3
2455,140300030112,1.8291100,4
2456,140300030201,1.1302201,2
2457,140300030202,0.3163930,3
2458,140300030203,0.7338610,3
2459,140300030301,0.5407430,4
2460,140300030302,0.2419080,3
2461,140300030303,1.3941600,4
2462,140300030304,0.7377390,5
2463,140300030305,1.2738900,5
2464,140300030306,0.5261800,3
2465,140300030307,1.4829500,5
2466,140300030401,2.6978900,4
2467,140300030402,0.9601900,4
2468,140300030403,0.3369580,2
2469,140300030404,0.4147480,4
2470,140300030405,3.7235799,1
2471,140300030406,1.2478300,2
2472,140300030407,1.2253200,4
2473,140300030408,0.8480350,2
2474,140300030409,0.9367570,3
2475,140300030410,0.7869720,4
2476,140300030501,1.1051400,3
2477,140300030502,0.0348446,4
2478,140300030503,1.0635000,3
2479,140300030504,4.0515499,4
2480,140300030505,1.5089900,4
2481,140300030601,0.1201070,2
2482,140300030602,0.6636070,3
2483,140300030603,1.4715000,3
2484,140300030604,0.3216140,3
2485,140300030605,1.3379101,4
2486,140300030701,0.5203030,3
2487,140300030702,2.0012500,5
2488,140300030703,2.5210099,5
2489,140300030704,2.2148299,5
2490,140300030705,1.3142999,3
2491,140300030706,0.4763190,3
2492,140300030707,3.8554399,5
2493,140300040101,1.5192000,3
2494,140300040102,1.1783400,4
2495,140300040203,1.5353200,3
2496,140300040301,1.2488400,4
2497,140300040302,2.0552499,4
2498,140300040303,0.2459340,4
2499,140300040304,1.0061200,4
2500,140300040305,0.0189811,2
2501,140300040306,1.3296900,4
2502,140300040401,2.7190001,6
2503,140300040402,0.7103260,4
2504,140300040403,1.4313800,6
2505,140300040404,0.3846950,6
2506,140300040405,1.0826200,3
2507,140300040406,3.0847900,6
2508,140300040407,0.8003490,2
2509,140300040408,0.0078910,6
2510,140300040503,0.0569648,6
2511,140300040602,0.1498310,3
2512,140401060907,2.2186201,3
2513,140401060908,3.7561300,7
2514,140401061001,5.0388198,7
2515,140401061002,8.5191097,7
2516,140401061004,0.0612842,4
2517,140401061005,0.0253769,3
2518,140401061006,0.8177080,3
2519,140401061007,0.3813650,4
2520,140401061008,3.3434601,8
2521,140401090108,0.0160680,4
2522,140401090109,0.9266850,5
2523,140401090201,0.0017176,3
2524,140401090202,0.8294430,4
2525,140401090203,0.4062040,4
2526,140401090306,0.3927290,4
2527,140401090307,1.6564400,4
2528,140401090309,0.0364247,5
2529,140401090310,1.2048200,3
2530,140401090311,2.5866599,5
2531,140401090312,2.0207200,5
2532,140401090313,2.6221800,5
2533,140500010101,0.8080790,3
2534,140500010102,3.3639801,3
2535,140500010103,2.3027999,4
2536,140500010104,1.1610200,2
2537,140500010105,0.5463460,4
2538,140500010106,1.0735101,4
2539,140500010107,4.4411602,5
2540,140500010108,0.5107350,3
2541,140500010109,1.3818700,4
2542,140500010110,0.4257870,3
2543,140500010111,3.8245699,5
2544,140500010201,0.3141850,3
2545,140500010202,0.2217060,3
2546,140500010203,0.2431890,4
2547,140500010204,1.8371100,4
2548,140500010205,0.4208840,4
2549,140500010206,4.5974798,3
2550,140500010207,1.8341500,4
2551,140500010208,0.3858360,5
2552,140500010209,0.8010560,5
2553,140500010301,1.5001100,3
2554,140500010302,1.1749500,3
2555,140500010303,0.1566180,3
2556,140500010304,0.7471890,5
2557,140500010305,5.4224901,5
2558,140500010306,5.4475698,5
2559,140500010401,0.6389600,5
2560,140500010402,0.1416850,2
2561,140500010403,0.1655450,2
2562,140500010404,1.4484400,4
2563,140500010405,1.7350700,3
2564,140500010406,6.7447000,5
2565,140500010407,0.9681420,5
2566,140500010408,0.6226710,3
2567,140500010409,0.9484750,5
2568,140500010410,4.2490301,6
2569,140500010501,1.8485800,3
2570,140500010502,1.0904000,4
2571,140500010503,0.5187000,3
2572,140500010504,2.4552000,3
2573,140500010505,1.7914701,4
2574,140500010506,1.3339300,4
2575,140500010507,3.3758900,6
2576,140500010508,0.1952080,2
2577,140500010509,0.4253250,3
2578,140500010510,1.3001200,2
2579,140500010511,2.5224400,6
2580,140500010601,1.1842099,3
2581,140500010602,0.3654750,2
2582,140500010603,0.6387710,3
2583,140500010604,1.1756800,3
2584,140500010605,1.3206400,3
2585,140500010606,3.1086700,4
2586,140500010607,2.2346599,4
2587,140500010701,1.0413300,3
2588,140500010702,1.0365200,3
2589,140500010703,0.8507470,4
2590,140500010704,0.6027360,4
2591,140500010705,0.6816480,3
2592,140500010706,1.0360900,3
2593,140500010707,1.7696199,4
2594,140500010708,1.7251900,4
2595,140500010709,2.2987700,6
2596,140500010801,0.0230408,4
2597,140500010802,0.3752570,4
2598,140500010803,0.5513690,4
2599,140500010804,0.8434410,4
2600,140500010901,0.1662580,2
2601,140500010902,0.8682350,3
2602,140500010903,0.2807490,4
2603,140500010904,0.4495620,4
2604,140500010905,1.6884700,4
2605,140500010906,1.3550200,5
2606,140500011001,0.5141240,3
2607,140500011002,2.2642300,5
2608,140500011003,0.6038090,3
2609,140500011004,1.2321200,5
2610,140500011005,2.5995500,5
2611,140500011101,0.6718530,3
2612,140500011102,0.3273010,3
2613,140500011103,3.5884099,3
2614,140500011104,8.3676901,6
2615,140500011105,7.9312501,6
2616,140500011106,8.7884102,6
2617,140500011107,0.0793579,4
2618,140500011108,10.6155005,6
2619,140500020101,0.9582860,3
2620,140500020102,1.7323400,3
2621,140500020103,1.6720500,3
2622,140500020104,1.8160400,4
2623,140500020105,2.3646500,4
2624,140500020106,3.5689499,4
2625,140500020201,4.0991502,6
2626,140500020202,0.8206540,3
2627,140500020203,1.9574400,3
2628,140500020204,1.3975900,4
2629,140500020205,7.4614201,6
2630,140500020301,0.8348860,3
2631,140500020302,1.8598500,4
2632,140500020303,2.2595501,4
2633,140500020304,3.3170099,4
2634,140500020305,4.1575198,5
2635,140500020401,1.7309400,3
2636,140500020402,0.2304020,2
2637,140500020403,1.1190701,3
2638,140500020404,1.6213400,4
2639,140500020405,2.5485899,4
2640,140500020406,7.1830602,6
2641,140500020501,1.6178700,3
2642,140500020502,2.5896699,4
2643,140500020503,5.6895800,6
2644,140500020504,1.1869400,4
2645,140500020505,1.7993100,6
2646,140500020506,0.6185240,2
2647,140500020507,4.1150198,6
2648,140500020508,4.3422799,6
2649,140500020509,2.8364100,6
2650,140500020601,0.3306710,3
2651,140500020602,0.0442893,3
2652,140500020603,5.0742102,7
2653,140500020604,0.9682500,7
2654,140500020605,0.2456350,2
2655,140500020606,0.8585120,7
2656,140500020608,0.9890470,7
2657,140500020609,0.0073376,7
2658,140500020610,0.0070225,3
2659,140500020611,0.4896640,4
2660,140500020612,0.5285890,7
2661,140500020613,0.0115358,3
2662,140500020614,3.0476201,7
2663,140500020615,0.0119365,3
2664,140500020616,1.6440099,7
2665,140500030101,0.2767660,3
2666,140500030102,0.4896460,4
2667,140500030103,0.0749705,3
2668,140500030104,0.3247380,4
2669,140500030105,0.9602050,3
2670,140500030106,0.6175520,4
