OID_,HUC12,ZONE_CODE,COUNT,AREA,MEAN
,101800010101,1,1640,1476000.000000000000000,0.009146341463410
,101800010102,2,5667,5100300.000000000000000,0.020645844362100
,101800010103,3,825,742500.000000000000000,0.000000000000000
,101800010104,4,2267,2040300.000000000000000,0.000000000000000
,101800010105,5,2283,2054700.000000000000000,0.000000000000000
,101800010106,6,4529,4076100.000000000000000,0.005299183042610
,101800010107,7,1854,1668600.000000000000000,0.000000000000000
,101800010108,8,8315,7483500.000000000000000,0.004088995790740
,101800010201,9,1853,1667700.000000000000000,0.000000000000000
,101800010202,10,4067,3660300.000000000000000,0.000000000000000
,101800010203,11,7890,7101000.000000000000000,0.000000000000000
,101800010204,12,2901,2610900.000000000000000,0.000000000000000
,101800010301,13,1211,1089900.000000000000000,0.000000000000000
,101800010302,14,1129,1016100.000000000000000,0.000000000000000
,101800010303,15,5915,5323500.000000000000000,0.002366863905330
,101800010304,16,1341,1206900.000000000000000,0.000000000000000
,101800010305,17,3676,3308400.000000000000000,0.000000000000000
,101800010306,18,10153,9137700.000000000000000,0.000000000000000
,101800010401,19,1866,1679400.000000000000000,0.000000000000000
,101800010402,20,1710,1539000.000000000000000,0.000000000000000
,101800010403,21,1399,1259100.000000000000000,0.000000000000000
,101800010404,22,2783,2504700.000000000000000,0.004311893639960
,101800010405,23,5746,5171400.000000000000000,0.000000000000000
,101800010406,24,1866,1679400.000000000000000,0.000000000000000
,101800010407,25,5775,5197500.000000000000000,0.003982683982680
,101800010408,26,9919,8927100.000000000000000,0.000000000000000
,101800010409,27,4998,4498200.000000000000000,0.006402561024410
,101800010501,28,1543,1388700.000000000000000,0.000000000000000
,101800010502,29,882,793800.000000000000000,0.000000000000000
,101800010503,30,2374,2136600.000000000000000,0.009688289806230
,101800010504,31,635,571500.000000000000000,0.000000000000000
,101800010505,32,10415,9373500.000000000000000,0.000768122899664
,101800010506,33,10396,9356400.000000000000000,0.005675259715280
,101800010507,34,10991,9891900.000000000000000,0.000000000000000
,101800010601,35,1646,1481400.000000000000000,0.004860267314700
,101800010602,36,2561,2304900.000000000000000,0.000000000000000
,101800010603,37,2270,2043000.000000000000000,0.000000000000000
,101800010604,38,2757,2481300.000000000000000,0.000000000000000
,101800010605,39,7106,6395400.000000000000000,0.002110892203770
,101800010701,40,5750,5175000.000000000000000,0.000000000000000
,101800010702,41,1456,1310400.000000000000000,0.010302197802200
,101800010703,42,9540,8586000.000000000000000,0.000000000000000
,101800020101,43,368,331200.000000000000000,0.000000000000000
,101800020102,44,417,375300.000000000000000,0.016786570743400
,101800020107,45,2206,1985400.000000000000000,0.026745240253900
,101800020201,46,725,652500.000000000000000,0.000000000000000
,101800020202,47,3442,3097800.000000000000000,0.000000000000000
,101800020401,48,854,768600.000000000000000,0.000000000000000
,101800020402,49,499,449100.000000000000000,0.000000000000000
,101800100101,50,2075,1867500.000000000000000,0.008192771084340
,101800100102,51,495,445500.000000000000000,0.000000000000000
,101800100103,52,1527,1374300.000000000000000,0.000000000000000
,101800100104,53,795,715500.000000000000000,0.003773584905660
,101800100105,54,4400,3960000.000000000000000,0.014772727272700
,101800100106,55,1338,1204200.000000000000000,0.000000000000000
,101800100107,56,2935,2641500.000000000000000,0.000000000000000
,101800100202,57,971,873900.000000000000000,0.006179196704430
,101800100301,58,572,514800.000000000000000,0.000000000000000
,101800100304,59,170,153000.000000000000000,0.000000000000000
,101900010101,60,7,6300.000000000000000,0.000000000000000
,101900010102,61,829,746100.000000000000000,0.088057901085600
,101900010103,62,1188,1069200.000000000000000,0.000000000000000
,101900010104,63,3549,3194100.000000000000000,0.005917159763310
,101900010105,64,4247,3822300.000000000000000,0.000000000000000
,101900010106,65,7449,6704100.000000000000000,0.006578064169690
,101900010107,66,6170,5553000.000000000000000,0.000000000000000
,101900010108,67,13039,11735100.000000000000000,0.010046782728700
,101900010201,68,1160,1044000.000000000000000,0.000000000000000
,101900010202,69,1395,1255500.000000000000000,0.000000000000000
,101900010203,70,1016,914400.000000000000000,0.103346456693000
,101900010204,71,3190,2871000.000000000000000,0.018808777429500
,101900010205,72,29054,26148600.000000000000000,0.007468851104840
,101900010206,73,1235,1111500.000000000000000,0.000000000000000
,101900010207,74,4134,3720600.000000000000000,0.021770682148000
,101900010208,75,7088,6379200.000000000000000,0.016506772009000
,101900010209,76,11463,10316700.000000000000000,0.002791590334120
,101900010210,77,10672,9604800.000000000000000,0.060157421289400
,101900010301,78,3780,3402000.000000000000000,0.030423280423300
,101900010302,79,2223,2000700.000000000000000,0.004498425551060
,101900010303,80,1617,1455300.000000000000000,0.000000000000000
,101900010304,81,1705,1534500.000000000000000,0.115542521994000
,101900010305,82,5455,4909500.000000000000000,0.080659945004600
,101900010306,83,17205,15484500.000000000000000,0.000000000000000
,101900010307,84,18749,16874100.000000000000000,0.008747133180440
,101900010401,85,1796,1616400.000000000000000,0.020044543429800
