,FID,HUC12,FREQUENCY,SUM_area_km2,Unnamed: 0,FP_Areakm2,Area_Density
186,-1,101900030606,28,1.445293276803568,187,23.30010032653809,0.06202948727896351
187,-1,101900030607,248,2.657334851288553,188,31.19750022888184,0.08517781334379032
188,-1,101900030701,1,0.0018095299601549998,189,1.0998899936676023,0.0016451917651519774
189,-1,101900030702,20,0.27957980055362003,190,2.5448598861694336,0.10986058685315218
190,-1,101900030703,15,0.439349494874477,191,1.6811599731445312,0.26133711359585504
191,-1,101900030704,20,0.673371443990618,192,2.990609884262085,0.22516191347263215
192,-1,101900030705,60,1.5496034951647741,193,8.596650123596191,0.18025666659521286
193,-1,101900030706,23,0.248884429223835,194,12.17389965057373,0.02044410060601293
194,-1,101900030707,40,0.554106376017444,195,12.71720027923584,0.04357141224882396
195,-1,101900030802,23,0.40194845956284597,197,4.1425299644470215,0.09702970479695765
196,-1,101900030803,30,0.9811241411225641,198,11.379400253295898,0.086219319057557
197,-1,101900030804,4,0.10932289995253099,199,13.152999877929688,0.008311632400755307
198,-1,101900030805,9,0.226027171859187,200,13.36989974975586,0.0169056743947025
199,-1,101900030806,8,0.137686768372077,201,26.57099914550781,0.005181843844790264
200,-1,101900030902,13,0.16424377140356197,203,6.347109794616699,0.025876938751377095
201,-1,101900030903,1,0.00393941020593,204,9.248880386352539,0.0004259337391521371
202,-1,101900030905,8,0.186025473754853,206,8.353690147399902,0.02226865857752142
203,-1,101900030906,1,0.009752189740539,207,3.6127901077270512,0.0026993513184397216
204,-1,101900030907,2,0.026640059892087998,208,23.228900909423828,0.0011468497797620842
205,-1,101900030908,31,0.905695630352511,209,15.573599815368652,0.058155830449600626
206,-1,101900030909,32,0.494761760463007,210,9.195219993591307,0.053806408199894705
207,-1,101900030910,7,0.780036387688597,211,7.925610065460205,0.09841972810244529
208,-1,101900031001,12,0.206872637121705,212,4.792379856109619,0.04316699496555372
209,-1,101900031002,118,4.240947451900865,213,15.305100440979006,0.2770937354024701
210,-1,101900031003,2,0.11982989870011801,214,2.9836599826812744,0.04016204909261562
211,-1,101900031004,1,0.009466580115259,215,0.7801539897918701,0.012134245596544984
212,-1,101900031005,8,0.15611340594478,216,4.7480998039245605,0.03287913320940386
213,-1,101900031006,23,0.152418656027294,217,14.892900466918945,0.010234316435932408
214,-1,101900031007,37,5.682867935800459,218,13.51449966430664,0.4205015410825435
215,-1,101900031101,27,0.419483155656053,219,9.629010200500488,0.04356451462002288
216,-1,101900031102,266,3.359399806839065,220,22.496299743652344,0.14933121647203196
217,-1,101900031103,293,7.237965267695756,221,30.049299240112305,0.24086968584059085
218,-1,101900031104,1,0.021263500675559,222,3.194390058517456,0.006656513539685749
219,-1,101900031105,29,1.005260637466563,223,4.341909885406493,0.23152498877172104
220,-1,101900031201,3,0.016634855128358998,224,9.778800010681152,0.0017011141561530186
221,-1,101900031202,8,0.8564610756002371,225,5.094580173492432,0.1681121989318144
222,-1,101900031203,26,4.11837153788656,226,21.583999633789066,0.19080669050046592
223,-1,101900031205,10,5.693351509049535,227,8.108909606933594,0.702110614746696
224,-1,101900031206,47,2.187535546111576,228,4.476550102233887,0.4886654893061406
225,-1,101900040101,3,0.03543559019453799,229,0.63680499792099,0.05564590464934538
226,-1,101900040102,8,0.073228740599006,230,1.233489990234375,0.05936711378184093
227,-1,101900040103,12,0.129275249841157,231,0.959201991558075,0.13477375044975604
228,-1,101900040104,1,0.002086030086502,232,0.5463820099830627,0.0038178967249794054
229,-1,101900040202,1,0.033460900187492,234,1.3085299730300903,0.02557136701271615
230,-1,101900040203,3,0.073719101957977,235,0.2411769926548004,0.3056639074337081
231,-1,101900040204,8,0.015345560546847999,236,0.7774149775505066,0.0197392139204715
232,-1,101900040206,2,0.032128499820828,238,0.9066190123558044,0.03543770799306722
233,-1,101900040301,6,0.06699031824245999,240,0.5448359847068787,0.122955017882126
234,-1,101900040303,13,0.086492601397631,242,2.537559986114502,0.0340849484823679
235,-1,101900040304,29,0.40498167643090704,243,5.461170196533203,0.07415657484690603
236,-1,101900040401,21,0.108247060183203,244,1.1101900339126587,0.09750318132626928
237,-1,101900040402,7,0.016585135101194998,245,1.2251399755477903,0.01353733894266194
238,-1,101900040403,30,0.135176976227653,246,9.01196002960205,0.014999731000096562
239,-1,101900040404,60,0.27504487281476003,247,4.337800025939941,0.06340653584074836
240,-1,101900050101,14,0.19696576952992498,248,2.0393099784851074,0.0965845171199722
241,-1,101900050102,11,0.142562257544341,249,1.5538300275802612,0.0917489397256336
242,-1,101900050103,4,0.049361300887540004,250,1.5871399641036987,0.03110078632253185
243,-1,101900050202,4,0.24534023701562502,252,0.949616014957428,0.25835730774467175
244,-1,101900050203,3,0.044715490192175,253,0.1450739949941635,0.30822540038256996
245,-1,101900050204,3,0.02839920995757,254,3.09335994720459,0.009180700093836097
246,-1,101900050302,1,0.0002122290025,256,1.0427199602127075,0.0002035340365563797
247,-1,101900050304,13,0.49197653366718397,258,9.063949584960938,0.054278383728378184
248,-1,101900050401,10,0.338660804132815,259,1.665779948234558,0.20330464686631483
249,-1,101900050402,10,0.33149023016449103,260,2.3980300426483154,0.13823439417731512
250,-1,101900050405,1,0.012339900247753,263,0.02522619999945164,0.489169999762994
251,-1,101900050406,15,1.047334795817733,264,9.574999809265137,0.10938222628519446
252,-1,101900050501,8,0.15517351676862698,265,0.554643988609314,0.27977138480793984
253,-1,101900050502,9,0.22151672234758701,266,0.9632970094680786,0.22995682553806118
254,-1,101900050503,4,0.03581349836895201,267,2.6145000457763667,0.013698029352421492
255,-1,101900050504,20,1.2171873711049561,268,10.736200332641602,0.11337226703979282
256,-1,101900050601,10,2.669621705805184,269,5.907959938049316,0.4518686202680373
257,-1,101900050602,10,0.329955197870731,270,2.239650011062622,0.14732444633801547
258,-1,101900050603,17,0.492721225018613,271,4.098289966583252,0.12022605258197362
259,-1,101900050604,11,0.39643609139602604,272,3.5949099063873287,0.11027705887473013
260,-1,101900050605,15,2.5619168783559867,273,6.8332200050354,0.37492088304900323
261,-1,101900050701,14,0.41167511523235606,274,7.511360168457031,0.05480699979760411
262,-1,101900050703,20,0.339137959410436,276,10.831700325012207,0.03130976201652383
263,-1,101900050704,16,0.447607140871696,277,7.778279781341553,0.057545775345521875
264,-1,101900050705,26,0.9029566734097901,278,8.139039993286133,0.11094142234890554
265,-1,101900050706,19,1.042757162268345,279,7.192959785461426,0.14496913556725138
266,-1,101900050707,41,1.479985166807637,280,19.10059928894043,0.07748370322938367
267,-1,101900050708,5,0.125746568926843,281,2.0846700668334956,0.06031965006234556
268,-1,101900050709,33,2.142755244032742,282,6.309730052947997,0.3395953909361964
269,-1,101900060102,2,0.008457580115646,284,0.4311220049858093,0.019617602483372167
270,-1,101900060104,3,0.020863970275968,286,0.7588629722595215,0.027493725532351826
271,-1,101900060201,8,0.131154921837151,287,0.7066609859466553,0.18559807948284224
272,-1,101900060202,9,1.2584186494350431,288,1.8947800397872925,0.664150256499595
273,-1,101900060204,8,0.7130182845285159,290,1.449480056762695,0.4919131389230623
274,-1,101900060206,1,0.008988579735159999,292,0.1313830018043518,0.06841508879927471
275,-1,101900060207,9,0.17556574015179602,293,2.714979887008667,0.06466557671085818
276,-1,101900060302,4,0.04520945549666099,295,0.6343860030174255,0.07126490067817458
277,-1,101900060303,3,0.08479180093854699,296,0.9020289778709412,0.09400119399565307
278,-1,101900060304,22,0.432959867891896,297,1.9650000333786009,0.22033580688925958
279,-1,101900060401,2,0.008047799812630001,298,0.2958369851112366,0.027203494551582108
280,-1,101900060402,1,0.02765079960227,299,0.178725004196167,0.15471142231403015
281,-1,101900060404,4,0.024206399917602997,301,1.3673399686813354,0.017703278242460565
282,-1,101900060501,4,0.178605244727805,302,5.56879997253418,0.032072483409119036
283,-1,101900060502,16,0.543187616550995,303,3.853650093078613,0.1409540574341694
284,-1,101900060503,8,0.020377309767355,304,6.143680095672607,0.003316792126222207
285,-1,101900060504,5,0.084126594210829,305,3.1290199756622314,0.026885924303830723
