OID_,IFI_HUC12,FREQUENCY,MEAN_ICI_I
,101900130304.000000000000000,69,0.561240577839000
,101900130305.000000000000000,48,0.689866165977000
,101900130306.000000000000000,52,0.518563236035000
,101900130307.000000000000000,20,0.341260465091000
,101900130401.000000000000000,46,0.382039649087000
,101900130402.000000000000000,24,0.275524531549000
,101900130403.000000000000000,30,0.526411861950000
,101900130404.000000000000000,83,0.544987983545000
,101900130405.000000000000000,20,0.321381141752000
,101900130406.000000000000000,20,0.443190056720000
,101900130407.000000000000000,11,0.474866055851000
,101900130408.000000000000000,8,0.407417970596000
,101900130409.000000000000000,14,0.485635407395000
,101900140101.000000000000000,48,0.751828101355000
,101900140102.000000000000000,23,0.783668879120000
,101900140103.000000000000000,35,0.835232931671000
,101900140104.000000000000000,52,0.778370255636000
,101900140105.000000000000000,26,0.784236660665000
,101900140201.000000000000000,6,0.629867439579000
,101900140202.000000000000000,47,0.784063036440000
,101900140203.000000000000000,23,0.696993647777000
,101900140204.000000000000000,21,0.794938016368000
,101900140205.000000000000000,13,0.638234674722000
,101900140206.000000000000000,37,0.793585475142000
,101900140207.000000000000000,39,0.795173926005000
,101900140301.000000000000000,68,0.683011190652000
,101900140302.000000000000000,33,0.708908762013000
,101900140303.000000000000000,17,0.649067087255000
,101900140304.000000000000000,19,0.534230828993000
,101900140305.000000000000000,38,0.658926379130000
,101900140402.000000000000000,24,0.616988531906000
,101900140403.000000000000000,24,0.599912107381000
,101900140405.000000000000000,25,0.489575243081000
,101900140406.000000000000000,34,0.618965052715000
,101900140407.000000000000000,22,0.375213296096000
,101900150203.000000000000000,15,0.224464721035000
,101900160601.000000000000000,36,0.412486884529000
,101900160602.000000000000000,17,0.097458708962900
,101900160707.000000000000000,39,0.094720113880000
,101900170102.000000000000000,15,0.288112999245000
,101900170201.000000000000000,34,0.549744786269000
,101900170202.000000000000000,45,0.605601203223000
,101900170204.000000000000000,69,0.483143633818000
,101900170301.000000000000000,30,0.297578410791000
,101900180101.000000000000000,102,0.589860964558000
,101900180102.000000000000000,52,0.584892841260000
,101900180103.000000000000000,29,0.219809772546000
,101900180105.000000000000000,199,0.487946786832000
,102500010101.000000000000000,31,0.509048002356000
,102500010102.000000000000000,40,0.576108355189000
,102500010103.000000000000000,30,0.438226312857000
,102500010104.000000000000000,25,0.421872212654000
,102500010105.000000000000000,36,0.400878652569000
,102500010106.000000000000000,26,0.439483473823000
,102500010107.000000000000000,33,0.417265149780000
,102500010108.000000000000000,14,0.291474031720000
,102500010109.000000000000000,21,0.364784650910000
,102500010110.000000000000000,21,0.321617978906000
,102500010201.000000000000000,41,0.491809974587000
,102500010202.000000000000000,19,0.314136861515000
,102500010203.000000000000000,12,0.296300802045000
,102500010204.000000000000000,13,0.327200930433000
,102500010205.000000000000000,30,0.294410751238000
,102500010301.000000000000000,11,0.320555583213000
,102500010302.000000000000000,24,0.327445191538000
,102500010303.000000000000000,36,0.476448470851000
,102500010304.000000000000000,37,0.434490159605000
,102500010305.000000000000000,42,0.363181943506000
,102500010306.000000000000000,24,0.345301780046000
,102500010307.000000000000000,16,0.352044030598000
,102500010308.000000000000000,19,0.402928524779000
,102500010309.000000000000000,25,0.407560754920000
,102500010310.000000000000000,32,0.361536510639000
,102500010401.000000000000000,7,0.284558532116000
,102500010402.000000000000000,5,0.430370678639000
,102500010403.000000000000000,12,0.412075380022000
,102500010404.000000000000000,15,0.632931206387000
,102500010405.000000000000000,25,0.525441870216000
,102500010406.000000000000000,15,0.531020697221000
,102500010407.000000000000000,44,0.700541276967000
,102500010501.000000000000000,14,0.270421319558000
,102500010502.000000000000000,7,0.329083811004000
,102500010503.000000000000000,5,0.509013026907000
,102500010504.000000000000000,5,0.571343337213000
