FID,HUC12,FP_Areakm2,StrmOrder,Floods,Groundwater,Sediment,Organics_Solutes,Habitat,IFI_geomean,IFI_prod,In_City,ECO_name
1455,1.102E+11,17.2388,4,0.948297246,0.882786591,0.744301807,0.799625684,0.782186452,0.828226769,0.389714277,0,HPL
1456,1.102E+11,28.2530994,4,0.78722612,0.834906804,0.678545274,0.722246498,0.706597408,0.74376333,0.227600814,1,HPL
1457,1.102E+11,16.8745995,5,0.920542425,0.974022894,0.755772096,0.702342797,0.771867822,0.818500934,0.367363408,0,HPL
1458,1.102E+11,13.3711004,5,0.941603928,0.963529543,0.755992039,0.728379534,0.765702125,0.825151362,0.382532294,0,HPL
1459,1.102E+11,16.6863003,5,0.949014644,0.818538798,0.581540133,0.703600289,0.684191768,0.737019784,0.217468184,0,HPL
1460,1.102E+11,14.6378002,5,0.906171681,0.965415343,0.742995971,0.686884476,0.763863307,0.8064215,0.341044061,0,HPL
1461,1.102E+11,18.6480999,-999,0.898639638,0.7296886,0.694220779,0.972918134,0.731599241,0.798204289,0.324018857,0,HPL
1462,1.102E+11,22.4452991,5,0.942720464,0.987655298,0.728527201,0.686324059,0.780555365,0.816720408,0.363385036,0,HPL
1463,1.102E+11,37.1973991,-999,0.929844347,0.719259992,0.695361717,0.959013322,0.762145943,0.805886617,0.339914522,0,HPL
1464,1.102E+11,19.2712002,5,0.940894181,0.78361336,0.711518242,0.667546371,0.761978088,0.767804256,0.26684101,0,HPL
1465,1.102E+11,13.8312998,2,0.911442552,0.773361885,0.561218679,0.758848171,0.640502047,0.719091109,0.192273573,0,SWT
1466,1.102E+11,13.592,3,0.919335577,0.738418811,0.530812323,0.74791536,0.62371664,0.700021727,0.168096085,0,HPL
1467,1.102E+11,10.9427996,-999,0.94840241,0.869397071,0.851304078,0.988721177,0.817018301,0.892730209,0.567023628,0,SWT
1468,1.102E+11,4.9909101,3,0.870005618,0.948474124,0.729505367,0.7370314,0.664609258,0.783295592,0.294868522,0,SWT
1469,1.102E+11,3.10955,2,0.924718753,0.992931795,0.840495478,0.834214544,0.817186156,0.879453019,0.526093846,0,SWT
1470,1.102E+11,2.25474,2,0.961597606,0.9853784,0.830274478,0.809036559,0.765763235,0.86611618,0.487394651,0,SWT
1471,1.102E+11,2.6376901,3,0.953651863,0.984725788,0.82475575,0.792432924,0.749260709,0.856101384,0.459860382,0,SWT
1472,1.102E+11,4.97299,2,0.923440652,0.973181168,0.862729722,0.876729789,0.836325347,0.893189674,0.568484291,0,SWT
1473,1.102E+11,7.1805801,3,0.951738704,0.992069388,0.81749848,0.785996577,0.787530025,0.862674383,0.477787198,0,SWT
1474,1.102E+11,4.51689,3,0.967216818,0.993100529,0.835271101,0.780536802,0.731895787,0.855534304,0.458339345,0,SWT
1475,1.102E+11,16.4073009,3,0.969998644,0.995596056,0.833392394,0.781717671,0.850062885,0.882350147,0.534816517,0,SWT
1476,1.102E+11,2.9054201,3,0.878667337,0.958204887,0.752353393,0.771229029,0.702449801,0.807422192,0.343165334,0,SWT
1477,1.102E+11,3.9309499,3,0.960591937,0.994177852,0.855653901,0.812304733,0.76104601,0.872340851,0.50516244,0,SWT
1478,1.102E+11,6.6016998,3,0.920684301,0.921953166,0.752483759,0.77693682,0.66798403,0.80185105,0.331488535,0,SWT
1479,1.102E+11,4.7379498,2,0.95747349,0.986006643,0.845103399,0.8226659,0.808104486,0.88088962,0.53040482,0,SWT
1480,1.102E+11,9.2706604,3,0.90534649,0.882286284,0.702775862,0.780847826,0.649930619,0.777919965,0.284888284,0,SWT
1481,1.102E+11,9.6212301,4,0.949526672,0.979607929,0.806244022,0.765812972,0.724503535,0.8391466,0.416091837,0,SWT
1482,1.102E+11,3.8768599,-999,0.94447147,0.994733946,1,0.992978594,0.909854016,0.967746205,0.848803936,0,HPL
1483,1.102E+11,8.0062704,4,0.969413868,0.993323901,0.829041878,0.773766721,0.856591965,0.880465058,0.529127857,0,SWT
1484,1.102E+11,6.5690899,4,0.97297447,0.912479696,0.747678979,0.768572411,0.793064783,0.834462176,0.404606896,0,SWT
1485,1.102E+11,11.0416002,4,0.94701058,0.945209319,0.780709247,0.768473602,0.777437211,0.839717657,0.417509561,0,SWT
1486,1.102E+11,7.1299,2,0.907737126,0.868170325,0.689002418,0.769084708,0.697447289,0.781365568,0.291253631,0,SWT
1487,1.102E+11,5.7720799,4,0.922291233,0.96936753,0.790491452,0.737601025,0.794631224,0.838394022,0.414229348,0,SWT
1488,1.102E+11,11.0754995,4,0.984646927,0.980062165,0.813757031,0.775194514,0.836877404,0.873816594,0.509449852,0,SWT
1489,1.102E+11,6.8959899,-999,0.941341213,0.99633619,0.982948941,0.99511492,0.927162046,0.968149809,0.850575404,0,HPL
1490,1.102E+11,9.4099998,4,0.963655369,0.996724235,0.821592434,0.770536433,0.806524529,0.867187064,0.490415234,0,HPL
1491,1.102E+11,4.9751,4,0.896217027,0.980368766,0.779495575,0.76237053,0.753911013,0.829889939,0.393642969,0,HPL
1492,1.102E+11,8.4723396,4,0.949132106,0.98255878,0.808177238,0.765042661,0.785019689,0.853397968,0.452645308,0,HPL
1493,1.102E+11,10.9583998,4,0.937413182,0.876968366,0.684709386,0.743450748,0.731531939,0.789189597,0.306130612,0,HPL
1494,1.102E+11,59.7877998,4,0.934094747,0.914726808,0.69628868,0.707923429,0.743724837,0.792818998,0.31323497,0,HPL
1495,1.102E+11,10.0032997,4,0.926577731,0.931368204,0.744548142,0.748164595,0.756272765,0.816797374,0.36355629,0,HPL
1496,1.102E+11,14.3956003,5,0.909481395,0.940983005,0.711905358,0.691312354,0.736732988,0.791327865,0.310300371,0,HPL
1497,1.102E+11,1.27558,2,0.987240122,0.990681584,0.864282088,0.832137985,0.909521392,0.914543006,0.639765275,0,SWT
1498,1.102E+11,3.26176,3,0.988729934,0.994060635,0.847332623,0.811064477,0.894985843,0.904238942,0.604527459,0,SWT
1499,1.102E+11,1.24677,2,0.942530701,0.984937726,0.750951157,0.762790443,0.815836427,0.846184101,0.433834718,0,SWT
1500,1.102E+11,1.75611,3,0.947728263,0.90190835,0.667056096,0.751549586,0.774028647,0.80194513,0.331683045,0,SWT
1501,1.102E+11,1.15869,3,0.950944667,0.873737043,0.645991782,0.75523928,0.763994521,0.791020175,0.309697573,0,SWT
1502,1.102E+11,1.92522,3,0.977107646,0.978853985,0.830625204,0.831774244,0.885274666,0.898317348,0.584990663,0,SWT
1503,1.102E+11,3.8318999,4,0.986537497,0.95236348,0.808559657,0.822480703,0.830707455,0.877082498,0.519041668,0,SWT
1504,1.102E+11,4.0513,4,0.997441173,0.991815179,0.859602891,0.807268251,0.905544557,0.909303204,0.621646663,0,HPL
1505,1.102E+11,5.7247801,4,0.978469013,0.991552958,0.835231632,0.809958977,0.880741747,0.896182184,0.578071463,0,SWT
1506,1.102E+11,1.2617199,4,0.991793045,0.998686763,0.85842208,0.825892367,0.90561472,0.913447584,0.635942951,0,SWT
1507,1.102E+11,3.1517,4,1,0.994822866,0.868186584,0.830065381,0.910467695,0.918220817,0.652733153,0,SWT
1508,1.102E+11,8.8718901,4,0.964734263,0.978260974,0.837458382,0.766995047,0.813921586,0.868240736,0.49340187,0,SWT
1509,1.102E+11,0.0282908,1,1,1,0.837009445,0.782679259,0.89133963,0.897989958,0.583925444,0,SWT
1510,1.102E+11,1.78625,2,0.988169827,0.981206424,0.812546387,0.768786572,0.866243092,0.878976252,0.524669367,0,SWT
1511,1.102E+11,0.0440396,3,1,1,0.835823055,0.781097407,0.890548704,0.897212765,0.581402933,0,SWT
1512,1.102E+11,0.0431558,2,1,0.798981074,0.629994957,0.774685178,0.753329972,0.782702663,0.293754182,0,SWT
1513,1.102E+11,3.68643,3,0.981052942,0.987953647,0.811062548,0.778714831,0.85858172,0.879283025,0.525585584,0,SWT
1514,1.102E+11,4.1370502,3,0.966727846,0.959933372,0.753371019,0.757175882,0.809479749,0.844095136,0.42850608,0,SWT
1515,1.102E+11,1.61432,3,0.989512292,0.939799694,0.790579207,0.808256341,0.860386138,0.874437716,0.511263048,0,SWT
1516,1.102E+11,5.5928302,4,0.953062404,0.971273035,0.755460642,0.719099849,0.805765736,0.834707856,0.405202864,0,SWT
1517,1.102E+11,11.4372997,4,0.943928633,0.976231342,0.757031824,0.72191827,0.789290032,0.831507439,0.397494107,0,HPL
1518,1.102E+11,12.5840998,4,0.954172426,0.95311268,0.751109468,0.675527745,0.811269513,0.821592637,0.374354185,0,SWT
1519,1.102E+11,8.1374197,4,0.984794309,0.924145153,0.741372365,0.755833353,0.815322449,0.839026182,0.415793376,0,HPL
1520,1.103E+11,1.2086999,7,0.880313505,0.486727771,0.418292356,0.599111337,0.567572604,0.571460841,0.0609442,0,HPL
1521,1.103E+11,3.84744,2,0.932766182,0.850802351,0.688156296,0.791948833,0.748148531,0.797984953,0.323573921,0,HPL
1522,1.103E+11,7.3976102,1,0.944078601,0.79494846,0.631291666,0.773601324,0.699904893,0.761774943,0.256527197,0,HPL
1523,1.103E+11,14.8732004,-999,0.932999066,0.735467079,0.705237222,0.980622772,0.762357158,0.815995993,0.361776314,0,HPL
1524,1.103E+11,2.60899,1,0.984923596,0.836763781,0.660666704,0.767959874,0.756236847,0.794322454,0.31621626,0,HPL
1525,1.103E+11,7.97229,2,0.957716734,0.795781664,0.604326135,0.745830694,0.707523341,0.753592697,0.243043161,0,HPL
1526,1.103E+11,2.5485799,-999,0.953244648,0.743879423,0.724545292,0.99183923,0.786577981,0.832896631,0.40082567,0,HPL
1527,1.103E+11,7.1635399,-999,0.970842981,0.774670101,0.768423891,0.989105434,0.784109574,0.851720693,0.448214594,0,HPL
1528,1.103E+11,8.2470398,-999,0.767101836,0.657396477,0.597200283,0.876528637,0.600013391,0.691744143,0.158389888,1,HPL
1529,1.103E+11,8.6911697,-999,0.923331445,0.740694377,0.708187783,0.987592503,0.756664778,0.816065995,0.361931521,0,HPL
1530,1.104E+11,0.0019109,2,0.833333333,1,0.592289635,0.789719513,0.72819309,0.777346168,0.283839157,0,SWT
1531,1.104E+11,0.490461,3,0.833333333,0.972617998,0.557181813,0.706399748,0.697691799,0.740447768,0.222572827,0,SWT
1532,1.104E+11,0.197267,3,0.894791497,0.949362051,0.651054028,0.677638445,0.767369352,0.779389672,0.287589637,0,SWT
1533,1.104E+11,0.261683,2,0.833333333,0.942322304,0.5825785,0.699867739,0.714945473,0.744615916,0.228908318,0,SWT
1534,1.104E+11,0.761372,4,0.833333333,0.870369056,0.564448684,0.579756987,0.709632456,0.700301771,0.168432588,0,SWT
1535,1.104E+11,0.789669,4,0.875329791,0.970288067,0.627443371,0.712982334,0.742762878,0.776453012,0.282212272,0,SWT
1536,1.104E+11,0.6394,4,0.93708801,0.985931269,0.726558028,0.742476375,0.817705352,0.835671058,0.407546161,0,SWT
1537,1.104E+11,0.788419,3,1,0.973776433,0.842722057,0.755331319,0.77121758,0.862763189,0.478033172,0,SWT
1538,1.104E+11,1.08003,2,0.995887381,0.992091624,0.819359284,0.756826449,0.876322472,0.883037868,0.536904002,0,SWT
1539,1.104E+11,2.0380199,3,0.98856702,0.988930258,0.803004388,0.745445489,0.865202516,0.872739582,0.506317998,0,SWT
1540,1.104E+11,0.652322,4,1,1,0.855331307,0.807108409,0.900889516,0.909384515,0.621924654,0,SWT
1541,1.104E+11,1.87047,3,0.965583306,0.987462974,0.793072566,0.776214107,0.856497578,0.871497676,0.502725791,0,SWT
1542,1.104E+11,0.352634,2,1,0.970759136,0.882388894,0.804197374,0.921592596,0.913134243,0.634852958,0,SWT
1543,1.104E+11,2.19275,4,0.99255703,0.994820396,0.84734338,0.804437641,0.851379374,0.894612619,0.573027019,0,SWT
1544,1.104E+11,1.72157,4,1,0.99393738,0.855082775,0.79869354,0.811857979,0.887657616,0.551096201,0,SWT
1545,1.104E+11,1.5536,2,0.979383308,0.996159603,0.820175285,0.796346569,0.880116857,0.890771167,0.560829377,0,SWT
1546,1.104E+11,1.9909101,4,0.991268674,0.994790193,0.850192616,0.810773065,0.896609376,0.90570874,0.609456613,0,SWT
1547,1.104E+11,2.3615301,3,0.938704429,0.955005019,0.722798126,0.748994551,0.736008477,0.813921654,0.357201286,0,SWT
1548,1.104E+11,2.98915,4,0.831568105,0.686493258,0.559913407,0.458737304,0.555845043,0.605667893,0.081502844,0,SWT
1549,1.104E+11,2.6300199,4,0.929534172,0.958113373,0.747033288,0.747793871,0.664688859,0.801464893,0.330691108,0,SWT
1550,1.104E+11,1.65741,2,0.989766282,0.994052823,0.816618127,0.768028703,0.711078752,0.84810819,0.43878956,0,SWT
1551,1.104E+11,0.0636285,2,0.920676813,0.945189788,0.706783388,0.694610609,0.804522259,0.807678286,0.343709896,0,SWT
1552,1.104E+11,0.630273,4,1,1,0.841748904,0.788998538,0.727832602,0.864685254,0.483381765,0,SWT
1553,1.104E+11,1.1617,3,0.978804217,0.993453911,0.805703093,0.774600904,0.790753571,0.863430826,0.479885632,0,SWT
1554,1.104E+11,1.1126,3,1,0.985858793,0.84229249,0.770868377,0.877294046,0.891005964,0.561568908,0,SWT
1555,1.104E+11,1.81258,3,0.989083919,0.995470592,0.82615557,0.784000379,0.837887521,0.882195993,0.534349498,0,SWT
1556,1.104E+11,1.0486701,3,0.970950645,0.967680521,0.819765993,0.767055432,0.825311887,0.866189232,0.48760023,0,SWT
1557,1.104E+11,4.2007298,2,0.96525955,0.957873413,0.795290455,0.771533117,0.828600415,0.859875437,0.47008643,0,HPL
1558,1.104E+11,2.30055,3,0.983208639,0.99177363,0.8385515,0.782448459,0.879165669,0.891297911,0.56248953,0,HPL
1559,1.104E+11,0.300291,3,0.998186689,1,0.839041205,0.789014896,0.892694137,0.899821964,0.589906183,0,HPL
1560,1.104E+11,3.3181701,3,0.958617385,0.975951242,0.847994954,0.822282322,0.845876383,0.887889476,0.551816323,0,HPL
1561,1.104E+11,0.0439351,2,1,1,0.870101895,0.826802526,0.876849778,0.911967625,0.630807874,0,HPL
1562,1.104E+11,6.38311,2,0.972999646,0.955541799,0.791170467,0.787300821,0.826684788,0.863023493,0.478754743,0,HPL
1563,1.104E+11,7.2493501,5,0.99396385,0.978421032,0.772600142,0.715760918,0.824752274,0.849940514,0.443550074,0,HPL
1564,1.104E+11,2.57991,2,0.966265751,0.780485319,0.61120618,0.779269555,0.714692535,0.761888123,0.25671782,0,HPL
1565,1.104E+11,8.3726997,5,0.965864174,0.962218322,0.746320497,0.679656743,0.808206872,0.824490097,0.381001967,0,HPL
1566,1.104E+11,1.40049,5,0.906269068,0.801862543,0.573463598,0.742370074,0.503060552,0.689319766,0.155633706,0,HPL
1567,1.104E+11,11.0354996,5,0.962726291,0.940044821,0.723145751,0.70267424,0.767606156,0.811996099,0.352995943,0,HPL
1568,1.104E+11,7.6978102,2,0.902002235,0.846202392,0.642095619,0.726450333,0.688917224,0.754972109,0.245275709,0,HPL
1569,1.104E+11,6.4349899,2,0.880536612,0.808781301,0.64511723,0.727131347,0.673400704,0.742028727,0.224959115,0,HPL
1570,1.104E+11,1.66506,1,0.934081482,0.786393286,0.599274479,0.781619107,0.689463724,0.749948405,0.237223075,0,HPL
1571,1.104E+11,9.5033302,4,0.954148915,0.741241051,0.532383563,0.732300745,0.658553193,0.71091245,0.181585263,0,HPL
1572,1.104E+11,17.5055008,3,0.936110477,0.76928926,0.563367774,0.7397018,0.667065152,0.724914424,0.200186001,0,HPL
1573,1.104E+11,4.2119899,4,0.954960303,0.950505874,0.74458419,0.735739137,0.794745423,0.830541171,0.395189893,0,HPL
1574,1.104E+11,5.40974,2,0.964604459,0.742777739,0.578995964,0.784523411,0.689202652,0.741595876,0.224303747,0,HPL
1575,1.104E+11,4.3108401,2,0.938077162,0.731672037,0.730689192,0.975562716,0.771410495,0.822935293,0.377423069,0,HPL
1576,1.104E+11,4.86625,-999,0.919921159,0.739829771,0.686410417,0.986439695,0.750752537,0.808735906,0.345966164,0,HPL
1577,1.104E+11,19.7595997,2,0.885039709,0.725832704,0.517198684,0.751075686,0.608344397,0.685895547,0.151806342,0,HPL
1578,1.104E+11,10.9238005,3,0.934169489,0.73876542,0.526903049,0.752263649,0.648893821,0.707687187,0.177503395,0,HPL
1579,1.104E+11,3.99054,2,0.927027124,0.740025128,0.706377864,0.986700171,0.752911263,0.815194043,0.360002061,0,HPL
1580,1.104E+11,7.9058299,2,0.93798701,0.945710221,0.800399505,0.805807169,0.80946896,0.85731142,0.463119476,0,HPL
1581,1.104E+11,7.5773301,3,0.939525325,0.927761782,0.744524112,0.76444078,0.774292892,0.825837446,0.38412525,0,HPL
1582,1.104E+11,4.6612401,3,0.918577643,0.926836585,0.774858262,0.780131754,0.787874725,0.834820848,0.405477193,0,HPL
1583,1.104E+11,8.4782696,3,0.91839595,0.953884109,0.774270051,0.74288709,0.783360919,0.830348775,0.394732375,0,HPL
1584,1.104E+11,9.1782703,3,0.933063354,0.955661559,0.776236987,0.75287205,0.794002532,0.838205544,0.413763946,0,HPL
1585,1.104E+11,8.3940001,4,0.964346492,0.981559579,0.845807038,0.808742198,0.860461704,0.88959543,0.557137917,0,HPL
1586,1.104E+11,14.2116003,4,0.959184023,0.905072446,0.747946052,0.756690171,0.804478874,0.830572711,0.395264937,0,HPL
1587,1.104E+11,0.0406392,1,0.944944217,0.947828604,0.796950987,0.792635078,0.809578208,0.855421061,0.458036083,0,HPL
1588,1.104E+11,12.3048,4,0.940635356,0.765543344,0.554036639,0.714213472,0.646431889,0.71294508,0.184196079,0,HPL
1589,1.104E+11,4.3351998,3,0.944017782,0.930468837,0.793874918,0.787608411,0.812309614,0.850928766,0.446134725,0,HPL
1590,1.104E+11,5.4113598,4,0.935269882,0.952241267,0.801019173,0.777176497,0.792700676,0.848381421,0.439496829,0,HPL
1591,1.104E+11,1.98816,3,0.850457526,0.914376334,0.750272535,0.647507332,0.714195657,0.769505468,0.269810315,1,HPL
1592,1.104E+11,6.4931798,4,0.926910716,0.950136701,0.790742149,0.743378458,0.789392629,0.836127264,0.408659806,0,HPL
1593,1.104E+11,5.7909002,2,0.916167539,0.831716018,0.634846052,0.765219453,0.699389086,0.763175902,0.258894749,0,HPL
1594,1.104E+11,5.55861,4,0.983791967,0.954316739,0.77518151,0.753147412,0.820809552,0.852362475,0.449905817,0,HPL
1595,1.104E+11,3.93996,4,0.984191438,0.945361978,0.762517658,0.752338443,0.817514469,0.847163555,0.436351347,0,HPL
1596,1.104E+11,4.21807,3,0.943202164,0.825416225,0.664798376,0.749083156,0.721012392,0.774975727,0.279537773,0,HPL
1597,1.104E+11,3.03616,2,0.947172261,0.895660932,0.745738894,0.786507845,0.78134676,0.827830178,0.388782108,0,HPL
1598,1.104E+11,2.9902599,2,0.965097101,0.973171477,0.826624793,0.802479902,0.852416833,0.881111761,0.53107394,0,HPL
1599,1.104E+11,5.2531099,2,0.955239236,0.80930508,0.666854395,0.786599654,0.721340044,0.782041583,0.292515734,0,HPL
1600,1.104E+11,4.7081599,2,0.940486171,0.755240386,0.566891681,0.731927867,0.668625123,0.722632908,0.197055552,0,HPL
1601,1.104E+11,8.8282804,3,0.972872249,0.910039164,0.722169997,0.74910684,0.774117164,0.820013798,0.370771035,0,HPL
1602,1.104E+11,4.70331,2,0.928011147,0.811608034,0.636071089,0.778787357,0.70756496,0.766157539,0.263991775,0,HPL
1603,1.104E+11,1.3223799,2,0.94942346,0.741725563,0.54117039,0.758012879,0.667279524,0.719456139,0.192762085,0,HPL
1604,1.104E+11,3.7702601,3,0.97090792,0.985944681,0.784625364,0.739110733,0.814073462,0.85312606,0.451924662,0,HPL
1605,1.104E+11,6.12885,4,0.983199757,0.972228852,0.784406701,0.744474963,0.801390441,0.851391213,0.447348327,0,HPL
1606,1.104E+11,1.00194,1,0.936609559,0.97882041,0.77165753,0.759571634,0.80762595,0.846239008,0.433975492,0,HPL
1607,1.104E+11,0.549655,1,0.90911283,0.725949732,0.593341515,0.759054996,0.634831388,0.716394332,0.188695136,0,HPL
1608,1.104E+11,5.2718101,-999,0.949196968,0.741528774,0.715541437,0.988705032,0.782530302,0.828204163,0.389661095,0,HPL
1609,1.104E+11,4.8673701,2,0.902234685,0.781978337,0.551119763,0.741513111,0.61139606,0.706708539,0.176279454,0,HPL
1610,1.104E+11,0.747002,2,0.973114651,0.934630199,0.766300899,0.764245462,0.81731525,0.846769342,0.435337047,0,HPL
1611,1.104E+11,5.7309399,2,0.945416018,0.762961089,0.570808479,0.739305921,0.680196362,0.72981847,0.207049531,0,HPL
1612,1.104E+11,4.2860398,2,0.856828705,0.645886082,0.434052287,0.628342412,0.569273245,0.61209922,0.08592294,0,HPL
1613,1.108E+11,0.0114258,3,1,1,0.830991946,0.774655929,0.887327964,0.894042093,0.571202149,0,SRO
1614,1.108E+11,0.0853039,1,0.833333333,0.75,0.623989232,0.498652309,0.728037927,0.676397183,0.141582296,0,SRO
1615,1.108E+11,0.0944341,2,0.717981028,0.75,0.444536444,0.490086536,0.629690963,0.59387681,0.073872337,0,SRO
1616,1.301E+11,0.102569,2,0.90672002,1,0.643293123,0.71095079,0.762195415,0.794250684,0.316073428,0,SRO
1617,1.301E+11,0.227307,3,0.987318607,0.982831303,0.804834484,0.742250502,0.869889656,0.872030167,0.504263513,0,SRO
1618,1.301E+11,0.28317,3,0.968646392,0.985210245,0.755949168,0.703714797,0.837299445,0.842738535,0.425073728,0,SRO
1619,1.301E+11,0.924,3,0.912351902,0.900690136,0.683352699,0.620686644,0.78140043,0.770949178,0.272350858,0,SRO
1620,1.301E+11,0.86752,3,0.884311396,0.826467094,0.692966437,0.590621915,0.791333075,0.749622085,0.236707416,0,SRO
1621,1.301E+11,3.26667,4,0.929058708,0.902284486,0.722357679,0.641405471,0.802691232,0.792070839,0.311759805,0,SRO
1622,1.301E+11,2.6275799,3,0.912827006,0.87228772,0.680611977,0.57821225,0.772533869,0.752992289,0.242076506,0,SRO
1623,1.301E+11,1.67414,3,0.970656292,0.989515142,0.749599034,0.685966287,0.770057041,0.82419224,0.380314256,0,SRO
1624,1.301E+11,0.440035,2,0.813830525,0.75,0.546177456,0.433908893,0.685781585,0.629945062,0.09920039,0,SRO
1625,1.301E+11,1.30164,3,0.996962027,1,0.74544304,0.666666667,0.823638216,0.835887176,0.408073423,0,SRO
1626,1.301E+11,2.6312101,3,0.869895833,0.776545349,0.592346432,0.450825735,0.642106487,0.649778177,0.115831214,0,SRO
1627,1.301E+11,0.308722,2,0.764843625,0.749090086,0.491742209,0.458089145,0.655594724,0.610219284,0.084611548,0,SRO
1628,1.301E+11,0.208434,2,0.83251516,0.75,0.633741552,0.51329175,0.755827701,0.687433255,0.153515661,0,SRO
1629,1.301E+11,3.56515,3,0.816165151,0.763422692,0.493543995,0.36024042,0.485416331,0.557333517,0.053774429,0,SRO
1630,1.301E+11,2.1539299,4,0.790018709,0.728361519,0.479612861,0.36441524,0.486408574,0.546883208,0.048918479,0,SRO
1631,1.301E+11,0.0961165,2,1,1,0.805969609,0.741292812,0.870646406,0.877465507,0.520175947,0,SRO
1632,1.301E+11,2.23563,2,0.819667635,0.741890252,0.531278456,0.411989707,0.520852304,0.586381314,0.069326714,0,SRO
1633,1.301E+11,0.387038,3,0.83241599,0.74381964,0.559739515,0.406580227,0.684019359,0.626327866,0.096384827,0,SRO
1634,1.301E+11,0.0141562,3,1,1,0.81111553,0.748154039,0.744928438,0.853174092,0.452051896,0,SRO
1635,1.301E+11,0.597461,3,0.983232458,0.988235901,0.783323574,0.735989431,0.710329504,0.83168313,0.397914223,0,SRO
1636,1.301E+11,0.0988357,2,0.833333333,0.75,0.646604321,0.528805761,0.764402881,0.696029141,0.163356761,0,SRO
1637,1.301E+11,0.697916,3,0.892617875,0.903420989,0.68437655,0.623333738,0.60050062,0.729486054,0.206578429,0,SRO
1638,1.301E+11,0.283043,3,0.522287289,0.533430934,0.322611363,0.096815151,0.477375855,0.33395982,0.004154044,1,SRO
1639,1.301E+11,1.1524301,4,0.439483585,0.75,0.5,0.333333333,0.459008483,0.478999077,0.025215837,1,SRO
1640,1.301E+11,0.475554,3,0.818008523,0.75,0.558262128,0.441665792,0.646242961,0.628100833,0.097756771,0,SRO
1641,1.301E+11,0.930625,3,0.839032316,0.916374855,0.536419334,0.758400551,0.62727237,0.722008341,0.196205453,0,SRO
1642,1.301E+11,0.584033,2,0.833333333,0.75,0.60901643,0.478688573,0.709402575,0.664187915,0.129257231,0,SRO
1643,1.301E+11,0.0892415,1,1,1,0.853496714,0.804662286,0.902331143,0.908732979,0.61969993,0,SRO
1644,1.301E+11,1.4087,3,0.93604321,0.869914407,0.62599303,0.607496336,0.709364508,0.738500863,0.219662052,0,SRO
1645,1.301E+11,0.0632617,2,1,1,0.822726556,0.763635408,0.827247881,0.877314783,0.519729342,0,SRO
1646,1.301E+11,7.2207499,4,0.890724383,0.855184984,0.583120845,0.480433037,0.553964521,0.652432156,0.118216144,0,SRO
1647,1.301E+11,0.282599,2,0.958679081,0.979525651,0.804312684,0.848148119,0.702875123,0.852496828,0.450260509,0,SRO
1648,1.301E+11,0.1263,3,0.951029981,0.9253333,0.749341767,0.66417346,0.767447595,0.804082328,0.336126371,0,SRO
1649,1.301E+11,2.11746,4,0.572713875,0.598387482,0.307937243,0.13118331,0.383049482,0.350673685,0.00530293,0,SRO
1650,1.301E+11,3.01772,4,0.760547341,0.791751356,0.441245237,0.396522042,0.438350776,0.540625893,0.04618322,0,SRO
1651,1.301E+11,0.40338,2,0.833333333,0.670101255,0.472193021,0.476753784,0.531894957,0.582156504,0.066864988,0,SRO
1652,1.301E+11,2.9714799,4,0.437422047,0.697947802,0.360110697,0.285444469,0.43713135,0.424090598,0.013718077,1,SRO
1653,1.301E+11,0.414829,3,0.819738583,0.933746384,0.729607874,0.578328512,0.640810975,0.729759359,0.206965695,0,SRO
1654,1.301E+11,0.909275,3,0.763323479,0.73699649,0.466409489,0.411227679,0.618601256,0.581951659,0.066747431,0,SRO
1655,1.301E+11,1.00942,3,0.756533026,0.670184686,0.445666259,0.308068542,0.60452229,0.530662457,0.042081559,0,SRO
1656,1.301E+11,1.15101,3,0.771489282,0.73623221,0.439588351,0.367397775,0.601889736,0.560284836,0.055213381,0,SRO
1657,1.301E+11,0.373469,2,0.602545144,0.663365971,0.267863658,0.426576918,0.458635315,0.461555876,0.02094698,1,SRO
1658,1.301E+11,2.1638999,4,0.394249766,0.609331908,0.359331908,0.146743098,0.368721375,0.341881365,0.004670648,1,SRO
1659,1.301E+11,0.351576,3,0.987453802,0.94443517,0.730149304,0.725399976,0.784877195,0.827362765,0.38768577,0,SRO
1660,1.301E+11,0.99801,2,0.90648083,0.768686643,0.595403342,0.516939251,0.695142354,0.683418133,0.149084498,0,SRO
1661,1.301E+11,0.926339,3,0.867531899,0.482051026,0.542613239,0.705544711,0.68342633,0.642416992,0.109417074,0,SRO
1662,1.301E+11,0.759059,5,0.600979875,0.706168754,0.36935183,0.317715648,0.50435783,0.478627019,0.025118058,0,SRO
1663,1.301E+11,0.0232056,2,0.833333333,1,0.53005236,0.70673648,0.686701573,0.734907392,0.214369541,0,SRO
1664,1.301E+11,0.247044,2,0.935458183,0.822563586,0.747603841,0.775529631,0.770044292,0.807599231,0.343541719,1,SRO
1665,1.301E+11,7.9264498,5,0.509852398,0.320547713,0.277846945,0.2550499,0.423343786,0.34521704,0.004902991,1,SRO
1666,1.301E+11,1.54766,2,0.922640262,0.584886046,0.679416879,0.630643466,0.764518604,0.707102529,0.17677138,0,SRO
1667,1.301E+11,9.2327099,5,0.737010219,0.215460675,0.21137023,0.2872809,0.39033269,0.32743523,0.003763804,0,ANP
1668,1.301E+11,7.4074702,5,0.830323838,0.611042975,0.474208482,0.424925232,0.524351661,0.556986603,0.053607277,0,ANP
