FID,HUC12,FP_Areakm2,StrmOrder,Floods,Groundwater,Sediment,Organics_Solutes,Habitat,IFI_geomean,IFI_prod,In_City,ECO_name
832,1.102E+11,1.20542,4,0.599036761,0.614337281,0.446793998,0.240498391,0.374627999,0.430661468,0.014814264,1,SRO
833,1.102E+11,0.785857,3,0.767443552,0.863174948,0.688069921,0.627595958,0.665652979,0.717697068,0.190417062,0,SRO
834,1.102E+11,1.21215,3,0.787480018,0.785490873,0.545101909,0.532497006,0.689500742,0.658479197,0.12379705,0,SRO
835,1.102E+11,1.1656801,2,0.899811389,0.871535214,0.676332671,0.665048955,0.779706096,0.772460476,0.275030803,0,SRO
836,1.102E+11,5.4409499,3,0.488719055,0.578371511,0.519399001,0.435583927,0.496980521,0.501690292,0.0317818,1,SRO
837,1.102E+11,0.0660213,3,0.954476839,1,0.769074303,0.783145392,0.846049536,0.865753741,0.486375717,0,SRO
838,1.102E+11,3.92063,3,0.937656176,0.918366421,0.755749707,0.744581711,0.670499805,0.798637547,0.324899185,0,SRO
839,1.102E+11,0.784189,2,0.846533446,0.972544941,0.642506521,0.76668151,0.71010487,0.779603472,0.287984306,0,SRO
840,1.102E+11,1.23281,4,0.666666667,0.75,0.554518351,0.406024468,0.513571387,0.565467684,0.05781479,0,SRO
841,1.102E+11,0.651043,3,0.888451806,0.861181643,0.726691723,0.673594208,0.790586213,0.783944444,0.296091836,0,SRO
842,1.102E+11,3.43188,4,0.76090543,0.575519683,0.589181284,0.513956961,0.542644218,0.590767163,0.07195844,1,SRO
843,1.102E+11,1.18994,3,0.926922572,0.916274939,0.746910877,0.697069276,0.826930355,0.817742529,0.365664606,0,SRO
844,1.102E+11,2.5457699,3,0.668469769,0.400457388,0.532636922,0.374450409,0.638353411,0.50875064,0.034081982,0,SRO
845,1.102E+11,0.408527,3,0.443418243,0.61225256,0.477404764,0.274877255,0.468201747,0.441001991,0.016680257,1,SRO
846,1.102E+11,0.835416,2,0.616519186,0.580301259,0.331714244,0.21602067,0.502247878,0.418750684,0.012875902,1,SRO
847,1.102E+11,0.455973,3,0.547743985,0.556259283,0.348119845,0.25719575,0.446490549,0.414125474,0.012180349,1,SRO
848,1.102E+11,0.358781,3,0.776540746,0.755658114,0.530443544,0.55511573,0.686962363,0.652963716,0.118698504,1,SRO
849,1.102E+11,0.491837,3,0.838737612,0.651961046,0.48516972,0.51486627,0.621428924,0.610612192,0.084884298,1,SRO
850,1.102E+11,0.440197,3,0.74156678,0.634972637,0.438330199,0.281270222,0.597991269,0.510628504,0.034715647,0,SRO
851,1.102E+11,0.28636,2,0.833333333,0.75,0.58422238,0.44562984,0.704306365,0.648393745,0.114602498,0,SRO
852,1.102E+11,0.928685,3,0.645067358,0.715907471,0.576408261,0.437469103,0.543487961,0.575792355,0.06328918,1,SRO
853,1.102E+11,2.9029801,4,0.824987363,0.471485594,0.447550402,0.57813495,0.595890741,0.569627185,0.059972691,1,SRO
854,1.102E+11,2.8638599,4,0.391835649,0.435091891,0.276745603,0.239209581,0.342600046,0.32920493,0.003866621,1,SRO
855,1.102E+11,4.0955701,4,0.896642202,0.695566074,0.491266178,0.540121815,0.595702771,0.629157176,0.098581579,0,SRO
856,1.102E+11,1.92145,4,0.868861856,0.71674989,0.599338764,0.473004814,0.612277098,0.640856601,0.108094678,1,SRO
857,1.102E+11,1.3605601,4,0.659263928,0.643764176,0.500185333,0.372699904,0.576198006,0.539224506,0.045587744,0,SRO
858,1.102E+11,1.73664,2,0.862329924,0.676952195,0.558099482,0.626538551,0.646250431,0.666896356,0.131914253,0,SRO
859,1.102E+11,2.2522399,4,0.821071266,0.566390611,0.646996151,0.622254613,0.688480502,0.663822049,0.128901618,0,SRO
860,1.102E+11,0.33265,3,1,1,0.881988681,0.842651574,0.921325787,0.927053622,0.684737755,0,SRO
861,1.102E+11,0.0074282,2,1,1,0.902449916,0.869933221,0.934966611,0.94002851,0.734015324,0,SRO
862,1.102E+11,0.878534,4,0.915125062,0.609058645,0.653390703,0.51968234,0.75120858,0.676958743,0.142170997,0,SRO
863,1.102E+11,2.7020199,4,0.757996195,0.420396725,0.526815455,0.350928144,0.621161603,0.51603782,0.036593812,0,SRO
864,1.102E+11,2.9047201,4,0.436634538,0.438191691,0.317691242,0.236109912,0.372991864,0.351334023,0.005353047,1,SRO
865,1.102E+11,0.351981,3,0.798019532,0.946807188,0.862818474,0.816795151,0.741878982,0.830478023,0.39503968,0,SRO
866,1.102E+11,0.0197908,4,1,1,0.902972886,0.870630515,0.935315257,0.940358215,0.735303467,0,SRO
867,1.102E+11,0.461345,4,0.958650696,0.935517568,0.84408018,0.788828938,0.729386786,0.84685168,0.435548746,0,SRO
868,1.102E+11,0.184529,4,0.927904627,0.964250402,0.80715817,0.839402175,0.768989184,0.858436999,0.466167657,0,SRO
869,1.102E+11,1.47958,4,0.872762285,0.886456957,0.723947038,0.735014089,0.748716191,0.790268482,0.308228866,0,SRO
870,1.102E+11,1.21264,4,0.991085941,0.998705192,0.903014159,0.880383546,0.922220947,0.937885921,0.725688236,0,SRO
871,1.102E+11,0.288424,4,0.935653812,0.955241854,0.816940459,0.824935459,0.877960306,0.88036498,0.528827209,0,SRO
872,1.102E+11,1.97638,5,0.656271351,0.72395177,0.47395177,0.312542703,0.471134982,0.505960239,0.033157513,1,SRO
873,1.102E+11,0.99407,5,0.522835218,0.5074329,0.2574329,0.045670437,0.318916313,0.25092497,0.000994762,1,SRO
874,1.102E+11,1.1710401,5,0.789556922,0.713555804,0.608293743,0.325168969,0.592300943,0.580651097,0.066004912,1,SRO
875,1.102E+11,0.720703,2,0.801403715,0.708867162,0.579595256,0.443571963,0.700019797,0.633757466,0.102238729,1,SRO
876,1.102E+11,0.467609,2,0.658067581,0.47577768,0.35244854,0.16889448,0.544476139,0.399275734,0.010147629,1,SRO
877,1.102E+11,1.6100399,5,0.696354142,0.67468995,0.502311314,0.308131347,0.475868049,0.510300459,0.034604278,1,SRO
878,1.102E+11,0.563632,4,0.962809357,0.792518883,0.591377652,0.756400718,0.715589877,0.754338354,0.244247963,0,SRO
879,1.102E+11,0.754366,3,0.753206025,0.636387422,0.641445978,0.529392455,0.561383238,0.619678644,0.091376106,0,SRO
880,1.102E+11,0.597084,4,0.961243618,0.735485358,0.553556129,0.764269652,0.683356548,0.727935045,0.204391645,0,SRO
881,1.102E+11,1.33531,4,0.859395103,0.78011912,0.642788686,0.624781615,0.641267129,0.703781503,0.172659008,0,SRO
882,1.102E+11,0.10017,3,0.745865703,0.796477269,0.772417941,0.600128874,0.523111428,0.678742465,0.144053929,0,SRO
883,1.102E+11,0.577277,3,0.938043749,0.97319337,0.770636062,0.796563011,0.797267881,0.851175655,0.446782308,0,SRO
884,1.102E+11,0.52294,3,0.768642411,0.855843524,0.780760568,0.657862743,0.617252266,0.730881406,0.208561705,0,SRO
885,1.102E+11,0.0098225,2,0.833333333,0.75,0.671785843,0.562381123,0.614523895,0.679729431,0.145104331,0,SRO
886,1.102E+11,1.00054,3,0.859796006,0.902370216,0.799650064,0.709501472,0.751356138,0.801485848,0.330734341,1,SRO
887,1.102E+11,1.01284,3,0.984552195,0.764555568,0.682455957,0.870640076,0.769123489,0.807814104,0.343998983,0,SRO
888,1.102E+11,1.26906,3,0.929711287,0.865621426,0.770096826,0.820719848,0.79330861,0.834010864,0.403513937,0,SRO
889,1.102E+11,1.49327,4,0.92908149,0.94464823,0.824034052,0.774781951,0.756302289,0.842226299,0.423783449,0,SRO
890,1.102E+11,2.04423,4,0.913197556,0.963805969,0.822980848,0.795608953,0.732714057,0.841619236,0.422258369,0,SRO
891,1.102E+11,1.67282,4,0.944625787,0.952712286,0.794341331,0.794952892,0.806634532,0.85555786,0.458402447,0,SRO
892,1.102E+11,0.539651,3,0.957169604,0.982231073,0.879371894,0.852336155,0.89194412,0.911307073,0.628526663,0,SRO
893,1.102E+11,0.690687,3,0.963034315,0.979164143,0.862217285,0.831845378,0.748126687,0.872622383,0.505978127,0,SRO
894,1.102E+11,1.46489,4,0.944972487,0.884621003,0.73463888,0.760760302,0.644782754,0.786651391,0.301239262,0,SRO
895,1.102E+11,1.93762,3,0.979972151,0.737372208,0.627942854,0.837317396,0.696971422,0.766628819,0.26480471,0,SRO
896,1.102E+11,5.4642901,4,0.958744677,0.723474085,0.575466605,0.771626535,0.587011224,0.710296911,0.180800501,0,SRO
897,1.102E+11,7.1918702,3,0.877385894,0.699613175,0.547734761,0.734268919,0.582966697,0.678615171,0.143918897,0,SRO
898,1.102E+11,0.818849,3,0.955603853,0.964729242,0.859351849,0.836737922,0.751217095,0.869844963,0.497976978,0,SRO
899,1.102E+11,3.4902,4,0.931442781,0.738346083,0.569597878,0.730552206,0.507472536,0.679844618,0.145227319,0,SRO
900,1.102E+11,10.6855001,2,0.940332374,0.72441434,0.55206876,0.756354414,0.63459544,0.710062829,0.180502779,0,SRO
901,1.102E+11,3.09987,4,0.917031379,0.46081219,0.542964315,0.739442857,0.62935122,0.639286345,0.106776859,0,SRO
902,1.102E+11,2.01932,3,0.934139497,0.756327666,0.609878491,0.732980529,0.660202783,0.730847836,0.208513812,0,SRO
903,1.102E+11,5.2753301,4,0.965167322,0.735761979,0.573526679,0.773470373,0.676177102,0.733972087,0.213008885,1,SRO
904,1.102E+11,1.85914,4,0.945330575,0.873817899,0.716016478,0.675321654,0.759434316,0.787745099,0.303339209,0,SRO
905,1.102E+11,0.0381612,4,1,1,0.834999299,0.779999065,0.889999533,0.896672797,0.579655514,0,SRO
906,1.102E+11,0.706248,3,0.96138712,0.916451961,0.80105588,0.788106739,0.70070392,0.828243585,0.389753842,0,SRO
907,1.102E+11,0.015164,2,1,1,0.908156424,0.877541899,0.938770949,0.943621076,0.748149108,0,SRO
908,1.102E+11,0.563568,3,0.935150607,0.901494427,0.829337726,0.761515469,0.838392095,0.851021215,0.446377127,0,SRO
909,1.102E+11,1.32607,4,0.876326541,0.8321569,0.726602374,0.68587952,0.791037804,0.779332189,0.287483598,0,SRO
910,1.102E+11,2.5241799,5,0.95782232,0.944528287,0.760825479,0.671990054,0.749432245,0.809051259,0.346641209,0,SRO
911,1.102E+11,1.35895,5,0.944135626,0.716306123,0.755424887,0.681192472,0.802096477,0.774754589,0.279139172,0,SRO
912,1.102E+11,0.492419,3,0.855895246,0.928556469,0.688409597,0.795055812,0.763305158,0.802110743,0.332025672,0,SRO
913,1.102E+11,1.49551,5,0.885544569,0.860566928,0.579620289,0.480755904,0.700417117,0.683099561,0.148737347,0,SRO
914,1.102E+11,2.1449399,5,0.646461152,0.733596251,0.483596251,0.314369317,0.469076252,0.507964324,0.033819412,1,SRO
915,1.102E+11,0.0478023,3,0.713870072,0.75,0.743151701,0.563128791,0.662101134,0.682744163,0.148350829,0,SRO
916,1.102E+11,0.347475,3,1,0.987881888,0.90487528,0.857009558,0.913187038,0.931038907,0.699582844,0,SRO
917,1.102E+11,2.9802499,5,0.643721172,0.678416311,0.465581758,0.237888414,0.451541765,0.465427724,0.021840433,0,SRO
918,1.102E+11,2.90536,5,0.609107485,0.72890561,0.47890561,0.305207481,0.465366875,0.496593647,0.03019992,0,SRO
919,1.102E+11,1.44139,5,0.692719713,0.75,0.5,0.333333333,0.516539339,0.537173021,0.044727123,0,SRO
920,1.102E+11,1.85095,5,0.622170703,0.45072999,0.463703103,0.284937471,0.381734712,0.42669293,0.014144162,1,SRO
921,1.102E+11,0.0133121,4,0.735544675,0.5,0.483955731,0.507518291,0.48930382,0.535899066,0.04419926,0,SRO
922,1.102E+11,0.877601,3,0.57106865,0.680687846,0.345718543,0.417852957,0.431856452,0.47527435,0.024250566,1,SRO
923,1.102E+11,0.882459,3,0.601786058,0.569360466,0.467919571,0.345862926,0.311946381,0.444218786,0.01729755,0,SRO
924,1.102E+11,2.50367,3,0.685930335,0.507047329,0.365749128,0.411415964,0.441427146,0.470685042,0.023102128,0,SRO
925,1.102E+11,1.16202,4,0.963652461,0.858015693,0.669045519,0.78493571,0.761398653,0.801426142,0.330611171,0,SRO
926,1.102E+11,0.372718,4,0.792264302,0.990003556,0.773390668,0.766663694,0.815608682,0.82375583,0.379308441,0,SRO
927,1.102E+11,0.914537,3,0.948924193,0.987887979,0.818644418,0.832774237,0.797564907,0.873907705,0.509715503,0,SRO
928,1.102E+11,2.12253,4,0.667316608,0.769838182,0.547902031,0.57542734,0.534417494,0.613000869,0.086557648,0,SRO
929,1.102E+11,0.281426,4,0.919658877,0.983775613,0.729938496,0.741796302,0.795203768,0.828160355,0.389558049,0,SRO
930,1.102E+11,0.860598,4,0.791856299,0.927843879,0.770149788,0.743118769,0.768799587,0.797835894,0.323271824,0,SRO
931,1.102E+11,0.753923,3,0.901130707,0.964586468,0.746578927,0.791404277,0.703034065,0.815672628,0.361060054,0,SRO
932,1.102E+11,1.73385,3,0.909581247,0.831718126,0.800806852,0.737238852,0.767830861,0.807316529,0.342940852,0,SRO
933,1.102E+11,2.9233201,4,0.521743442,0.373346932,0.558895176,0.315264283,0.5148696,0.446122774,0.017671441,1,SRO
934,1.102E+11,1.01559,3,0.5,0.746025928,0.665817593,0.55972222,0.479414958,0.581771797,0.066644348,0,SRO
935,1.102E+11,0.957188,2,0.602562551,0.647393987,0.413225647,0.364775054,0.57343218,0.507660124,0.033718268,0,SRO
936,1.102E+11,1.30221,3,0.963045702,0.973721313,0.84479874,0.804674573,0.862978461,0.887341949,0.550116999,0,SWT
937,1.102E+11,1.34278,4,0.967154296,0.973427172,0.801733735,0.750333133,0.844527913,0.862858346,0.47829685,0,SWT
938,1.102E+11,4.1834798,4,0.655935703,0.798169681,0.591963371,0.538331449,0.649335847,0.6411418,0.108335418,0,SRO
939,1.102E+11,3.2388699,6,0.5,0.552013985,0.46559944,0.333333333,0.464321367,0.456799889,0.019889779,1,SWT
940,1.102E+11,0.719463,3,0.857319246,0.644420662,0.72569094,0.685872044,0.734604566,0.726226498,0.202004227,1,SWT
941,1.102E+11,0.966842,3,0.953727955,0.937278206,0.828588262,0.835969105,0.719058841,0.850584165,0.445232097,0,SRO
942,1.102E+11,2.6802499,3,0.666666667,0.491733717,0.620392639,0.504878562,0.521164269,0.556792511,0.05351394,1,SRO
943,1.102E+11,0.128462,3,0.666666667,0.75,0.555779522,0.407706029,0.52382615,0.568435733,0.059348105,1,SWT
944,1.102E+11,3.32057,6,0.69447668,0.778182879,0.54171502,0.370910506,0.503522055,0.559190223,0.05467614,0,SRO
945,1.102E+11,8.8532,6,0.539205024,0.292589773,0.379113222,0.296378782,0.411136793,0.373699994,0.007288119,1,SWT
946,1.102E+11,3.5839701,6,0.680259309,0.588776964,0.32955242,0.216908164,0.393745774,0.407763476,0.011273055,0,SWT
947,1.102E+11,0.880293,3,0.839047162,0.897674061,0.667034839,0.615252193,0.611356559,0.716605707,0.188973677,0,SRO
948,1.102E+11,1.03409,3,0.722636576,0.870938546,0.649910951,0.582526177,0.599940634,0.677699251,0.142950286,0,SRO
949,1.102E+11,0.657526,4,0.914928957,0.949126657,0.772645733,0.699140268,0.807387507,0.82350769,0.378737489,0,SRO
950,1.102E+11,1.05075,4,0.900450354,0.884232918,0.658187064,0.599011423,0.643196517,0.726157649,0.201908491,0,SRO
951,1.102E+11,1.93653,4,0.878652859,0.984521798,0.71352544,0.736170874,0.756149305,0.807621111,0.343588257,0,SRO
952,1.102E+11,2.54741,4,0.815392165,0.822681496,0.585389617,0.529084257,0.641032534,0.668174101,0.133182815,0,SRO
953,1.102E+11,2.1250501,4,0.895047343,0.877188768,0.725884696,0.608452108,0.767492432,0.767399377,0.266138198,1,SWT
954,1.102E+11,1.33443,3,0.97529403,0.699481411,0.838369922,0.762574339,0.88630404,0.826879966,0.386555937,0,SWT
955,1.102E+11,2.5916901,3,0.957867414,0.859373737,0.851430809,0.797926444,0.86401739,0.864618325,0.483194719,0,SWT
956,1.102E+11,7.8127799,6,0.737248419,0.528016559,0.447201806,0.415580076,0.502181558,0.515295184,0.036331257,1,SWT
957,1.102E+11,0.822324,2,0.606363872,0.751185262,0.407678957,0.503822194,0.520016501,0.546284173,0.048651148,0,SRO
958,1.102E+11,1.96121,3,0.852710857,0.96741829,0.701115622,0.754250481,0.74802698,0.799332954,0.326316165,0,SRO
959,1.102E+11,1.74164,3,0.743803255,0.830881613,0.618473083,0.560642728,0.608216327,0.665292241,0.130335371,0,SWT
960,1.102E+11,3.0576701,4,0.953909753,0.932022452,0.778742352,0.700579775,0.792800612,0.826018561,0.384546648,1,SWT
961,1.102E+11,1.11025,3,0.962965853,0.685760987,0.885928369,0.810097302,0.874438339,0.838474249,0.414427577,0,SWT
962,1.102E+11,2.35044,3,0.977271152,0.904248476,0.861499626,0.826193251,0.895893647,0.891618789,0.563502774,0,SWT
963,1.102E+11,3.47019,4,0.932181915,0.888246818,0.813649953,0.766893794,0.852900011,0.848830656,0.440661675,0,SWT
964,1.102E+11,0.948627,3,0.947073794,0.974226934,0.823189614,0.813230387,0.848453728,0.878773838,0.524065529,0,SWT
965,1.102E+11,17.6650009,6,0.951544653,0.965242416,0.729315024,0.639868478,0.78218436,0.803666962,0.335259101,1,SWT
966,1.102E+11,0.697748,3,0.896541405,0.965620251,0.793454276,0.769115374,0.804018925,0.842619057,0.424772493,1,SWT
967,1.102E+11,3.9737599,3,0.801759967,0.75861533,0.74562489,0.578774535,0.692695932,0.7110951,0.181818651,1,SWT
968,1.102E+11,6.6564999,4,0.5,0.718587661,0.522154714,0.362872952,0.512414993,0.511122592,0.034883929,1,SWT
969,1.102E+11,2.98628,3,0.963252891,0.986693173,0.826845657,0.824879326,0.803527832,0.877703131,0.520880665,0,SWT
970,1.102E+11,20.9169998,6,0.490549721,0.495599382,0.495599382,0.327465843,0.44877108,0.446300202,0.01770661,1,SWT
971,1.102E+11,0.815883,3,0.858584623,0.916514247,0.794415982,0.683357959,0.749651423,0.796334599,0.320241732,0,SWT
972,1.102E+11,3.7268,3,0.530649003,0.763413653,0.587019938,0.467387782,0.391346626,0.534185156,0.043496977,1,SRO
973,1.102E+11,0.0594561,4,0.815292264,0.993611648,0.640598762,0.751041249,0.69507179,0.770126218,0.270900335,1,SWT
974,1.102E+11,2.8471,3,0.916887058,0.937203341,0.811318663,0.790598371,0.810852429,0.851231673,0.446929348,0,SRO
975,1.102E+11,2.21927,4,0.970584438,0.974024457,0.774525019,0.736034366,0.722339032,0.828048095,0.38929409,0,SWT
976,1.102E+11,1.48192,3,0.986243397,0.990214914,0.839105442,0.799940347,0.892736961,0.89838449,0.585209311,0,SWT
977,1.102E+11,5.18892,4,0.991373348,0.724985168,0.797443686,0.752427456,0.823178432,0.812914744,0.354997261,0,SWT
978,1.102E+11,0.460173,3,0.833333333,0.818097724,0.614672106,0.694447019,0.57644807,0.699734602,0.167751631,1,SRO
979,1.102E+11,0.993436,4,0.794473973,0.89633806,0.729343418,0.76877982,0.695812399,0.77402599,0.277829091,1,SRO
980,1.102E+11,0.337963,3,0.838170787,0.663923192,0.543816138,0.618223108,0.639511229,0.654002144,0.11964536,1,SRO
981,1.102E+11,1.75567,3,0.898301165,0.798953174,0.724834873,0.714936547,0.638780943,0.75017116,0.237575591,0,SRO
982,1.102E+11,0.927097,4,0.727271806,0.689304183,0.549682179,0.427093366,0.472153459,0.561002846,0.055568071,1,SRO
983,1.102E+11,0.468987,4,1,1,0.838536205,0.78471494,0.725690803,0.862575407,0.477513176,0,SWT
984,1.102E+11,5.6876602,4,0.936851714,0.784538414,0.764632093,0.722450887,0.7422498,0.786718208,0.301367218,0,SWT
985,1.102E+11,8.4007797,5,0.942518401,0.845359261,0.770541582,0.68045142,0.641789464,0.768534535,0.268112425,0,SWT
986,1.102E+11,13.2994003,6,0.709330284,0.234098542,0.431065056,0.041088144,0.346878436,0.252195174,0.001020197,1,SWT
987,1.102E+11,11.3491001,3,0.936008971,0.858959179,0.842920699,0.839579605,0.857724216,0.866342782,0.48803257,0,SWT
988,1.102E+11,8.4935799,6,0.897394355,0.567208272,0.566859069,0.58874628,0.54269863,0.620779802,0.092190865,0,SWT
989,1.102E+11,0.720783,3,0.943892092,0.996299381,0.760181341,0.69622318,0.792046194,0.830129181,0.394210695,0,SRO
990,1.102E+11,1.26978,2,0.772675276,0.944417725,0.664930766,0.704839816,0.646950664,0.739570931,0.221258093,1,SRO
991,1.102E+11,1.9323,2,0.896564851,0.978217862,0.653018987,0.705627979,0.737611247,0.78499933,0.298089329,1,SRO
992,1.102E+11,1.15286,2,0.707328872,0.83876727,0.709715402,0.525683983,0.673111925,0.683332103,0.148990687,1,SWT
993,1.102E+11,1.77606,3,0.869201445,0.96559968,0.624648415,0.635576507,0.711362632,0.749829316,0.237034782,0,SRO
994,1.102E+11,0.49628,3,0.5,0.75,0.511255397,0.348340529,0.507503598,0.508185725,0.033893179,1,SWT
995,1.102E+11,2.07899,4,0.452804394,0.75,0.518315221,0.357753629,0.508833714,0.502510519,0.032042455,1,SWT
996,1.102E+11,1.61727,4,0.47919705,0.53209424,0.375643741,0.126123716,0.481064832,0.357154268,0.005811379,1,SRO
997,1.102E+11,0.37016,2,0.5,0.75,0.562903946,0.417205261,0.537461995,0.543291136,0.047332898,1,SRO
998,1.102E+11,0.511221,4,0.5,0.75,0.560046937,0.413395916,0.540031291,0.542260737,0.046885743,1,SRO
999,1.102E+11,1.1364501,4,0.464477463,0.696716195,0.489462911,0.319283881,0.492975274,0.477912615,0.024931159,1,SRO
1000,1.102E+11,0.919346,3,0.389880136,0.572724581,0.359739348,0.146319131,0.406492899,0.343434397,0.004777701,1,SRO
1001,1.102E+11,13.4371004,4,0.487884753,0.641708079,0.496463787,0.333182378,0.491281165,0.47985596,0.025442189,1,SWT
1002,1.102E+11,3.0422399,5,0.5,0.492802591,0.507958733,0.353541523,0.505305822,0.467620164,0.022359709,1,SWT
1003,1.102E+11,7.0181899,5,0.540158549,0.665282508,0.598167083,0.432105787,0.552564541,0.552159556,0.051324292,1,SWT
1004,1.102E+11,8.4832296,5,0.461124476,0.435421706,0.455936375,0.282935177,0.468773001,0.413862813,0.012141771,1,SWT
1005,1.102E+11,1.38298,3,0.843085707,0.785480692,0.797012941,0.682784869,0.710264052,0.761439264,0.255962496,0,SWT
1006,1.102E+11,2.6018701,3,0.965028664,0.808509274,0.848128054,0.805766562,0.880628082,0.859681704,0.469557108,0,SRO
1007,1.102E+11,5.4772301,5,0.884615641,0.632132332,0.635863763,0.535701223,0.722003008,0.67247736,0.137527117,1,SWT
1008,1.102E+11,5.3007698,5,0.989161588,0.991925093,0.743627832,0.675824705,0.821568645,0.834672174,0.405116261,1,SWT
1009,1.102E+11,12.9983997,5,0.819515762,0.508384635,0.556904996,0.430171193,0.62383619,0.573916282,0.062264819,1,SWT
1010,1.102E+11,0.0152821,2,1,1,0.885238327,0.846984436,0.923492218,0.929124208,0.692418844,0,SWT
1011,1.102E+11,4.7175899,3,0.934454758,0.69009562,0.772233564,0.69896586,0.815008379,0.777260956,0.283683621,0,SWT
1012,1.102E+11,0.0197397,3,0.885661115,0.75,0.755784982,0.903057746,0.740328551,0.803847053,0.335634905,0,SWT
1013,1.102E+11,14.7185001,5,0.941112977,0.649512046,0.620080837,0.669205456,0.71478369,0.710693393,0.181305671,1,SWT
1014,1.102E+11,7.7835202,5,0.475191437,0.45887301,0.47143532,0.31873664,0.380376896,0.416031171,0.012463194,1,SWT
1015,1.102E+11,3.1963401,3,0.926320214,0.99176437,0.758305476,0.75472076,0.797669232,0.840474602,0.419394733,0,SWT
1016,1.102E+11,3.6647899,3,0.826788659,0.966136721,0.724539448,0.737242861,0.689419493,0.782920841,0.294163829,0,SWT
1017,1.102E+11,5.2123299,3,0.925521926,0.951500145,0.730639228,0.774947785,0.762829527,0.824213452,0.3803632,0,SWT
1018,1.102E+11,5.1489601,3,0.884536619,0.926660261,0.763157547,0.858241985,0.748632155,0.833346774,0.401909982,0,SWT
1019,1.102E+11,33.8058014,4,0.810605908,0.946271287,0.703389204,0.727994601,0.723247448,0.777476443,0.284077079,1,SWT
1020,1.102E+11,16.2858009,2,0.874575641,0.977644476,0.790389879,0.793946579,0.798269331,0.844018731,0.428312179,1,SWT
1021,1.102E+11,5.1201701,1,0.936655728,0.994609933,0.890630611,0.920417339,0.889238305,0.92552184,0.679099416,1,SWT
1022,1.102E+11,12.0173998,2,0.955415876,0.992183031,0.802046453,0.764352691,0.828296431,0.863958083,0.481352642,0,SWT
1023,1.102E+11,13.9802999,4,0.900092647,0.970905842,0.735210441,0.750919366,0.769774421,0.820288371,0.371392197,1,SWT
1024,1.102E+11,9.8419905,-999,0.975608525,0.997579249,0.971801546,0.996772332,0.974370905,0.983159935,0.918588196,0,SWT
1025,1.102E+11,13.1189003,1,0.921901155,0.992579518,0.880281666,0.908834993,0.88126564,0.916078395,0.645153716,0,SWT
1026,1.102E+11,20.8668995,4,0.948059935,0.974441942,0.756803638,0.757908443,0.815223078,0.845461113,0.43198452,0,SWT
1027,1.102E+11,27.3862991,4,0.981525765,0.997618307,0.81658567,0.763871295,0.857651951,0.878698384,0.52384058,0,SWT
1028,1.102E+11,4.2183299,3,0.970618926,0.962765052,0.924521713,0.921681671,0.935756641,0.942857394,0.745126582,0,SWT
1029,1.102E+11,3.8345399,2,0.985808369,0.998466196,0.853551003,0.81050939,0.850674321,0.896551711,0.579264238,0,SWT
1030,1.102E+11,1.0435899,3,1,1,0.896004306,0.861339074,0.930669537,0.935957112,0.718256797,0,SWT
1031,1.102E+11,6.7620702,4,0.948269323,0.990313362,0.865899602,0.865475154,0.882533276,0.909141567,0.621094344,0,SWT
1032,1.102E+11,1.95669,4,0.89320044,0.974540193,0.824383326,0.819619259,0.819983274,0.864289041,0.482275313,0,SWT
1033,1.102E+11,14.5860996,5,0.933607342,0.945587757,0.758901743,0.731567277,0.799584092,0.829151734,0.39189531,0,SWT
1034,1.102E+11,2.6912401,5,0.994283491,0.994485978,0.800870157,0.73469298,0.865305995,0.871744711,0.50343871,1,SWT
1035,1.102E+11,0.0526017,3,1,1,0.929431004,0.905908005,0.952954003,0.956917811,0.802367246,0,SWT
1036,1.102E+11,11.6604996,5,0.968415423,0.974665813,0.786302872,0.738601723,0.838693256,0.856059896,0.459748964,0,SWT
1037,1.102E+11,2.30688,-999,0.980519909,1,0.970779863,1,0.974456595,0.98507191,0.927555007,0,SWT
1038,1.102E+11,15.9996996,-999,0.993763407,0.994302977,0.988196807,0.999449601,0.990240591,0.993183194,0.966377501,0,SWT
1039,1.102E+11,21.5249996,1,0.945623732,0.974978642,0.81087317,0.8191443,0.854031402,0.878415782,0.522998748,0,SWT
1040,1.102E+11,3.7811601,2,0.948397537,0.987120208,0.825602353,0.803622075,0.858335172,0.881795808,0.533138627,0,SWT
1041,1.102E+11,2.1364901,3,0.996279698,0.998880558,0.859475696,0.811141672,0.902596829,0.910633854,0.6262085,0,SWT
1042,1.102E+11,2.75998,2,0.948442318,0.992979467,0.872691723,0.853698078,0.879340899,0.907934931,0.616983606,0,SWT
1043,1.102E+11,36.0484009,1,0.935076022,0.954870085,0.835323122,0.865500272,0.841038096,0.885004986,0.542910934,0,SWT
1044,1.102E+11,11.8375998,2,0.93612829,0.987084302,0.885087353,0.853869771,0.870200015,0.905184889,0.607696137,0,SWT
1045,1.102E+11,23.1623001,-999,0.954888275,0.983777983,0.945535206,0.996600677,0.9351581,0.96291226,0.827815551,0,SWT
1046,1.102E+11,37.2518005,-999,0.928392463,0.977441962,0.95430672,0.988304624,0.898921,0.94890904,0.769348163,0,SWT
1047,1.102E+11,2.5706699,3,0.917338787,0.707489239,0.862457845,0.810500772,0.814878725,0.819533625,0.36968675,0,SWT
1048,1.102E+11,25.1002998,6,0.875928723,0.566354582,0.578184472,0.560926218,0.515817969,0.607862236,0.08299001,1,SWT
